cluster_id,n_total,n_unknown,entropy_bits,purity,top_region,top_proportion,top_3_json
0,211,90,3.7721527654979417,0.2066115702479339,middletemporal,0.207,"[[""middletemporal"", 0.207], [""inferiortemporal"", 0.174], [""superiortemporal"", 0.099]]"
1,34,4,3.6314018453921717,0.13333333333333333,precentral,0.133,"[[""precentral"", 0.133], [""superiorfrontal"", 0.133], [""caudalmiddlefrontal"", 0.1]]"
5,27,4,3.6753108689123644,0.13043478260869565,postcentral,0.13,"[[""postcentral"", 0.13], [""precentral"", 0.13], [""superiorfrontal"", 0.087]]"
6,382,336,3.4370397969969817,0.2826086956521739,middletemporal,0.283,"[[""middletemporal"", 0.283], [""inferiortemporal"", 0.13], [""insula"", 0.109]]"
7,185,32,4.217734718208401,0.10457516339869281,rostralmiddlefrontal,0.105,"[[""rostralmiddlefrontal"", 0.105], [""middletemporal"", 0.105], [""postcentral"", 0.072]]"
10,417,120,4.009533052852622,0.14814814814814814,insula,0.148,"[[""insula"", 0.148], [""postcentral"", 0.111], [""middletemporal"", 0.101]]"
12,5,3,0.0,1.0,rostralmiddlefrontal,1.0,"[[""rostralmiddlefrontal"", 1.0]]"
15,182,157,2.52902557364365,0.28,middletemporal,0.28,"[[""middletemporal"", 0.28], [""superiortemporal"", 0.2], [""bankssts"", 0.2]]"
17,95,86,2.2810361125534238,0.2222222222222222,postcentral,0.222,"[[""postcentral"", 0.222], [""precentral"", 0.222], [""lateraloccipital"", 0.222]]"
