channel,0.5-4.0Hz_dB,4.0-8.0Hz_dB,8.0-12.0Hz_dB,12.0-30.0Hz_dB,30.0-70.0Hz_dB,70.0-150.0Hz_dB
A_L1,-93.10434453733362,-105.26922028686437,-112.00854944056977,-118.90001960669935,-121.7177279881586,-128.26607603572006
A_L2,-94.47751369126776,-105.72836804391292,-112.16852673215315,-118.81572242109574,-121.59428104173651,-128.26828043799327
A_L3,-95.24364802861616,-106.1026696485633,-112.99756115078478,-119.8841921630766,-122.17918028266881,-128.33070305523455
A_L4,-94.4529138983232,-105.43957009823694,-112.34406685496029,-118.72122533919914,-121.86802078175852,-128.30494722136493
A_L5,-94.29693999754792,-105.30285772045718,-112.46145752078363,-119.40555321960076,-122.06870889336642,-128.46525865802118
A_L6,-94.00277262275782,-104.93137062396407,-112.59401704105267,-119.97201964726894,-122.70634664425708,-128.6075596131422
A_L7,-93.58591478135271,-104.37746504134077,-112.13993591574594,-120.07489711246096,-123.05334246303778,-128.7841034680393
A_L8,-93.22000445158127,-103.82449210785241,-111.04554070007953,-119.38445529703924,-123.182617943003,-128.93935001346495
A_L9,-92.62222514634287,-103.09848953321921,-108.96579062824097,-117.05159333272682,-123.06621711668849,-129.02477562857615
A_L10,-92.20600605667468,-102.42040109127628,-107.38460799476307,-115.48680971374577,-122.8897087332754,-129.08981579762047
A_L11,-92.49287657915485,-102.49094657622919,-107.06472700555207,-114.88020730845243,-122.98324296875664,-129.14441052905494
A_L12,-91.69570021000303,-102.70625340328719,-108.00676928294054,-115.41328872380502,-123.33735803382024,-129.24274985253305
A_L13,-93.18768555317095,-106.20705096715926,-113.52735396256156,-121.26451529717315,-125.40636768532946,-129.35335068128887
A_L14,-94.22854095558581,-107.27063593203206,-114.73082674473544,-122.13493222222138,-125.36456301500898,-129.30989210384286
A_L15,-95.36020642118528,-107.49650401589575,-114.73242275640123,-121.82002954162974,-125.13139150048883,-129.30586958593994
aH_L1,-91.71767502082662,-101.58145540325812,-106.7374514372013,-113.41050710163775,-119.43723178574723,-127.72311722154659
aH_L2,-90.95958300126084,-100.48094814799268,-104.54063104552341,-110.36469690576573,-118.31246019063342,-127.67189587316359
aH_L3,-93.35593042287546,-103.3194824434772,-108.79134045985441,-115.34289457410614,-121.21186608715725,-128.28418384466133
aH_L4,-94.59899039792265,-104.51629180666849,-109.86848745928337,-117.0749214958351,-122.436439049456,-128.6195083980959
aH_L5,-93.0660886415493,-103.45236500273485,-108.48480979696738,-115.65007463633293,-122.22493472833969,-128.59007711030162
aH_L6,-93.8685447153638,-104.09059777238562,-108.9656234805862,-117.56723236642993,-123.09493504611692,-128.88292008148122
aH_L7,-93.93444887628219,-104.50823047585945,-109.60190496453407,-118.45700654697349,-123.37915554049695,-129.03542455332973
aH_L8,-92.09237769605586,-103.39995910619561,-107.70117909162626,-116.85192766872999,-122.55443146365371,-128.8053282923402
aH_L9,-89.97366503006313,-101.90448579336088,-105.98462134920052,-114.74494390485243,-122.12563842853633,-128.77543157063252
aH_L10,-90.17669665553754,-101.48989005368516,-104.98582563336916,-115.14794063877588,-122.72366698230431,-128.95538395311766
aH_L11,-79.95577180395885,-91.63826218954141,-96.26379196734679,-103.43097181819456,-111.54033432238175,-119.0699577818772
aH_L12,-92.82799749057689,-105.25764068654058,-111.31578209111423,-120.30211748476808,-124.17407500083546,-128.1357020882937
A_R1,-89.46703038958697,-97.70666492777437,-100.58104754646527,-109.19048760498409,-118.74953712410029,-127.96565981557983
A_R2,-91.82634998655806,-100.84648109995618,-104.49313751854135,-113.00532786801324,-120.81955279911355,-128.32820843441942
A_R3,-93.11912648039048,-103.35554844325195,-108.38958734477875,-117.31860522014507,-122.36706948371697,-128.54394831322367
A_R4,-93.53850141914305,-104.41821698088467,-110.13642503330271,-118.62179172346843,-122.7046775716396,-128.66537842479548
A_R5,-93.45724464025027,-104.76146253567461,-110.9415811328283,-119.27965852101796,-122.90046925683711,-128.80015667759827
A_R6,-93.41014704025484,-104.59137294048772,-111.36605951583041,-119.82249169264865,-123.07494507237838,-128.9480181918631
A_R7,-93.26746042874997,-104.04351141992339,-111.3532574807162,-120.26180404066025,-123.31044003788354,-129.17499936236453
A_R8,-93.01286509027622,-103.31667404650261,-110.7741636595776,-120.2541528028202,-123.73371193174155,-129.31345028493453
A_R9,-92.43884860374067,-102.05603265403545,-109.14997366849177,-119.14921704313444,-123.76385398841508,-129.45560883717417
A_R10,-91.29172046894261,-100.25465380370821,-106.80506229153164,-117.02619901700054,-123.5822086474343,-129.46686253840562
A_R11,-89.38532723773345,-98.46582581200138,-104.90974871485324,-115.59308185274429,-123.63401121593532,-129.44634897287054
A_R12,-88.86146430155209,-97.9341283020828,-104.21110194914723,-115.00752868241709,-123.73441633567388,-129.4109649311652
A_R13,-91.48154630051191,-99.69497220084776,-105.70500655981337,-115.8912218966981,-124.2175664043247,-129.27661305233477
A_R14,-94.73537505209758,-106.07750504930502,-113.95947986981461,-122.50246223828672,-125.54892703450528,-128.75374394659335
A_R15,-95.61180645692528,-106.59057852490582,-114.06996905355898,-122.36151376964816,-125.52604938455298,-128.7690173692707
aH_R1,-93.00404169814458,-103.01749974277192,-107.29606703031186,-115.33244872227402,-121.77116673334658,-128.70442382982807
aH_R2,-93.23196689688878,-103.41703914701868,-107.95519666764797,-116.45059192811694,-122.27755496038166,-128.77854142902632
aH_R3,-93.06261560374448,-103.11365144588794,-107.5759356700984,-115.32314383308396,-121.9775863275398,-128.74483437866243
aH_R4,-93.42637625040231,-103.64005326341197,-108.53675886910693,-116.52826723077926,-122.46786514370642,-128.8251376894737
aH_R5,-93.95210404434374,-104.42050411996317,-110.29998426440633,-119.07642169514637,-123.10489686075309,-129.10136033910712
aH_R6,-94.1128175304515,-104.48734997517977,-110.80009368561397,-120.06220833460004,-123.4058908394206,-129.25630350633236
aH_R7,-93.90924467931957,-103.88577663365109,-110.30264973357603,-120.32079162507188,-123.63919874747607,-129.41098586235927
aH_R8,-93.35602651362079,-102.74663440896077,-108.64361350394469,-119.30915795667774,-123.71939299718096,-129.48865318489314
aH_R9,-92.18419254698516,-100.80589403969128,-106.10204573348113,-117.50317135200044,-123.6586646104115,-129.50200052073433
aH_R10,-90.27563114188948,-99.13952813378796,-104.81967659460382,-116.08949886740044,-123.4081492929837,-129.36660917169
aH_R11,-87.03661998099003,-96.65403757560202,-103.39679252994816,-113.6996692376629,-122.75742164107264,-129.15868155492444
aH_R12,-86.42454539620927,-92.04782209446509,-97.92448415497648,-110.08532837178817,-122.54886101095549,-129.17577852111884
aH_R13,-86.94270377188222,-96.74635515986428,-102.6967785095261,-112.08151522401768,-123.23236663928644,-129.19657651208325
aH_R14,-92.36939531015165,-103.61521939923796,-110.32533527203202,-119.5382100233987,-124.12299974889216,-127.65661022474187
aH_R15,-94.79317367229945,-106.16476072830824,-112.95369142277829,-120.82866586478875,-124.08309068215058,-127.71596834522606
EntG_R1,-89.05817695553787,-100.55800519870695,-106.73666145607208,-113.31620490258445,-119.91928557745067,-126.92871934871172
EntG_R2,-90.6018005333311,-101.5026984201615,-108.07145965863623,-115.20030342317452,-120.56059079331608,-127.27937800910266
EntG_R3,-93.0565237254041,-102.8695160015327,-109.16386451302488,-115.89344632394123,-121.20634346710312,-127.68799061158552
EntG_R4,-92.50819791856397,-102.5677479286322,-108.80440993782778,-115.99608559145628,-121.5370654964544,-127.93455327373272
EntG_R5,-91.98224074147787,-102.73280582569012,-109.0079609506804,-117.95290399899483,-122.32939567132512,-128.31817855739115
EntG_R6,-91.03631063933706,-101.52155954865276,-108.20674489343216,-117.44874774922596,-122.28081438433742,-128.44424387718863
EntG_R7,-88.63539191818514,-98.29802612901199,-104.95207324266981,-115.62411698550879,-122.13925451623868,-128.45171404099386
EntG_R8,-89.9667101556882,-97.46143468954023,-104.30202095252008,-115.2533143685552,-122.30693017575234,-128.65242427119165
EntG_R9,-92.05475850079499,-99.93372783525459,-107.18643456871175,-118.56690285403846,-123.46960415233225,-129.03359813406124
EntG_R10,-91.98947780209554,-100.68536860571353,-107.69934494034027,-118.64784143989712,-123.70891176136467,-129.18726071840274
EntG_R11,-90.57023361153051,-98.7548258290725,-104.28028901046626,-114.89782195975022,-123.42334072261701,-129.15717373514354
EntG_R12,-88.35275541818378,-96.25082213375435,-101.58004454463902,-112.78164286279605,-123.29097335934853,-129.13674830055675
EntG_R13,-86.30047000769649,-95.60063179130339,-101.57378204775877,-112.74652572228787,-123.30367933436848,-129.00889913693987
EntG_R14,-85.3555756639222,-95.2814120760044,-102.41122487465557,-113.28730883582858,-123.53476113768068,-128.7766822363729
EntG_R15,-89.52768047347264,-101.18352096238914,-109.04902142540122,-118.928195402384,-123.5679932934625,-126.45485684658111
EntG_R16,-95.08735353706678,-106.69545871726194,-113.72527533122843,-120.80147768341782,-123.51432166879374,-126.41664471147412
EntG_R17,-95.80769193664631,-106.56296300331081,-113.49794395974378,-120.76026806108568,-123.4982019244776,-126.42388450864101
EntG_R18,-91.19542663098663,-98.96478122376939,-102.13953823846174,-109.60363558485426,-113.20261740012623,-121.74395937812866
pHG_R1,-81.64688109252144,-91.00749694787865,-95.9601872197797,-101.89632504463538,-101.34712390625596,-107.04272396578756
pHG_R2,-91.34927982507996,-98.28553909713563,-102.43632563004272,-113.05624360159828,-121.14786105253502,-128.15270117747588
