band,importance
1-4Hz,9.964195849808284
4-8Hz,8.418579745552593
8-13Hz,7.676369466836016
13-20Hz,7.484030927850298
20-30Hz,6.570438441065705
30-50Hz,5.088136897027365
50-70Hz,4.262606681188664
70-100Hz,4.054228170571353
100-130Hz,3.667094512456016
130-170Hz,3.746789107326198
170-220Hz,3.654670656758226
220-270Hz,3.8477473148498476
270-320Hz,3.3964558851480846
320-360Hz,3.0298885838340075
360-400Hz,2.8960472690858583
