class,support,precision,recall,f1,recall_ci_lo,recall_ci_hi,roc_auc_ovr,perm_p,perm_p_fdr
17Networks_1,26,0.1320754716981132,0.2692307692307692,0.17721518987341772,0.16666666666666666,0.6666666666666666,0.8769808517662595,0.004975124378109453,0.01691542288557214
17Networks_10,23,0.0,0.0,0.0,0.0,0.0,0.47649383864217626,1.0,1.0
17Networks_11,4,0.0,0.0,0.0,0.0,0.0,0.18396226415094338,1.0,1.0
17Networks_12,58,0.03773584905660377,0.034482758620689655,0.036036036036036036,0.0,0.15384615384615385,0.44936781609195403,0.009950248756218905,0.024164889836531627
17Networks_13,95,0.125,0.021052631578947368,0.036036036036036036,0.0,0.05063291139240506,0.6005976703055437,0.24378109452736318,0.5180348258706468
17Networks_14,59,0.23529411764705882,0.2711864406779661,0.25196850393700787,0.15093693460842594,0.41381412952060553,0.8207047378443092,0.004975124378109453,0.01691542288557214
17Networks_15,25,0.02127659574468085,0.04,0.027777777777777776,0.0,0.15384615384615385,0.6196355841371919,0.009950248756218905,0.024164889836531627
17Networks_16,43,0.0,0.0,0.0,0.0,0.0,0.5678993518871521,1.0,1.0
17Networks_17,228,0.3620689655172414,0.4605263157894737,0.40540540540540543,0.31161782154722356,0.6054084564860427,0.6526796443162701,1.0,1.0
17Networks_2,3,0.0,0.0,0.0,0.0,0.0,0.1005235602094241,1.0,1.0
17Networks_3,25,0.0,0.0,0.0,0.0,0.0,0.322572347266881,1.0,1.0
17Networks_4,91,0.2569444444444444,0.4065934065934066,0.3148936170212766,0.21108024691358024,0.6056614970723215,0.8146570845532782,0.004975124378109453,0.01691542288557214
17Networks_5,23,0.0,0.0,0.0,0.0,0.0,0.5694489653568937,1.0,1.0
17Networks_6,26,0.0,0.0,0.0,0.0,0.0,0.6163337735226148,1.0,1.0
17Networks_7,43,0.0,0.0,0.0,0.0,0.0,0.46491294954886264,1.0,1.0
17Networks_8,40,0.09375,0.075,0.08333333333333333,0.0,0.125,0.7154411764705882,0.004975124378109453,0.01691542288557214
17Networks_9,146,0.23214285714285715,0.2671232876712329,0.2484076433121019,0.09928375816305035,0.4384649122807017,0.5414079897428976,0.004975124378109453,0.01691542288557214
