,aud|1-4Hz,aud|4-8Hz,aud|8-13Hz,aud|13-20Hz,aud|20-30Hz,aud|30-50Hz,aud|50-70Hz,aud|70-100Hz,aud|100-130Hz,aud|130-170Hz,aud|170-220Hz,aud|220-270Hz,aud|270-320Hz,aud|320-360Hz,aud|360-400Hz,pic|1-4Hz,pic|4-8Hz,pic|8-13Hz,pic|13-20Hz,pic|20-30Hz,pic|30-50Hz,pic|50-70Hz,pic|70-100Hz,pic|100-130Hz,pic|130-170Hz,pic|170-220Hz,pic|220-270Hz,pic|270-320Hz,pic|320-360Hz,pic|360-400Hz,rea|1-4Hz,rea|4-8Hz,rea|8-13Hz,rea|13-20Hz,rea|20-30Hz,rea|30-50Hz,rea|50-70Hz,rea|70-100Hz,rea|100-130Hz,rea|130-170Hz,rea|170-220Hz,rea|220-270Hz,rea|270-320Hz,rea|320-360Hz,rea|360-400Hz
17Networks_1,-0.2868127846990212,-0.36566801917981795,-0.4120972847072762,-0.2481126544286669,0.19742663276538164,0.032525421402940506,0.23961220102333874,0.3830170665993418,0.3597721566201792,0.22327913089683557,0.31026027018427615,0.1726579021976858,0.04808505926444899,0.22934050924590801,0.1387735152770711,0.05397929792477,-0.10201366063177866,-0.2729258897244527,-0.2717513408728809,-0.0026935310191232684,0.5312971073580568,0.671837155795622,1.0668122591179647,1.2198581200518879,0.8305692088562959,0.433990746474534,0.16398497768044745,0.19853021611986926,0.0344879401470924,0.2525700055728165,0.17041031313456131,0.17169099850449898,0.1793727208221339,0.22358170990830858,0.5054060155902083,0.1872928264345527,0.020305985892729524,0.11916753806716242,-0.09688001749897944,-0.31556349971352354,-0.11184936193224781,-0.3534289504362397,-0.37669862579176355,-0.3713998184700293,-0.3394829372646234
17Networks_10,0.12898055277244463,0.06606540303626526,-0.09583624456688114,-0.30602870854437136,-0.050228292755581744,-0.23769319595908805,-0.7094568207885893,-0.9139649674647308,-0.2885371103724857,-0.14318970262554934,0.0722511561175809,0.1430589072316831,0.1215498936963766,0.13649604037023236,0.27667013085362024,-0.1286046629597459,-0.14806525448523686,-0.02049202032788816,-0.1412294887538961,-0.07919496522379896,-0.01943749847714173,-0.4440587968625554,-0.26685363723326594,-0.2462747207115148,0.12213422309739741,0.20987787791488258,0.23813376944324807,0.303284985558858,0.07183333527834417,0.09825995768232562,0.14367920803163517,0.09863296787786752,-0.04428056394860184,0.015751021910053373,0.3361204987287951,0.4377942347837384,0.36782234124912305,0.446501512480956,0.5367651866640236,0.8487871159475582,0.625373048920391,0.5160476194040206,0.6572417043805675,0.5496448436861553,0.3435279741743909
17Networks_11,0.08839392142120012,0.2774200993361734,0.3760125675284413,0.1376401581313119,-0.26295025886594786,-0.6505482492538046,-0.12756707473338616,0.45805814081456775,0.17679143610648526,0.40454308357004864,0.15687040554742823,0.40985487085483363,0.3090510406109771,0.3440242437282582,0.24229164991611474,-0.6269365459553298,-0.49158155386647884,-0.42375375603417575,-0.5863416746677578,-0.2683499114489055,-0.28040252365547846,0.354740152373621,0.12425594815259108,0.15814828166896136,0.21081571480695283,0.04016357662468012,-0.05020316239383027,0.06248740993766367,0.2383104096431445,0.05364433481461078,-0.15810401435175908,-0.015563233380454677,0.19992920032787512,0.0479728071935461,-0.735714650395052,-0.8730709911572494,-0.6769321632543875,-0.37743928005146843,-0.11307338479923626,-0.24298826842737176,-0.16716125721763583,-0.31474518709803434,-0.20146025704307852,-0.24085889966369894,-0.3660416755377413
17Networks_12,-0.2684254677347673,-0.362655537065709,-0.47502307123689574,-0.45739220903723177,-0.24416576751708255,0.07013345385913254,0.0006812057440105494,-0.11582815709614983,-0.10143735166468087,-0.10777965600226258,-0.016384755520303516,-0.10137431951377544,-0.0292913976825642,0.08040651081351066,0.06521457889600682,-0.4000345434695244,-0.40229108549512627,-0.3241368930846141,-0.20668440567669186,-0.1504648450043539,0.004188503007287162,0.01672936477856263,-0.00599430205913541,0.03025451412006713,-0.07095334474679153,0.056315915966900734,0.07137173186971499,0.04199073825698486,0.1417336501490893,0.16285530419739402,-0.4883317982856,-0.6142958367070102,-0.6974255343004504,-0.6458282380920543,-0.48253521105133035,-0.2980355345195128,0.13640231559376875,0.12205483259819395,0.01845485429528984,0.08013981876447733,0.07352300212291703,-0.04565303573601998,0.08099463258227609,0.17113220649880073,0.17326834220818602
17Networks_13,0.06664547645987859,0.09634979575720566,0.13453100170589702,0.11407508995409679,0.13394069057073382,0.009764558665798626,-0.17018521243181675,-0.22688767353716793,-0.23350809518741408,-0.13904206958921173,-0.19775071391232585,-0.15645456225911328,-0.1343643510397322,-0.09028276357983558,-0.1749882905956696,0.081460391693189,0.07567643279878138,0.06393362127963875,0.10870064247416607,0.15417822123389577,-0.008141924790264122,-0.16069972591838172,-0.27490071698309354,-0.2082140510980652,-0.16768859214669857,-0.09381415974740492,-0.02987220840116645,-0.07673894555370483,0.021413941252929943,-0.0018868317543860045,0.1541350667239897,0.15145791334624994,0.17837164694322452,0.22811616853435843,0.258346317571196,0.1796956421301347,-0.04147097506594208,-0.06861510606928621,-0.07168820337962459,-0.008301075383840959,-0.030390169265908634,0.05738736916278929,0.003757824112070369,0.14661299608272438,0.053406644273378094
17Networks_14,0.19397253385551438,0.047107961097287,-0.21924246715521523,-0.34773007762445995,-0.19327544166185895,0.4733892194520135,0.5366705876292812,0.696551097222817,0.5323434441239175,0.30636623449482575,0.2922728440503269,0.12704134356458985,0.14354699173890773,0.0875289829422168,0.15049675780171912,-0.08138957680157342,-0.1978115849131018,-0.33702791501167284,-0.36122029510202125,-0.2815618116317795,-0.1762113853734406,0.007112499004491115,0.019445285601373465,0.007216986031931639,-0.12772941517925587,-0.00652941819508983,-0.06798672350317365,-0.036570411882302645,-0.22154573316703163,-0.08592059850853666,-0.34639597496844443,-0.41344872384130543,-0.48852453260842993,-0.5524771288333266,-0.5282699051630139,-0.2091959640744244,0.029393310396080858,0.0014295822972229138,0.07568979536379426,-0.11590808673717379,-0.07844442949320987,-0.08143253689434685,-0.08742647459600426,-0.3019594320814718,-0.07884352748205298
17Networks_15,-0.27976317931883576,-0.24444446815666981,-0.11152991995662846,0.3110355327675151,0.5010884818170463,0.1422417551455879,-0.18970548585547942,-0.10715465989705229,-0.15325551788175018,0.11994766058771143,0.05828811438557352,0.12080466127368775,0.03169368908447489,-0.07558464343513974,0.07567324708552096,-0.22762313322353747,-0.24465128781089732,-0.2898183813679997,-0.19440333172292704,-0.09196642057797551,0.03949990390169799,-0.07862641868767005,0.050060090081304125,-0.05389877548537706,0.20466061331436328,0.12699137404415342,0.27602157382772896,0.19707747863706512,0.23072090607939585,0.2052953845079732,0.43006556108562216,0.3683474939701277,0.24888854695841114,0.15070899278962632,0.29916965429445463,0.2879621927614336,0.20486782357772115,0.08597003555848769,0.12133014233613433,0.3168418883512243,0.28197838875595027,0.2678712505728965,0.2621306937410115,0.21806960634741906,0.009797689824165283
17Networks_16,0.25785045306001547,0.2948708899733351,0.3058123772213534,0.19546216296156463,0.06654005167707884,-0.20800820344981397,-0.3427114065196321,-0.338717183763386,-0.31062633220886154,-0.20739173068675518,-0.29231359429024867,-0.12164975732016244,-0.14291849288039585,-0.06035445209762546,-0.016056846292885372,0.22254539676148524,0.27161045027813374,0.2989286027083819,0.3182328257928576,0.08132512130998609,-0.11181968829596335,-0.22588293543128657,-0.2549413061421676,-0.2448621901619495,-0.04934877408199958,0.06863790249180507,-0.013800146174925438,-0.10971261647404709,0.09380952613017941,0.03792893039899469,0.32211538263303074,0.3584652661738937,0.36461274215941464,0.3399958295577532,0.2167294386589611,0.050150965810246896,-0.2114802365015182,-0.09302494476328776,-0.04898036082805386,0.07853644461842217,0.11528679744534608,0.16556797320754757,0.24301821958210626,0.25571951700717116,0.24200553788573265
17Networks_17,0.08786611400454052,0.11379822912053718,0.15527593775260753,0.14481455847347133,0.07594825847865716,0.015814690013243485,-0.08552661861938937,-0.16236539698591385,-0.14023500565655114,-0.12199153347285356,-0.1303820703442539,-0.12386307838175047,-0.09993018218148275,-0.1206993291321641,-0.1303572819762554,0.21163428447392585,0.274461018896992,0.3081059795288962,0.30731560275068015,0.14699615198056212,0.050647804249107364,-0.002561989935765405,-0.09790579848445488,-0.08870389386935267,-0.056165488131232906,-0.1182524169228467,-0.05452179634747252,-0.05661952995949176,-0.07402897347554954,-0.10233632749974622,0.1780353154508197,0.20116353622431948,0.1991131184328056,0.15349297373058388,0.1129951755227453,0.0713198050969261,-0.03953653137524499,-0.11423157151702007,-0.1545803404507651,-0.14986641103256415,-0.09447765948810884,-0.07428319175411434,-0.09758593996126227,-0.08687820630271155,-0.11446409186205123
17Networks_2,0.062177961300824126,-0.2257194696306577,-0.45982783556827966,0.10282183904504298,0.4189036006100746,0.2119491282474378,0.3101734053926159,-0.06546171777561927,0.22541645214215741,-0.008050520415671286,0.49642489906901716,0.38673825871478545,0.5818993012340851,-0.1369863756090687,-0.07952088306409792,-0.12976365552013125,-0.24202856629801603,-0.28139016395902355,-0.3757648448536781,-0.03527287465742124,0.542354948993028,0.28562167803925415,0.014625859205675615,0.2319801995697505,0.2563005640512548,0.20107050804328983,-0.18867116554683985,-0.00664889107678505,0.2715298326608429,0.08325164805495557,-0.14761301654670833,-0.07913914973707857,0.06711461693750921,0.25436954063559053,0.404171435239116,0.09452725984049319,-0.4917008331821666,0.2670523755027583,0.30181539695326376,0.13768279078054632,0.34308112768696275,0.06770131471552364,0.22627159880242295,0.02911275885164306,0.17652455495058492
