class,support,precision,recall,f1,recall_ci_lo,recall_ci_hi,roc_auc_ovr,perm_p,perm_p_fdr
17Networks_1,26,0.7692307692307693,0.38461538461538464,0.5128205128205128,0.0,0.7037037037037037,0.9496533509409046,0.004975124378109453,0.012082444918265814
17Networks_10,23,0.0,0.0,0.0,0.0,0.0,0.6304580330155778,1.0,1.0
17Networks_11,4,0.0,0.0,0.0,0.0,0.0,0.34040880503144655,1.0,1.0
17Networks_12,58,0.19444444444444445,0.1206896551724138,0.14893617021276595,0.0322452636968766,0.26002173913043475,0.6466091954022989,0.1044776119402985,0.17761194029850746
17Networks_13,95,0.10344827586206896,0.06315789473684211,0.0784313725490196,0.016928649535265173,0.15789473684210525,0.47487955113740316,0.9054726368159204,1.0
17Networks_14,59,0.36363636363636365,0.4067796610169492,0.384,0.1944220430107527,0.64881174277726,0.8483625874323637,0.004975124378109453,0.012082444918265814
17Networks_15,25,0.15217391304347827,0.28,0.19718309859154928,0.10526315789473684,0.457172619047619,0.7913397642015007,0.004975124378109453,0.012082444918265814
17Networks_16,43,0.03333333333333333,0.046511627906976744,0.038834951456310676,0.0,0.12195121951219512,0.5616978014995553,0.5373134328358209,0.7611940298507464
17Networks_17,228,0.43805309734513276,0.4342105263157895,0.43612334801762115,0.2864249160403007,0.5684242359932088,0.7272650805094929,0.004975124378109453,0.012082444918265814
17Networks_2,3,0.0,0.0,0.0,0.0,0.0,0.5204188481675392,1.0,1.0
17Networks_3,25,0.0625,0.04,0.04878048780487805,0.0,0.11764705882352941,0.6758413719185424,0.3781094527363184,0.5843509724106739
17Networks_4,91,0.5212765957446809,0.5384615384615384,0.5297297297297298,0.38551899907321596,0.6880937818552497,0.865482844721599,0.004975124378109453,0.012082444918265814
17Networks_5,23,0.14285714285714285,0.08695652173913043,0.10810810810810811,0.0,0.3,0.7720530109276913,0.0945273631840796,0.17761194029850746
17Networks_6,26,0.08,0.07692307692307693,0.0784313725490196,0.0,0.2857142857142857,0.6701881809177946,0.0845771144278607,0.17761194029850746
17Networks_7,43,0.02127659574468085,0.023255813953488372,0.022222222222222223,0.0,0.1111111111111111,0.5817003431185666,0.8159203980099502,1.0
17Networks_8,40,0.16883116883116883,0.325,0.2222222222222222,0.0,0.4359090909090909,0.8036764705882353,0.004975124378109453,0.012082444918265814
17Networks_9,146,0.3727810650887574,0.4315068493150685,0.4,0.17491071428571428,0.6434546136534134,0.6950789526958634,0.004975124378109453,0.012082444918265814
