band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,perm_importance,perm_importance_std,importance
-1,70.0,150.0,HG 70-150Hz,0,hg_ds,0.04731483808451635,0.02343788213525566,0.002838722348513497,0.02343788213525566
-1,70.0,150.0,HG 70-150Hz,1,hg_ds,0.07581216819021683,0.0636207542083691,0.003164410620042063,0.0636207542083691
-1,70.0,150.0,HG 70-150Hz,2,hg_ds,0.03361241007537925,0.0035343499412010095,0.0005410678208478191,0.0035343499412010095
-1,70.0,150.0,HG 70-150Hz,3,hg_ds,0.029405708809434817,0.0046179901697857685,0.0008712780958905791,0.0046179901697857685
-1,70.0,150.0,HG 70-150Hz,4,hg_ds,0.031214975256218944,0.004643050823515471,0.0007749115461702413,0.004643050823515471
-1,70.0,150.0,HG 70-150Hz,5,hg_ds,0.02842887793832516,0.005647691338772009,0.0010245450436225502,0.005647691338772009
-1,70.0,150.0,HG 70-150Hz,6,hg_ds,0.028151858573557596,0.0038340609406808833,0.000552721639408727,0.0038340609406808833
-1,70.0,150.0,HG 70-150Hz,7,hg_ds,0.03770855258552093,0.002711929845251959,0.001330868402589305,0.002711929845251959
-1,70.0,150.0,HG 70-150Hz,8,hg_ds,0.040367393272968136,0.005377102264330214,0.0008264598288400393,0.005377102264330214
-1,70.0,150.0,HG 70-150Hz,9,hg_ds,0.03351119130604335,0.003987015418237272,0.0009316557527567612,0.003987015418237272
-1,70.0,150.0,HG 70-150Hz,10,hg_ds,0.026342530283998203,0.0018726065513324452,0.0007964314760707205,0.0018726065513324452
-1,70.0,150.0,HG 70-150Hz,11,hg_ds,0.029213099635218474,0.0038086048956116115,0.0007523230683018268,0.0038086048956116115
-1,70.0,150.0,HG 70-150Hz,12,hg_ds,0.03093955672860567,0.0042636584315989936,0.0015080508179682334,0.0042636584315989936
-1,70.0,150.0,HG 70-150Hz,13,hg_ds,0.02698082382071689,0.0029035017497942794,0.0010941285486152756,0.0029035017497942794
-1,70.0,150.0,HG 70-150Hz,14,hg_ds,0.02867122957498273,0.004128709534489394,0.001327005892305955,0.004128709534489394
-1,70.0,150.0,HG 70-150Hz,15,hg_ds,0.047787540720020255,0.018048080215319073,0.0017278159725996312,0.018048080215319073
-1,70.0,150.0,HG 70-150Hz,16,hg_ds,0.038298831697112276,0.009128505467171144,0.0017601538687905419,0.009128505467171144
-1,70.0,150.0,HG 70-150Hz,17,hg_ds,0.03467984756493091,0.006271829224178594,0.0013623693434695746,0.006271829224178594
-1,70.0,150.0,HG 70-150Hz,18,hg_ds,0.034266944473535885,0.0065349076088270786,0.0009895203903450723,0.0065349076088270786
-1,70.0,150.0,HG 70-150Hz,19,hg_ds,0.03949610431801477,0.008911233998390233,0.001538064814976534,0.008911233998390233
-1,70.0,150.0,HG 70-150Hz,20,hg_ds,0.025736339893234227,0.002218697042217932,0.0004312283673745059,0.002218697042217932
-1,70.0,150.0,HG 70-150Hz,21,hg_ds,0.025870974470771992,0.0027386811679102506,0.001179341879231979,0.0027386811679102506
-1,70.0,150.0,HG 70-150Hz,22,hg_ds,0.02833267377818604,0.006635485389914686,0.0007522545434984777,0.006635485389914686
-1,70.0,150.0,HG 70-150Hz,23,hg_ds,0.02656499127000438,0.008758001088521983,0.0008146953668293878,0.008758001088521983
-1,70.0,150.0,HG 70-150Hz,24,hg_ds,0.029783570270057676,0.006812575322922976,0.001381338693295238,0.006812575322922976
-1,70.0,150.0,HG 70-150Hz,25,hg_ds,0.02883114703812149,0.004571795718035699,0.0006084247986115048,0.004571795718035699
-1,70.0,150.0,HG 70-150Hz,26,hg_ds,0.028050896140955923,0.0031996891403612503,0.0005601272377769455,0.0031996891403612503
-1,70.0,150.0,HG 70-150Hz,27,hg_ds,0.024386751964866046,0.002313481860126143,0.0008819004725253216,0.002313481860126143
-1,70.0,150.0,HG 70-150Hz,28,hg_ds,0.026706643707026936,0.003543911778119657,0.0008807561365147514,0.003543911778119657
-1,70.0,150.0,HG 70-150Hz,29,hg_ds,0.033531528557458036,0.00976613990066304,0.0012349257342299514,0.00976613990066304
