band,importance
1-4Hz,11.366377905147221
4-8Hz,10.57994315528078
8-13Hz,11.83847933010022
13-20Hz,14.80896326755215
20-30Hz,15.184381315789661
30-50Hz,16.089680998232208
50-70Hz,15.220585273983982
70-100Hz,15.311695907362639
100-130Hz,15.489057456088618
130-170Hz,14.315213933360505
170-220Hz,13.053492145504222
220-270Hz,14.291108911954545
270-320Hz,14.523252250830552
320-360Hz,15.626920909887723
360-400Hz,14.617962747242052
