,1-4Hz,4-8Hz,8-13Hz,13-20Hz,20-30Hz,30-50Hz,50-70Hz,70-100Hz,100-130Hz,130-170Hz,170-220Hz,220-270Hz,270-320Hz,320-360Hz,360-400Hz
audio,0.015095920259215516,0.006082322509421711,-0.008375510431400954,-0.002853262313198946,0.003696703427940058,-0.11007248368232461,-0.06407758910524206,0.02558523234979709,0.01158900533886868,0.02990284301878057,0.022235868367158133,0.03449464849032848,0.04437388240371666,0.07886537901037527,0.04368752562707296
picture,-0.036224972208793976,-0.01754523461371966,0.021950617671928484,0.04226604319145847,0.0802253700510765,0.1630922496430104,0.13819164859067185,0.08977122364860238,0.13908525276615163,0.08040772201478343,0.14501345045356073,0.07828089173758977,0.0672364644478975,0.04109902428058118,0.11256520864498905
reading,0.01619776872924807,0.008841130050192401,-0.01044044552405477,-0.030857072716026297,-0.06595253275041926,-0.03881179870181576,-0.05653406246650766,-0.09117695064934053,-0.11853740723139752,-0.08732681242253845,-0.13181528295018466,-0.08937786154425718,-0.08871440824541196,-0.0961464531189687,-0.12373050535376286
