k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator,n_iter
5,0.48043598532676696,0.31600823998451233,0.7129521369934082,50,0.8,kmeans,
6,0.4785837158560753,0.2485668808221817,0.6382880806922913,50,0.8,kmeans,
7,0.5123953180653709,0.23893490433692932,0.8784473538398743,50,0.8,kmeans,
8,0.5008505880832672,0.25683829188346863,0.9627246260643005,50,0.8,kmeans,
9,0.46565260158644783,0.30117329955101013,0.9672173857688904,50,0.8,kmeans,
10,0.4381667494773865,0.257222980260849,0.9879265427589417,50,0.8,kmeans,
11,0.420239735733379,0.23548269271850586,0.9535635113716125,50,0.8,kmeans,
12,0.4094381382067998,0.22101402282714844,0.9262263774871826,50,0.8,kmeans,
