k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
5,0.052362705163813195,119.50462342887609,2.985588854197111,5,0,189,449,0.3476261722905415
6,0.05207624368732269,107.47824193878388,2.9200623085815054,6,0,189,449,0.38424629129204335
7,0.05433799276057297,98.30100783312167,2.774897313420177,7,0,47,449,0.5036924817930282
8,0.05892500642223842,90.4012690720747,2.9707097232385897,8,0,47,449,0.49795746412906494
9,0.039670966462192495,83.63470537243991,3.1976741437406297,9,0,47,232,0.2931237476086552
10,0.044055236648767225,78.38479076873726,3.1116771162250254,10,0,44,232,0.3853790237951622
11,0.04424991254076752,73.54766404914766,3.083551246209788,11,0,44,232,0.42965800416036876
12,0.047873704466817435,69.60503869222546,3.0229363630220623,12,0,44,218,0.4501309428669468
13,0.04085556793025722,66.16695324300237,3.0560460482242227,13,0,44,218,0.46023371282013675
14,0.044810683770600684,63.24255407917548,2.943791497537035,14,0,30,218,0.5330107697523967
15,0.04837641602071981,60.75205577674601,2.894794990953507,15,0,30,218,0.5708902867872938
16,0.05135627217457005,58.61333014188017,2.8906106718169395,16,0,30,217,0.541395299177481
17,0.05502429703399857,56.78175760278495,2.8676138329581486,17,0,30,217,0.5688555082356299
18,0.0585703775240613,55.10657167646973,2.9234142012825317,18,0,30,217,0.5682598352501104
19,0.06060214065697645,53.630652863541215,2.8702981383349053,19,0,30,217,0.5942542602525125
20,0.0626371521218314,52.24898955971324,2.8049677779269637,20,0,30,217,0.6266462114068582
21,0.06450883459981056,50.98789514530691,2.7765693921603,21,0,30,217,0.6009024998947258
22,0.048656878710527894,49.79739653750437,2.7562314107090597,22,0,30,189,0.5324376149331833
23,0.05102405519334738,48.521346094736046,2.6953498287808153,23,0,29,189,0.5663587667237254
24,0.05269697346982456,47.345576292663026,2.68590709158898,24,0,29,189,0.5927203015373613
25,0.055299737180493434,46.22609736625059,2.6652392695219773,25,0,29,189,0.6194388264333925
26,0.05002852889502881,45.17527571286484,2.646511631899676,26,0,29,189,0.6308649261283907
27,0.05053972810927685,44.21006604827414,2.687060645938597,27,0,29,159,0.5687654257436446
28,0.05157976992919504,43.30253936667486,2.6618212970240256,28,0,20,159,0.597647526164773
29,0.05326940074977442,42.45375049879638,2.6496378996460637,29,0,20,159,0.6166438432258758
30,0.05553270011464272,41.66188584536576,2.614035678648236,30,0,18,159,0.6295907967290272
