cluster_id,size,jaccard_stability,n_runs
0,228,0.907536506652832,50
1,160,0.9393478631973267,50
2,229,0.7953806519508362,50
3,273,0.7318663597106934,50
4,171,0.7982101440429688,50
5,438,0.7768604159355164,50
6,194,0.7278777360916138,50
