cluster_id,n_total,n_with_coords,n_missing,distance_mm,centroid_x,centroid_y,centroid_z,spread_x,spread_y,spread_z,metric,mirror_to
0,349,184,165,57.87302465081726,-37.902428559635,-6.614041048547496,3.3714990204038178,13.863857419422802,36.00307966509908,24.000601862784766,mean_pairwise,left
1,33,8,25,41.32945231520874,-50.1762433052063,-9.303581431508064,-26.71243679523468,11.915820719920971,27.75447143262265,11.830448281129497,mean_pairwise,left
2,154,84,70,43.831357110352066,-47.12577943574814,-16.979596475050563,-16.1287756391934,13.06600083519022,23.410349368160514,24.016536837701175,mean_pairwise,left
3,574,256,318,55.40302691865941,-39.93759517464787,-7.295768301919452,1.991199097770732,13.737158188402274,31.878441019129696,25.655198355422346,mean_pairwise,left
4,96,18,78,37.852008565115206,-55.59873051113553,-13.730094028843773,-6.9404548274146185,8.536926229567365,11.603040781346591,26.355188613438347,mean_pairwise,left
5,36,20,16,36.08914339386257,-35.062680292129514,-78.15315189361573,-5.044580924510956,11.269007830199152,29.09456194982747,7.661085949234986,mean_pairwise,left
6,294,154,140,55.35327398844206,-44.29338994196483,-15.537755629846028,5.846178157279244,17.623463716677243,22.645630120401204,31.656798524784392,mean_pairwise,left
7,468,270,198,51.47068417238543,-42.38282372112627,-12.836861890002533,5.861258117799406,15.655692040201146,24.566663567463422,27.266920069176354,mean_pairwise,left
8,98,29,69,38.458350050423775,-43.474895378638955,-19.19392885010818,12.890587346307163,11.627689601605637,18.497809683667345,24.520953339033394,mean_pairwise,left
