condition,band_idx,band_lo,band_hi,band,time_bin,kind,coef[7Networks_1],coef[7Networks_2],coef[7Networks_3],coef[7Networks_4],coef[7Networks_5],coef[7Networks_6],coef[7Networks_7],importance
audio,-1,70.0,150.0,HG 70-150Hz,0,hg,0.03551212043068941,0.18870394522618128,-0.015258096318641145,0.022432418171554305,-0.11169291509201527,-0.07257213691624362,-0.04712533550152505,0.07047099537955001
audio,-1,70.0,150.0,HG 70-150Hz,1,hg,0.008450308967373615,0.17881616543983006,-0.019695979220113822,-0.05417697588375812,-0.021636661949183473,-0.0762575954014741,-0.015499261952674167,0.053504706973486756
audio,-1,70.0,150.0,HG 70-150Hz,2,hg,-0.02933265210717038,0.1527177115014808,-0.044026100823097214,-0.012705255700526078,-0.030698101309287174,-0.049789217741032295,0.0138336161796324,0.04758609362317519
audio,-1,70.0,150.0,HG 70-150Hz,3,hg,-0.05937398318096583,0.16559886283306663,-0.04349817352775291,0.0044685627255332495,-0.0325145588685164,-0.0255952555589145,-0.009085454422450234,0.04859069301674283
audio,-1,70.0,150.0,HG 70-150Hz,4,hg,-0.05106521490858194,0.11150465446603346,-0.013117166385111114,0.0713917771380623,-0.01200200756966703,-0.0933575206626961,-0.013354522078039594,0.052256123315455934
audio,-1,70.0,150.0,HG 70-150Hz,5,hg,-0.056116435841628065,0.09465220266649303,-0.05942389958270649,0.02759989414755524,0.030173642596943318,-0.06988191985881957,0.0329965158721626,0.05297778722375834
audio,-1,70.0,150.0,HG 70-150Hz,6,hg,-0.013595690403996793,0.07845123670865049,-0.016602037421150462,0.005340477134174157,0.032704644773856886,-0.0895428883867083,0.0032442575951739995,0.03421160463195873
audio,-1,70.0,150.0,HG 70-150Hz,7,hg,-0.004989080227461766,0.0217041915046955,-0.011096541088734454,-0.007603740686371651,-0.022549154137820847,0.042165879349365214,-0.017631554713672053,0.01824859167258878
audio,-1,70.0,150.0,HG 70-150Hz,8,hg,-0.04105530796174197,0.012603179738304921,-0.03583797827018576,0.0031423326297699656,-0.018706036523741684,0.06127975016114089,0.01857406022645372,0.02731409221590556
audio,-1,70.0,150.0,HG 70-150Hz,9,hg,0.06373736898021966,-0.014091872948619777,-0.04820560096561348,-0.0366765337917406,-0.006992429779543347,0.03397659257267597,0.008252475932621501,0.030276124995862044
audio,-1,70.0,150.0,HG 70-150Hz,10,hg,0.005571148823586193,-0.05339606245772288,0.06088190195991616,-0.025938909821456663,-0.05618984105385306,0.05000894759889616,0.0190628149506339,0.03872137523800929
audio,-1,70.0,150.0,HG 70-150Hz,11,hg,-0.04749707512387419,-0.057829322040477436,0.09461381025898911,-0.00757514772007071,-0.05503706379413757,0.0539994762997177,0.019325322119853185,0.04798245962244569
audio,-1,70.0,150.0,HG 70-150Hz,12,hg,-0.016923699841054584,-0.030735655337275885,-0.03654066877645993,0.07218107864118928,-0.022054102297524556,0.04834231483384454,-0.014269267222718686,0.034435255278581066
audio,-1,70.0,150.0,HG 70-150Hz,13,hg,0.040454047353162305,-0.008242280843405994,0.029053183506848507,0.02503707594461122,-0.009394939563914692,0.006456356018217633,-0.08336344241551907,0.028857332235097063
audio,-1,70.0,150.0,HG 70-150Hz,14,hg,-0.012452434558795635,0.009414787602546434,0.06597715470227873,0.020692960593012552,-0.012395059833876142,-0.019238785604782878,-0.05199862290038303,0.027452829399382202
audio,-1,70.0,150.0,HG 70-150Hz,15,hg,-0.07753992844852609,0.04511758417117138,0.1316380637465304,0.04518970612228438,-0.07257168242790533,-0.0241675577369659,-0.04766618542658884,0.0634129582971389
audio,-1,70.0,150.0,HG 70-150Hz,16,hg,-0.020132573770260093,0.03401677021605783,0.0450187853920212,0.051220943075827724,-0.1165714357228533,0.0099603092368784,-0.003512798427671865,0.04006194512022435
audio,-1,70.0,150.0,HG 70-150Hz,17,hg,-0.014747695725267136,-0.002359382609024352,-0.015013896226270754,-0.004449894015871941,0.008099468424619425,0.03165825100776035,-0.003186850855945655,0.011359348409251372
audio,-1,70.0,150.0,HG 70-150Hz,18,hg,-0.01288477768295241,0.017822117310334108,-0.07617146164334808,-0.019651897896665882,0.09899981588148216,-0.055568169318807765,0.04745437334995761,0.046936087583364
audio,-1,70.0,150.0,HG 70-150Hz,19,hg,0.0530915319214867,0.037551714099874414,-0.07183623687813467,-0.02450754824010973,0.038421401141684026,-0.01261330369348463,-0.02010755835131611,0.03687561347515576
audio,-1,70.0,150.0,HG 70-150Hz,20,hg,0.09860482603824167,0.02240029349506029,-0.0904366018993068,0.02053578250906043,-0.015264157137158786,-0.02148755095524615,-0.014352592050650833,0.040440257726389275
audio,-1,70.0,150.0,HG 70-150Hz,21,hg,0.05799672191808273,-0.0030376730243227208,-0.10943151959521559,0.0036556401814391427,0.03792011320370371,-0.013701150201402265,0.026597867517714847,0.03604866937741158
audio,-1,70.0,150.0,HG 70-150Hz,22,hg,0.037244565700366584,-0.03269741584924852,0.025816364916154615,0.07235434689237627,-0.019585902745317095,-0.023295316391158914,-0.05983664252317291,0.038690079288256414
audio,-1,70.0,150.0,HG 70-150Hz,23,hg,0.02552286858816923,0.0043269372636557885,0.07272061100324335,0.00212384917751562,-0.02409965949449933,-0.018835703858986457,-0.06175890267909831,0.029912647437881155
audio,-1,70.0,150.0,HG 70-150Hz,24,hg,0.019854030607756767,-0.03399982041044708,0.039739495745834005,-0.0020204320490876467,0.0083773021781007,-0.030915089304840472,-0.0010354867673162673,0.019420236723340423
audio,-1,70.0,150.0,HG 70-150Hz,25,hg,0.04629035680851809,-0.0715384430103373,0.07741090698768704,-0.055860700131998474,-0.014094739499609184,-0.038912961395241856,0.056705580240981775,0.051544812582053394
audio,-1,70.0,150.0,HG 70-150Hz,26,hg,0.00617741644687731,-0.018205233116672055,-0.017289160523122522,-0.06334144244148353,0.013275086193349415,-0.02266369374309622,0.10204702718414758,0.03471415137839266
audio,-1,70.0,150.0,HG 70-150Hz,27,hg,0.0119170869637431,-0.041839355666026166,0.009287147012198146,-0.06384061020774726,0.007175295815401103,0.002825754694004174,0.07447468138842687,0.030194275963935258
audio,-1,70.0,150.0,HG 70-150Hz,28,hg,0.02908384490297563,0.006242606430724684,0.04314032783494479,-0.03440038235717044,0.011611295623742517,-0.04589707208221814,-0.009780620352998873,0.02573659279782501
audio,-1,70.0,150.0,HG 70-150Hz,29,hg,-0.026929443026235463,0.14558872167157763,0.1342803522464567,-0.0639724780368468,-0.05947024926247789,-0.09254017150864426,-0.03695673208383002,0.07996259254800983
