condition,band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,perm_importance,perm_importance_std,importance
audio,-1,70.0,150.0,HG 70-150Hz,0,hg,0.002151157864276129,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,1,hg,0.001174280287268114,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,2,hg,0.0007291552617056597,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,3,hg,0.0010315423585004104,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,4,hg,0.0017047544434348446,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,5,hg,0.0013548605429658976,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,6,hg,0.0010894213994864037,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,7,hg,0.001272161186039158,-5.159958720331037e-05,0.00010319917440662074,0.0
audio,-1,70.0,150.0,HG 70-150Hz,8,hg,0.0015114438857449192,-2.5799793601655184e-05,7.739938080496555e-05,0.0
audio,-1,70.0,150.0,HG 70-150Hz,9,hg,0.002660744459964383,-2.5799793601655184e-05,7.739938080496555e-05,0.0
audio,-1,70.0,150.0,HG 70-150Hz,10,hg,0.0024382909165672467,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,11,hg,0.004288719454706322,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,12,hg,0.0021640950144082346,-0.00010319917440662074,0.0001263926595863549,0.0
audio,-1,70.0,150.0,HG 70-150Hz,13,hg,0.002689882467234442,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,14,hg,0.0032547131352586574,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,15,hg,0.002974311740920673,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,16,hg,0.0040497669042413136,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,17,hg,0.002424033867790339,-5.159958720331037e-05,0.00010319917440662074,0.0
audio,-1,70.0,150.0,HG 70-150Hz,18,hg,0.001323744332997464,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,19,hg,0.0017672063540921717,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,20,hg,0.002693997902792656,-2.5799793601655184e-05,7.739938080496555e-05,0.0
audio,-1,70.0,150.0,HG 70-150Hz,21,hg,0.00371509535947594,-2.5799793601655184e-05,7.739938080496555e-05,0.0
audio,-1,70.0,150.0,HG 70-150Hz,22,hg,0.005353067600417186,-0.00025799793601655185,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,23,hg,0.00153395911091593,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,24,hg,0.0022112640438306155,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,25,hg,0.002265002490270517,-5.159958720331037e-05,0.00010319917440662074,0.0
audio,-1,70.0,150.0,HG 70-150Hz,26,hg,0.0013804003652930742,-5.159958720331037e-05,0.00010319917440662074,0.0
audio,-1,70.0,150.0,HG 70-150Hz,27,hg,0.0012308633082635822,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,28,hg,0.0018215578852953229,-0.00023219814241489666,7.739938080496555e-05,0.0
audio,-1,70.0,150.0,HG 70-150Hz,29,hg,0.0013120287872057177,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,30,hg,0.001737796229029292,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,31,hg,0.001616859215275404,-2.5799793601655184e-05,7.739938080496555e-05,0.0
audio,-1,70.0,150.0,HG 70-150Hz,32,hg,0.0015813864833172523,-0.00023219814241489666,7.739938080496555e-05,0.0
audio,-1,70.0,150.0,HG 70-150Hz,33,hg,0.001659635415618133,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,34,hg,0.0015476112212005275,-0.00020639834881324147,0.00010319917440662075,0.0
audio,-1,70.0,150.0,HG 70-150Hz,35,hg,0.002969428237419894,-0.00017741775874016152,0.00016116035455278067,0.0
audio,-1,70.0,150.0,HG 70-150Hz,36,hg,0.003699588264960858,-0.00025799793601655185,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,37,hg,0.0011801156245881835,-5.159958720331037e-05,0.00010319917440662074,0.0
audio,-1,70.0,150.0,HG 70-150Hz,38,hg,0.0014821776250028465,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,39,hg,0.0012678985605822654,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,40,hg,0.0012781435379095754,-0.00012899896800827593,0.00012899896800827593,0.0
audio,-1,70.0,150.0,HG 70-150Hz,41,hg,0.001903013167266208,-0.00028379772961819596,7.739938080493225e-05,0.0
audio,-1,70.0,150.0,HG 70-150Hz,42,hg,0.0011896072352701053,-0.00010319917440662074,0.0001263926595863549,0.0
audio,-1,70.0,150.0,HG 70-150Hz,43,hg,0.0012736966231628793,-0.00025799793601654074,0.00011538018459750542,0.0
audio,-1,70.0,150.0,HG 70-150Hz,44,hg,0.0014286177222360248,0.0,0.0,0.0
audio,-1,70.0,150.0,HG 70-150Hz,45,hg,0.0010642570547399984,0.0,0.0,0.0
