k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
5,0.057436543560676054,86.5816885522514,3.4768937587248407,5,0,140,451,0.4009600165660675
6,0.056732917548776636,78.6006258576877,3.2821850230847356,6,0,82,451,0.5155934713113207
7,0.05499452518998482,72.96036896446847,3.356944920982309,7,0,82,439,0.5020754693860155
8,0.05947416273984681,68.47715739766488,3.3535654784902995,8,0,82,439,0.5313819231739958
9,0.06598162032438287,65.08068103939527,3.195702073246913,9,0,61,439,0.5930594857969667
10,0.0723746311160525,62.10675119744724,3.0942001138779704,10,0,48,439,0.6535399388003053
11,0.06574995209599173,59.84555226284525,3.1914457021112597,11,0,48,236,0.4448267170010676
12,0.06681203871935,57.24429307079315,3.0953286265078894,12,0,39,236,0.4966419885103007
13,0.07094260552333548,55.03286698332401,3.079660532139141,13,0,39,222,0.47321554007994054
14,0.074245058036892,52.94385676885144,2.9509153129266394,14,0,39,222,0.5290506594844974
15,0.06796850468506242,51.09912266632503,2.9055394097361247,15,0,39,217,0.5023668738185716
16,0.07246037266033231,49.44330192469618,2.8725760034357903,16,0,39,217,0.5200760518911436
17,0.07435587733881548,47.98219056338677,2.828592038848535,17,0,36,217,0.5636187553571608
18,0.07155819740515512,46.57006784137576,2.778167371695827,18,0,36,217,0.6041143756995017
19,0.07478218590004619,45.324058691240396,2.7239302215952006,19,0,36,217,0.610439142815361
20,0.06838543931559891,44.223346467949,2.777595173062543,20,0,36,217,0.5438685471356286
21,0.06723069437293738,43.22412471044945,2.7693519249414935,21,0,36,217,0.5383581694876732
22,0.06302555714256744,42.29550266570191,2.7451441061412147,22,0,36,217,0.5258421451264239
23,0.06553035931543238,41.40953893046287,2.784961662059974,23,0,36,160,0.43278083603408773
24,0.06795337715625611,40.54060217150772,2.743433360709536,24,0,17,160,0.4766333062647491
25,0.0707826531414112,39.72797869774134,2.7140032344396796,25,0,17,160,0.4462461884424843
26,0.06860092431860061,38.98105654408461,2.6793923899805003,26,0,17,160,0.46679908270766796
27,0.06671848095625142,38.25770051738345,2.632459486875103,27,0,17,160,0.4777673733475544
28,0.0684430802552997,37.581364708228115,2.6130120262399728,28,0,17,160,0.49985398016065297
29,0.0710463468888117,36.954636265710285,2.6123658095565117,29,0,17,137,0.47994923358403874
30,0.07393780374677059,36.364598886401446,2.6210739574248354,30,0,17,137,0.45262214310544996
