sample_idx,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
0,6,2,7,11,12,13,13,9,9,16,4
1,5,4,7,1,12,7,12,3,15,2,18
2,6,2,6,2,8,2,2,6,9,14,1
3,3,1,9,9,3,3,1,16,12,13,13
4,6,1,6,9,6,3,2,11,9,6,2
5,2,10,9,12,6,11,1,4,5,3,11
6,7,9,10,0,7,14,6,13,13,17,10
7,5,4,10,1,12,8,13,3,2,0,12
8,2,6,3,8,1,5,8,1,1,18,5
9,4,10,3,12,6,11,13,4,1,16,4
10,5,4,7,1,12,7,12,3,15,2,18
11,6,2,7,1,12,13,13,3,9,16,4
12,4,10,3,12,6,11,13,4,9,3,4
13,5,4,7,1,12,7,12,7,15,2,18
14,6,2,6,2,8,2,13,6,9,16,1
15,5,4,5,1,12,6,12,3,11,5,6
16,0,3,4,6,0,8,7,14,4,12,0
17,4,3,5,8,4,6,11,12,4,5,0
18,7,9,11,9,9,3,15,11,8,6,2
19,4,10,3,12,6,11,13,4,5,3,11
20,4,10,3,12,6,11,13,4,5,3,11
21,2,7,1,7,11,5,8,8,6,10,16
22,6,2,6,9,9,3,2,11,8,6,2
23,5,4,7,1,12,7,4,7,15,2,18
24,5,4,7,1,0,0,4,3,11,15,14
25,8,5,1,8,1,6,5,6,3,18,12
26,6,2,6,11,9,13,2,11,9,16,4
27,2,10,9,12,6,11,11,4,5,3,11
28,5,4,7,1,12,0,12,3,11,15,14
29,3,7,8,7,2,12,14,8,16,8,3
30,5,4,7,1,12,7,4,3,15,2,18
31,0,3,1,6,13,5,7,14,4,12,0
32,6,2,6,2,8,2,2,11,9,14,2
33,4,10,3,12,6,11,2,4,5,3,11
34,3,8,2,4,2,4,14,10,0,7,19
35,9,1,9,10,3,10,1,16,12,13,10
36,1,0,0,3,10,7,3,7,7,2,18
37,5,4,7,1,12,7,12,7,15,2,18
38,9,1,11,9,9,3,15,13,8,6,10
39,3,1,11,9,9,3,15,10,8,6,19
40,1,0,0,3,10,9,3,15,7,4,15
41,9,8,2,4,5,4,9,2,0,7,7
42,8,5,5,8,4,1,11,12,3,18,9
43,9,1,3,0,7,14,6,13,13,17,10
44,9,8,2,4,5,4,9,2,0,7,7
45,1,0,0,3,5,0,3,15,7,4,15
46,1,0,0,3,5,0,3,15,7,15,14
47,1,0,0,3,10,0,3,15,7,4,15
48,9,1,9,9,3,10,1,16,12,13,10
49,2,6,9,12,6,11,1,4,12,3,1
50,3,7,8,7,2,12,14,10,14,9,19
51,2,6,9,10,3,10,1,16,12,13,13
52,9,8,9,10,13,9,9,5,12,13,3
53,9,10,3,12,7,14,6,13,13,17,10
54,3,7,8,7,2,12,14,5,14,9,8
55,1,0,0,3,10,9,3,15,7,4,15
56,2,6,9,10,3,10,11,16,12,13,13
57,4,10,3,12,6,11,3,4,5,3,11
58,0,3,4,6,13,6,7,14,4,12,0
59,3,7,8,7,2,12,14,5,14,9,8
60,7,9,5,5,11,1,10,0,6,1,17
61,2,6,9,10,3,10,1,16,12,13,13
62,1,0,0,3,10,9,3,15,7,4,15
63,9,9,3,0,7,14,6,13,13,17,10
64,8,5,11,5,11,2,10,0,6,1,16
65,4,10,3,12,6,11,11,4,5,3,11
66,8,5,5,5,11,1,10,0,3,1,9
67,0,7,8,6,11,12,7,14,14,12,0
68,8,5,5,5,11,1,10,0,3,1,9
69,7,9,11,5,4,1,0,0,10,1,17
70,5,4,7,1,12,7,12,7,15,2,18
71,9,8,2,4,5,4,9,2,0,7,7
72,4,10,5,8,4,11,11,12,5,18,9
73,8,5,6,2,8,2,5,6,17,14,9
74,1,3,4,3,10,0,9,14,4,12,0
75,7,9,5,11,4,1,0,9,10,1,17
76,2,6,9,10,3,10,1,16,12,13,13
77,8,5,1,8,1,6,11,12,1,18,9
78,7,9,11,5,11,1,10,0,6,1,16
79,8,5,6,2,8,2,5,6,17,14,9
80,8,5,6,8,1,2,5,6,1,18,1
81,9,8,3,0,7,14,6,13,13,17,10
82,4,10,5,11,4,13,13,9,10,16,4
83,2,6,9,10,3,10,1,16,12,13,13
84,9,1,3,0,7,14,6,13,13,17,10
85,7,1,11,9,9,3,15,11,8,6,2
86,8,5,6,2,8,2,5,6,17,14,9
87,8,5,0,12,6,11,11,12,5,3,11
88,2,6,9,10,3,10,1,16,12,13,13
89,1,0,8,3,13,9,9,5,14,9,15
90,7,1,11,9,9,3,15,11,8,6,2
91,6,1,11,9,9,3,15,11,8,6,2
92,3,7,8,7,2,12,14,10,2,9,19
93,3,0,7,4,2,7,12,7,15,2,18
94,5,4,7,1,12,7,12,7,15,2,18
95,9,8,2,12,6,11,2,4,0,3,18
96,6,2,6,2,9,3,2,11,9,6,2
97,9,8,2,4,5,4,9,2,0,7,7
98,5,4,7,1,12,0,4,3,11,15,14
99,3,0,8,7,8,2,14,6,17,14,1
100,6,1,6,9,9,3,15,11,8,6,2
101,1,0,0,3,2,7,3,7,15,2,18
102,9,1,11,9,9,3,15,11,8,6,2
103,1,8,2,4,5,4,9,2,0,7,7
104,5,4,7,1,12,7,12,3,11,0,12
105,2,1,11,9,9,3,15,11,8,6,2
106,1,0,7,1,12,7,3,7,15,2,18
107,6,2,6,2,8,2,2,6,9,14,1
108,6,2,6,2,8,2,5,6,9,14,1
109,6,2,6,2,8,2,5,6,9,14,1
110,9,8,3,0,7,14,6,2,13,17,10
111,1,0,0,3,10,9,3,15,7,4,15
112,2,6,9,10,3,2,1,16,17,13,1
113,7,1,11,9,9,3,15,11,8,6,2
114,4,10,6,12,6,11,11,4,1,3,11
