,aud|1-4Hz,aud|4-8Hz,aud|8-13Hz,aud|13-20Hz,aud|20-30Hz,aud|30-50Hz,aud|50-70Hz,aud|70-100Hz,aud|100-130Hz,aud|130-170Hz,aud|170-220Hz,aud|220-270Hz,aud|270-320Hz,aud|320-360Hz,aud|360-400Hz,pic|1-4Hz,pic|4-8Hz,pic|8-13Hz,pic|13-20Hz,pic|20-30Hz,pic|30-50Hz,pic|50-70Hz,pic|70-100Hz,pic|100-130Hz,pic|130-170Hz,pic|170-220Hz,pic|220-270Hz,pic|270-320Hz,pic|320-360Hz,pic|360-400Hz,rea|1-4Hz,rea|4-8Hz,rea|8-13Hz,rea|13-20Hz,rea|20-30Hz,rea|30-50Hz,rea|50-70Hz,rea|70-100Hz,rea|100-130Hz,rea|130-170Hz,rea|170-220Hz,rea|220-270Hz,rea|270-320Hz,rea|320-360Hz,rea|360-400Hz
17Networks_1,-0.2820552433726958,-0.3686465180236154,-0.4068649529458766,-0.22871159787269527,0.1373536696873216,0.008000567524263928,0.13203641089264695,0.20558168612500835,0.17051740054047942,0.07504626136481933,0.1888852038205164,0.12385007581567738,-0.011901279182269332,0.13597595894911346,0.08999719970122297,0.022042235659873153,-0.11860866302579548,-0.24782933869997714,-0.20754724778538738,-0.01202872871220622,0.3510859999238867,0.4297099037494091,0.7270069335257994,0.9059165819625652,0.5912863538068854,0.23762749891731152,0.07297235192585264,0.12698161252500978,-0.0018055463904716547,0.11762614968072284,0.12444039081161537,0.11128568985582524,0.1190008198624717,0.19300885132572196,0.4267942763483025,0.15175003607232604,0.022611413924225273,0.02833832475413273,-0.18383488623733563,-0.3361890427243926,-0.13732382433453386,-0.3045788122867229,-0.32502334200945887,-0.2504973393813162,-0.23015879467961045
17Networks_10,0.17967496382168796,0.09035255639563931,-0.1352785232056984,-0.4210818899099178,-0.12126962979425754,-0.26543707570994146,-0.7016702421158041,-0.9964463634273705,-0.31459666680721676,-0.2123343874738264,0.012736844173179164,0.08761495930882958,0.0682473708146716,0.07038602274441909,0.23628700271353886,-0.15405446661939334,-0.169068333350691,-0.031534857566325104,-0.23954210736171513,-0.16064837694694536,0.010517126921716637,-0.3952936860283612,-0.18700841230188772,-0.20138615910419233,0.19244221905618986,0.2756796166000247,0.24690980709026808,0.32602785907447135,0.031085270316284136,0.10116939049793695,0.1973738064045702,0.13290827383415127,-0.08503005258214504,-0.07025823606616066,0.2525506472210394,0.40620544707015294,0.41859234970959175,0.5615150294756035,0.6192825398254389,0.9460710765167414,0.6976271027890558,0.5470635623000533,0.71131981686658,0.5380289266543595,0.30694301360385123
17Networks_11,0.1377313250253535,0.2890855574973207,0.3730111401073053,0.2588090109398161,-0.0008552967631276776,-0.3682419058470442,-0.12165113703040836,0.3455477193906653,0.13169836949372857,0.35171352523941884,0.13537896385494252,0.34854527737640284,0.281864734126257,0.28948751067697076,0.20734539859315576,-0.5400118895966246,-0.40851442438495944,-0.30094267358368765,-0.29350277574864747,0.02149299954691028,-0.07915528639471392,0.26274588495944773,0.07933384757296139,0.13036367045067795,0.16510515121851058,0.03045272988777442,-0.050030427181024933,0.04521791155003867,0.21537252447210048,0.0434796991805986,-0.0990848846579084,0.031509041011866905,0.2544710888135568,0.21271065249343385,-0.40474557081808166,-0.584241467885035,-0.5496633900974476,-0.39293580697351665,-0.16864670775732285,-0.21862935663220584,-0.16220984567712685,-0.3222976425167185,-0.20097571230264105,-0.1847290579995086,-0.2884229729736133
17Networks_12,-0.2237699246079286,-0.2983198331244134,-0.39020680799339125,-0.3734194035475145,-0.17144247949687663,0.04645713732430835,0.013722180662827262,-0.08792376655507664,-0.09052641359956934,-0.08377420938132402,-0.007364384426125451,-0.07596273633912957,-0.01978990312152788,0.0766770574648401,0.05977301974390123,-0.3351771470640893,-0.34618480440357724,-0.2956604772816392,-0.19014945406386496,-0.10282862158379542,0.010078331539957418,-0.00014294323834567152,-0.013629698550872694,0.013842265728593834,-0.08225495704086999,0.02919144653959999,0.03360168514286928,0.02687747090073303,0.12131857658125994,0.11717756921051843,-0.4051550794726998,-0.5194920625237405,-0.5951300516917952,-0.5437575289861066,-0.3547107146507045,-0.2251042681781401,0.07606441980047125,0.05467621953200268,-0.011385758298342671,0.04270921811187041,0.027670675103940497,-0.06129146500621624,0.036536307529067086,0.11748142173321473,0.11372114513425115
17Networks_13,0.04487703903748878,0.0721797307423356,0.10522830063187062,0.06623807317963228,0.07654358889906021,-0.015170996786024973,-0.14325153554722816,-0.20273901687629187,-0.19675052090313264,-0.11380464451928704,-0.18152664477854286,-0.13555391310444748,-0.11140266446056662,-0.07407330260744324,-0.15070539114795556,0.06914006183862259,0.056115865283031495,0.03384075881069514,0.08588753217153763,0.11799300200209797,-0.015101882342414847,-0.1377295626604442,-0.23840113226790727,-0.1810779903318493,-0.14184959118960994,-0.07851272120680909,-0.02740102002215564,-0.07468679271155612,0.011408739856651324,0.017456572411936207,0.11547718492329802,0.1197908650803328,0.14977005354147208,0.17944867369876627,0.18185076039298395,0.11420930419898553,-0.04815942878984184,-0.05638807397030169,-0.04335286046683209,-0.002323817527664113,-0.027453909051391563,0.0673832219751347,0.014196205394226995,0.13852209254920736,0.04840018544195781
17Networks_14,0.10260093816534815,0.006368946431360796,-0.1552438192843474,-0.1898920549831755,-0.056753376661335855,0.3198973573726337,0.37740398602384834,0.5400126116690827,0.43786415814962976,0.23953463489641189,0.2535126980853244,0.10782313543609603,0.12992488006078687,0.06968138626307699,0.11979349338892747,-0.04333395855800177,-0.12336352658480433,-0.2277003059331276,-0.24437402716092538,-0.16788296019094476,-0.15181787488224707,-0.03855031452345204,-0.03049849986085018,-0.029353062707848716,-0.136367269329088,-0.022346493489812352,-0.06766632785274522,-0.030680217171889013,-0.19790293372575002,-0.08811969001204141,-0.2553986076575221,-0.2959016345673552,-0.3394096658456323,-0.38097261894783924,-0.34070775673971365,-0.13146083095348796,0.023045802681782256,-0.01469592555712572,0.0458428970358005,-0.12735900105147827,-0.08116936432309266,-0.06932333802107123,-0.09066057919824046,-0.287472744561683,-0.08570788098580562
17Networks_15,-0.19575140979403863,-0.1675728318015401,-0.06317887800062424,0.30413953292025,0.4240483848878366,0.12647710861587755,-0.1727467115965868,-0.07633531709242529,-0.12910232850740722,0.13343369706595218,0.04488091311675994,0.08423178368578947,-0.002329803973111285,-0.12742137799618103,0.011997817901802352,-0.20585262502079452,-0.22181586323497718,-0.2734662597448438,-0.1961849373351804,-0.14336252202258332,0.04439882609504454,-0.025963472179536127,0.10219227269606301,0.0018780304550829496,0.25108289231565317,0.13588371751278217,0.2744700906513219,0.17862854442289908,0.2001624304067176,0.16185124425205633,0.44333568986924626,0.37953744526658995,0.2442509059691101,0.1361478942429637,0.243477373983621,0.2580924847953325,0.17851898997268928,0.11123652191279168,0.1380186971191852,0.3162730206158838,0.27816067266344363,0.23753582981060284,0.22792404380049353,0.18735383651276613,-0.047630777333118435
17Networks_16,0.1886822868330726,0.20520458949438286,0.20093412954677892,0.1032591932624968,-0.008369910727105882,-0.13107748986649392,-0.22059111313737265,-0.22431865400609038,-0.23708559121224285,-0.15411864302265085,-0.21716337915869607,-0.07105911896885683,-0.06791300687217561,0.016038663488422908,0.05457719969505811,0.14065493072731258,0.17241910020871815,0.19127329236206803,0.2308688107940643,0.051650462705452725,-0.11703440117372321,-0.17036541387405685,-0.20429325014155683,-0.2135312046592718,-0.04593205922593687,0.10208011899947546,0.021676426805224823,-0.07399676952010603,0.11308949700425086,0.05426067539325441,0.23120726692102778,0.24460225805666674,0.22332469939490865,0.2031044363443815,0.12134690633702595,0.024966217616042577,-0.14788136263224244,-0.06111187823303776,-0.05003772354400228,0.062328707888387735,0.09037274423556113,0.1274017609355917,0.2233588193879688,0.23405088046418143,0.22598591600338017
17Networks_17,0.08912590044411899,0.11125714148220331,0.13776215546839943,0.12113846913228424,0.06281504430147272,0.01587990234717781,-0.0669047157505357,-0.13234524454765784,-0.12006386427843643,-0.09998998808656533,-0.10113664526986176,-0.09667220841312026,-0.07504184804359508,-0.08490468425523018,-0.0916157393797806,0.18704648773257243,0.2449763345326776,0.27388601819779324,0.2820235755363177,0.132273448110075,0.0360207071521334,-0.0032657689053198794,-0.10222388738709429,-0.09376505624001202,-0.05135157434065389,-0.10528648126006616,-0.0374277137486875,-0.040820576595001816,-0.04916322845332921,-0.08045174421182388,0.1508975735658526,0.17682435536184507,0.17879510040650484,0.13492339999550376,0.08999388876412773,0.04886589413686459,-0.04036965178340721,-0.1028749815521855,-0.12855878374230972,-0.1182645367118912,-0.07409285697408295,-0.05343967500426397,-0.07525266931481299,-0.06190281530458935,-0.08145831107804119
17Networks_2,0.12120968624846488,-0.19737155295898204,-0.4874905457124022,0.08540074846785324,0.33778729550055614,0.19462634702827106,0.3629391420372738,-0.024515073579880628,0.2882532969408746,-0.02256181860479445,0.5904566072913047,0.4385196691263356,0.6276908221941736,-0.22133199437570425,-0.1645124326800665,-0.07249262851147416,-0.20600017051169947,-0.26702454923360497,-0.4412208658014243,-0.11506865534500248,0.5412539429282716,0.37783778479148317,0.11460412619149367,0.38784193852483123,0.3293080167777356,0.24724322095360862,-0.2855870716643156,-0.10973874753505801,0.22256616832406886,0.05402038198758399,-0.15291053572245014,-0.10129535658567222,0.037215656015490185,0.23077851131359314,0.3357716199691978,0.05489395326884594,-0.460655901064682,0.37295384623305905,0.3704928154644623,0.13360484054355445,0.3529462642692567,0.0022185368195893423,0.19609437092038595,-0.07278938672017439,0.13156256889443
17Networks_3,0.017461233690990605,0.09811533383877044,0.2718803897242324,0.3210754934159333,0.016187423910966624,-0.2572423366269804,0.07375889441268624,0.0051580933912248016,-0.05247032926320163,0.07040660438384365,0.06323672031025161,0.07934424001552591,0.021127643337486797,0.08138574563998492,-0.06453446123321772,-0.14446873831280121,-0.13300896350992752,-0.03916472966986606,-0.01990269987642967,0.03738137626764917,0.01245973126516782,0.005918439044150269,0.07631305677291236,0.01962529256663652,0.055484231839492006,-0.02611193982084996,-0.23213949910838744,-0.10493927449479737,-0.09658341458699034,-0.0970025105155025,0.24571952681530548,0.30650435744355115,0.3558748962648389,0.26445574672801125,-0.1273201877723682,-0.13091182459174694,-0.3043730811143718,-0.27948281440070305,-0.22013135388088853,-0.2834504295978262,-0.506367411067067,-0.5683373665273941,-0.4783843817680037,-0.46148873827667203,-0.5234417405516429
