condition,band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,importance
audio,0,1.0,4.0,1-4Hz,0,ersp,4.703027489633645e-05,4.703027489633645e-05
audio,0,1.0,4.0,1-4Hz,1,ersp,7.733894154413848e-05,7.733894154413848e-05
audio,0,1.0,4.0,1-4Hz,2,ersp,6.0680887504393193e-05,6.0680887504393193e-05
audio,0,1.0,4.0,1-4Hz,3,ersp,0.00010848978710375714,0.00010848978710375714
audio,0,1.0,4.0,1-4Hz,4,ersp,4.404527583831667e-05,4.404527583831667e-05
audio,0,1.0,4.0,1-4Hz,5,ersp,0.00018398817062577837,0.00018398817062577837
audio,0,1.0,4.0,1-4Hz,6,ersp,0.0,0.0
audio,0,1.0,4.0,1-4Hz,7,ersp,6.180501568688476e-05,6.180501568688476e-05
audio,0,1.0,4.0,1-4Hz,8,ersp,7.364721800955618e-07,7.364721800955618e-07
audio,0,1.0,4.0,1-4Hz,9,ersp,4.9980968030803594e-05,4.9980968030803594e-05
audio,0,1.0,4.0,1-4Hz,10,ersp,1.8497012190881763e-05,1.8497012190881763e-05
audio,0,1.0,4.0,1-4Hz,11,ersp,0.00019028801093783708,0.00019028801093783708
audio,0,1.0,4.0,1-4Hz,12,ersp,7.559055640424456e-05,7.559055640424456e-05
audio,0,1.0,4.0,1-4Hz,13,ersp,4.5776947504967745e-05,4.5776947504967745e-05
audio,0,1.0,4.0,1-4Hz,14,ersp,4.252594804990399e-05,4.252594804990399e-05
audio,0,1.0,4.0,1-4Hz,15,ersp,4.4940549148004515e-05,4.4940549148004515e-05
audio,0,1.0,4.0,1-4Hz,16,ersp,1.2979486892710388e-20,1.2979486892710388e-20
audio,0,1.0,4.0,1-4Hz,17,ersp,4.977429103381911e-05,4.977429103381911e-05
audio,0,1.0,4.0,1-4Hz,18,ersp,4.588571815872566e-05,4.588571815872566e-05
audio,0,1.0,4.0,1-4Hz,19,ersp,3.127153288318928e-05,3.127153288318928e-05
audio,0,1.0,4.0,1-4Hz,20,ersp,9.695221888791348e-05,9.695221888791348e-05
