band,importance
1-4Hz,0.16922779246944714
4-8Hz,0.14116605334884338
8-13Hz,0.13230862362239298
13-20Hz,0.14446373918412356
20-30Hz,0.060471986898237975
30-50Hz,0.03406908570002221
50-70Hz,0.042314832842094814
70-100Hz,0.05163089759892171
100-130Hz,0.0683636376097017
130-170Hz,0.05620186522976538
170-220Hz,0.0232154768365618
220-270Hz,0.024036078934828304
270-320Hz,0.019327230371942533
320-360Hz,0.017966629520099843
360-400Hz,0.015236069833016808
