sample_idx,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
0,4,4,5,6,6,6,6,6,6,7,7
1,4,4,5,6,6,6,6,6,6,7,7
2,4,4,5,6,6,6,6,6,6,7,7
3,5,6,7,8,9,10,11,12,13,14,14
4,5,6,7,8,9,10,11,12,13,14,14
5,5,6,7,8,9,10,11,12,13,14,14
6,4,4,5,6,6,6,6,6,6,7,7
7,4,4,5,6,6,6,6,6,6,7,7
8,4,4,5,6,6,6,6,6,6,7,7
9,2,2,2,2,2,2,2,2,2,2,2
10,2,2,2,2,2,2,2,2,2,2,2
11,2,2,2,2,2,2,2,2,2,2,2
12,4,4,5,6,6,6,6,6,6,7,7
13,4,4,5,6,6,6,6,6,6,7,7
14,4,4,5,6,6,6,6,6,6,7,7
15,4,4,5,6,6,6,6,6,6,7,7
16,4,4,5,6,6,6,6,6,6,7,7
17,4,4,5,6,6,6,6,6,6,7,7
18,4,4,5,6,6,6,6,6,6,7,7
19,4,4,5,6,6,6,6,6,6,7,7
20,4,4,5,6,6,6,6,6,6,7,7
21,4,4,5,6,6,6,6,6,6,7,7
22,4,4,5,6,6,6,6,6,6,7,7
23,4,4,5,6,6,6,6,6,6,7,7
24,4,4,5,6,6,6,6,6,6,7,7
25,4,4,5,6,6,6,6,6,6,7,7
26,4,4,5,6,6,6,6,6,6,7,7
27,4,4,5,6,6,6,6,6,6,7,7
28,4,4,5,6,6,6,6,6,6,7,7
29,4,4,5,6,6,6,6,6,6,7,7
30,4,4,5,6,6,6,6,6,6,7,7
31,4,4,5,6,6,6,6,6,6,7,7
32,4,4,5,6,6,6,6,6,6,7,7
33,4,4,5,6,6,6,6,6,6,7,7
34,4,4,5,6,6,6,6,6,6,7,7
35,4,4,5,6,6,6,6,6,6,7,7
36,2,2,3,3,3,3,3,3,3,3,3
37,2,2,3,3,3,3,3,3,3,3,3
38,2,2,3,3,3,3,3,3,3,3,3
39,4,4,5,6,6,6,6,6,6,7,7
40,4,4,5,6,6,6,6,6,6,7,7
41,4,4,5,6,6,6,6,6,6,7,7
42,4,4,5,6,6,6,6,6,6,7,7
43,4,4,5,6,6,6,6,6,6,7,7
44,4,4,5,6,6,6,6,6,6,7,7
45,4,4,5,6,6,6,6,6,6,7,7
46,4,4,5,6,6,6,6,6,6,7,7
47,4,4,5,6,6,6,6,6,6,7,7
48,4,4,5,6,6,6,6,6,6,7,7
49,4,4,5,6,6,6,6,6,6,7,7
50,4,4,5,6,6,6,6,6,6,7,7
51,4,4,5,6,6,6,6,6,6,7,7
52,4,4,5,6,6,6,6,6,6,7,7
53,4,4,5,6,6,6,6,6,6,7,7
54,4,4,5,6,6,6,6,6,6,7,7
55,4,4,5,6,6,6,6,6,6,7,7
56,4,4,5,6,6,6,6,6,6,7,7
57,4,4,5,6,6,6,6,6,6,7,7
58,4,4,5,6,6,6,6,6,6,7,7
59,4,4,5,6,6,6,6,6,6,7,7
60,4,4,5,6,6,6,6,6,6,7,7
