sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
0,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
1,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
2,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
3,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
4,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
5,2,3,4,6,8,4,6,11,9,6,9,4,6,11,7,6,11,1,7,7,11,23,14,27,4,1
6,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
7,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
8,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
9,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
10,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
11,2,3,4,6,8,4,6,11,9,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
12,3,1,1,0,0,1,8,7,8,7,6,8,6,8,2,17,11,5,7,7,11,23,14,27,14,1
13,3,1,1,0,0,1,8,7,9,7,6,7,13,8,2,15,15,3,16,19,7,25,24,20,23,16
14,3,1,1,0,0,1,8,7,9,7,6,7,13,8,2,15,15,3,16,19,7,25,24,20,23,16
15,3,1,1,0,0,1,8,7,9,7,6,7,13,8,2,15,15,3,16,19,7,25,24,20,23,16
16,3,1,1,0,8,1,8,7,9,7,6,7,6,8,2,15,11,3,16,19,7,23,24,20,23,16
17,3,1,1,0,8,1,6,7,9,6,9,13,6,8,2,5,11,3,7,7,7,23,14,27,4,1
18,3,1,1,0,8,4,6,7,9,6,9,13,6,8,2,5,11,3,7,7,7,23,14,27,4,1
19,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
20,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
21,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
22,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
23,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
24,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
25,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
26,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
27,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
28,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
29,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
30,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
31,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
32,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
33,2,3,4,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
34,1,4,0,5,3,7,1,6,6,9,2,10,6,11,3,3,11,5,7,7,11,23,14,27,14,1
35,4,5,3,4,7,8,0,7,2,10,1,12,6,8,2,1,11,3,8,19,7,23,24,6,23,16
36,4,5,3,4,7,8,0,7,2,10,1,12,6,8,2,1,11,3,8,19,7,23,24,6,23,16
37,4,5,3,4,7,8,0,7,2,10,1,12,6,8,2,1,11,3,8,19,7,23,24,6,23,16
38,4,5,3,4,7,8,0,1,2,10,1,12,6,8,2,1,11,3,8,19,7,23,24,6,23,16
39,4,5,3,4,7,8,0,1,2,10,1,12,6,8,2,1,11,3,8,19,7,23,24,6,23,16
40,3,1,1,0,0,1,8,4,8,2,3,8,6,17,3,15,11,5,7,7,11,23,14,27,14,1
41,3,1,1,0,0,1,8,7,8,7,6,8,6,8,3,15,11,5,7,7,11,23,14,27,14,1
42,3,3,1,6,8,4,6,11,3,11,4,1,6,1,18,8,11,2,7,7,11,23,14,27,4,1
43,3,1,1,0,7,1,0,7,9,7,6,7,13,8,2,15,15,3,16,19,7,25,24,20,23,16
