k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator,n_iter
5,0.5618905603885651,0.3634565770626068,0.7673794627189636,50,0.8,kmeans,
6,0.5694957425196966,0.3916418254375458,0.9050493240356445,50,0.8,kmeans,
7,0.5176170127732413,0.3451554477214813,0.7851464748382568,50,0.8,kmeans,
8,0.5623803623020649,0.28570297360420227,0.9635500907897949,50,0.8,kmeans,
9,0.48660168713993496,0.2550562620162964,0.869274914264679,50,0.8,kmeans,
10,0.48977721482515335,0.23832069337368011,0.9343957304954529,50,0.8,kmeans,
11,0.4968145245855505,0.27528485655784607,0.9861786365509033,50,0.8,kmeans,
12,0.49625348299741745,0.2619168162345886,0.9691413044929504,50,0.8,kmeans,
