k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
4,0.06476294249296188,92.20596746060001,2.7937184607945804,4,0,95,516,0.5910674463622642
5,0.05210564285516739,80.60449435084166,3.111304373646992,5,0,95,487,0.6274397461956247
6,0.05630548670887947,72.16451909487073,2.8692756809831903,6,0,32,455,0.750602781561112
7,0.05302617326378822,66.63036851336376,2.8799486162456986,7,0,32,398,0.7311876234085011
8,0.053616683930158615,62.37277301467132,2.872871669347141,8,0,32,364,0.7037005950164514
9,0.05526983365416527,58.951289911479435,2.793064640153128,9,0,32,364,0.7943091201036993
10,0.06054850295186043,55.851047167776485,2.6934412535155365,10,0,32,364,0.8776179735954007
11,0.06469373404979706,53.258307596559376,2.570394337215323,11,0,30,364,0.9647605976168622
12,0.05191675201058388,51.18772115557332,2.597370788019449,12,0,30,316,0.7846572367463167
13,0.058347489684820175,49.52471974419968,2.580037984625499,13,0,30,316,0.8235906904829376
14,0.05819578096270561,47.96854500184486,2.6868487009341195,14,0,30,201,0.6220979684644707
15,0.05992227792739868,46.668048799574436,2.6504345437796895,15,0,30,188,0.5855654338788776
16,0.06442756950855255,45.40589979095923,2.5937977850461404,16,0,30,188,0.6278522860479547
17,0.06818544864654541,44.2118082871313,2.5082505407191875,17,0,24,188,0.6804465222437074
18,0.07289658486843109,43.09624116505977,2.470676473641216,18,0,24,188,0.7158281036618
19,0.07438317686319351,42.11477678795288,2.476862044475042,19,0,24,188,0.7375232622645188
20,0.0751476064324379,41.26060480615454,2.467452873550708,20,0,24,188,0.6971659024872379
21,0.07862631976604462,40.521686083334814,2.4187982167841238,21,0,17,188,0.7314026243945753
22,0.08194580674171448,39.7321340472445,2.4075966692883033,22,0,17,166,0.7125905835416834
23,0.08300045877695084,38.95597464528285,2.4108051394966874,23,0,17,163,0.6297147835563224
