k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac
5,0.6340191841125489,0.33268851041793823,0.9075565934181213,50,0.8
6,0.5887739360332489,0.2935401201248169,0.882236897945404,50,0.8
7,0.5766026888574872,0.283840537071228,0.9015405774116516,50,0.8
8,0.5357748754322529,0.2917494773864746,0.922262966632843,50,0.8
9,0.5527307258711921,0.27677762508392334,0.9447299838066101,50,0.8
10,0.5365703761577606,0.26405587792396545,0.9281383752822876,50,0.8
11,0.5591729229146783,0.24617761373519897,0.9462628364562988,50,0.8
12,0.5447851084172726,0.23867405951023102,0.8976883292198181,50,0.8
