sample_idx,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20,k_21,k_22,k_23,k_24,k_25,k_26,k_27,k_28,k_29,k_30
0,4,3,0,3,7,7,2,5,0,9,7,14,15,9,8,4,12,5,10,12,22,12,12,12,12,15
1,0,4,6,1,3,1,10,6,7,7,9,1,5,6,1,3,15,1,16,15,2,15,15,15,15,22
2,0,4,6,1,3,3,1,6,4,7,9,1,0,6,12,2,15,2,17,15,4,15,3,15,15,7
3,0,4,6,1,3,1,10,6,4,8,9,1,0,6,1,19,15,2,16,15,2,15,15,15,15,1
4,0,5,0,3,7,7,2,5,0,9,7,14,15,9,14,4,12,5,3,4,15,4,12,4,12,15
5,0,4,6,1,3,1,10,6,7,7,9,1,5,6,1,19,15,12,16,15,2,15,15,15,15,21
6,0,4,6,1,3,1,1,6,4,7,2,1,0,6,1,2,15,2,16,15,2,15,15,15,15,21
7,0,4,6,3,3,1,10,6,7,7,1,1,0,6,14,2,15,16,16,20,2,15,15,15,15,21
8,0,4,6,1,3,1,10,6,4,7,9,1,0,6,1,2,15,3,16,15,2,15,15,15,15,29
9,0,4,6,1,3,1,10,6,7,7,9,1,0,6,1,2,15,2,16,15,2,15,15,15,15,21
10,0,4,6,1,3,1,10,6,7,8,9,1,5,6,1,3,15,1,16,15,2,15,15,15,15,15
11,0,4,6,1,3,1,10,6,7,7,9,1,5,2,1,3,15,1,17,22,2,24,24,24,24,22
12,3,2,3,0,2,2,0,4,5,3,6,2,11,5,16,15,11,14,18,16,8,16,16,16,16,27
13,3,0,2,7,1,0,0,1,1,3,6,2,2,11,16,16,20,14,18,20,16,20,20,20,20,21
14,3,2,1,2,2,8,0,1,1,3,1,2,2,11,11,16,20,16,9,20,16,20,20,20,20,21
15,3,0,2,7,1,0,0,1,1,3,1,2,2,11,16,16,20,16,9,20,16,20,20,20,20,21
16,3,0,2,7,1,0,0,1,1,3,1,2,2,11,2,16,20,16,9,20,16,20,20,20,20,21
17,3,0,2,7,1,0,0,1,1,3,1,2,2,11,16,16,20,16,9,20,16,20,20,20,20,21
18,4,0,2,7,1,0,0,1,1,3,1,2,2,11,2,16,20,16,9,20,16,20,20,20,20,21
19,0,4,6,1,3,0,1,6,4,0,2,1,0,6,12,2,20,2,9,20,16,20,20,20,20,21
20,0,4,2,1,3,1,10,6,7,7,9,1,0,6,1,16,15,16,16,15,2,15,15,15,15,21
21,0,4,2,1,3,1,10,6,7,7,9,1,5,6,2,16,15,16,16,15,2,15,15,15,15,21
22,0,4,2,1,3,1,10,6,7,7,9,1,5,6,4,3,15,16,16,15,2,15,15,15,15,21
23,0,4,2,1,3,1,10,6,7,7,9,1,0,6,1,16,15,16,16,15,2,15,15,15,15,21
24,0,4,2,1,3,1,10,6,7,7,9,1,0,6,4,16,15,16,16,15,2,15,15,15,15,21
25,0,4,2,1,3,1,10,6,4,7,9,1,0,6,1,16,15,16,16,15,2,15,15,15,15,29
26,0,4,2,1,3,0,2,6,4,9,2,1,0,6,2,2,20,2,16,20,16,15,20,15,20,21
27,0,4,6,1,3,0,1,6,4,7,2,1,0,6,12,2,20,2,16,20,16,15,20,15,20,21
28,0,4,6,1,3,1,1,6,4,7,2,1,0,6,1,2,20,2,16,20,16,15,15,15,15,21
29,0,4,6,1,3,1,1,6,4,7,2,1,0,6,1,2,20,2,16,20,16,15,20,20,20,21
30,0,4,6,1,3,1,1,6,4,7,9,1,0,6,1,2,20,2,9,20,16,20,20,15,15,21
31,0,4,6,1,3,1,1,6,4,7,9,1,0,6,1,2,15,16,16,15,16,15,15,15,15,21
32,0,4,6,1,3,1,10,6,7,7,9,1,0,6,1,3,15,16,16,15,2,15,15,15,15,21
33,0,4,6,1,3,1,10,6,7,7,9,1,0,6,1,16,15,16,16,15,2,15,15,15,15,21
34,1,5,0,3,5,2,2,5,0,9,7,7,7,11,6,18,11,16,3,20,16,20,12,4,4,14
35,3,0,2,7,1,0,0,1,1,3,1,2,2,11,2,16,20,16,9,20,16,20,20,20,20,21
36,3,0,2,7,1,0,2,1,1,3,1,2,2,11,16,16,20,16,9,20,16,20,20,20,20,21
37,3,0,2,7,1,0,0,1,1,3,1,2,2,11,2,16,20,16,9,20,16,20,20,20,20,21
38,4,0,2,7,1,0,2,1,1,3,1,2,2,11,2,16,20,16,9,20,16,20,20,20,20,21
39,4,0,2,7,1,0,2,1,1,3,1,2,2,11,2,16,20,16,9,20,16,20,20,20,20,21
40,4,3,4,6,0,5,2,5,0,9,11,15,2,11,6,16,20,16,9,20,16,20,20,20,20,21
41,4,3,4,6,0,2,2,5,0,9,11,7,2,11,6,16,20,16,9,20,16,20,20,20,20,21
42,4,3,4,6,0,7,2,6,4,8,11,1,0,11,1,16,20,2,9,20,16,20,20,20,20,21
43,0,0,2,7,1,0,0,1,1,3,1,10,2,11,2,16,20,16,9,20,16,20,20,20,20,21
44,3,2,1,3,4,1,0,1,7,3,1,10,2,11,2,6,20,16,9,20,16,20,20,20,20,21
45,3,3,2,7,1,0,0,1,1,3,11,2,2,11,2,16,20,16,9,20,16,20,20,20,20,21
46,3,0,2,7,1,0,0,1,1,3,11,2,2,11,16,16,20,16,9,20,16,20,20,20,20,21
47,3,0,2,7,1,0,0,1,1,3,1,2,2,11,16,16,20,16,9,20,16,20,20,20,20,21
48,0,0,2,7,1,0,0,1,1,3,11,2,2,11,1,16,20,16,9,20,16,20,20,20,20,21
49,4,0,2,7,1,0,0,1,1,3,11,2,2,11,1,16,20,16,9,20,16,20,20,20,20,21
50,4,0,2,7,1,0,2,1,1,3,11,2,2,11,2,16,20,16,9,20,16,20,20,20,20,21
51,4,3,0,3,0,9,2,5,0,2,4,7,0,12,6,16,20,2,9,20,16,20,20,20,20,21
52,4,3,4,6,0,7,2,5,4,9,11,14,2,11,6,16,20,16,9,20,16,20,20,20,20,21
53,4,3,4,6,0,7,2,11,0,13,11,1,2,11,6,16,20,16,9,20,16,20,20,20,20,21
54,1,5,3,0,0,2,2,6,0,2,4,1,0,11,6,16,20,2,9,20,16,20,20,20,20,21
