k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator,n_iter
5,0.5127603054046631,0.3581986427307129,0.6589516401290894,50,0.8,kmeans,
6,0.46908613046010333,0.32584649324417114,0.5883023142814636,50,0.8,kmeans,
7,0.4368293285369873,0.310434490442276,0.5888732671737671,50,0.8,kmeans,
8,0.41696420684456825,0.27948710322380066,0.7686925530433655,50,0.8,kmeans,
9,0.39357911547025043,0.2520831227302551,0.7383294701576233,50,0.8,kmeans,
10,0.3447327420115471,0.2080906629562378,0.5988575220108032,50,0.8,kmeans,
11,0.34044322100552643,0.2113543003797531,0.5883440971374512,50,0.8,kmeans,
12,0.34314656505982083,0.23542708158493042,0.5735999941825867,50,0.8,kmeans,
