sample_idx,k_4,k_5,k_6,k_7,k_8,k_9,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
0,1,1,2,6,4,5,1,4,10,0,5,5,7,15,12,8,8
1,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
2,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
3,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
4,1,4,2,2,1,5,1,4,11,0,6,2,7,15,8,11,8
5,0,4,2,2,1,1,3,1,11,6,10,2,7,3,8,17,1
6,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
7,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
8,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
9,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
10,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
11,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
12,0,1,4,6,4,5,1,4,6,0,10,1,2,6,12,4,1
13,1,2,0,1,7,2,9,8,9,3,2,11,14,2,7,5,16
14,1,2,0,1,7,2,9,8,9,3,2,11,14,2,7,5,16
15,1,2,0,1,7,2,9,8,9,3,2,11,14,2,7,5,16
16,1,2,0,1,7,2,9,8,9,3,2,11,14,2,7,5,16
17,1,2,0,1,7,2,9,8,11,6,6,2,10,13,8,11,2
18,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
19,0,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
20,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
21,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
22,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
23,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
24,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
25,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
26,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
27,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
28,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
29,1,4,2,2,1,1,3,1,11,6,6,2,10,13,8,11,2
