k,silhouette,calinski_harabasz,davies_bouldin,n_clusters,n_singletons,min_size,max_size,size_cv
4,0.0991116315126419,106.0908102913323,2.44525994322489,4,0,123,468,0.541707432379444
5,0.09241200238466263,91.51208651375576,2.5766449578212898,5,0,132,409,0.49913053747617325
6,0.10360400378704071,82.31087177972499,2.395637365831341,6,0,49,414,0.6741455268967943
7,0.07677435129880905,74.75580342427095,2.6443900827423534,7,0,47,311,0.5409849820934888
8,0.07625482231378555,68.59784851028363,2.5685923016082186,8,0,47,274,0.5322827359108027
9,0.07305081933736801,64.33251552531885,2.6134338478939907,9,0,44,205,0.4845632530218946
10,0.0760582759976387,60.74446272767898,2.5747879242594296,10,0,43,196,0.5322025751280545
11,0.07369109243154526,57.04549960864068,2.542900213532835,11,0,33,169,0.4795518463416047
12,0.08016402274370193,54.56903376218062,2.4916520084688814,12,0,35,175,0.5318372453371595
13,0.08553726226091385,52.30497948823921,2.3437767576614723,13,0,14,193,0.672858154966862
14,0.09061514586210251,50.83408631215758,2.4385519162803795,14,0,34,156,0.5621207562081096
15,0.08722058683633804,48.76905011992793,2.4554605697226055,15,0,41,151,0.513622477381417
16,0.09040460735559464,46.411517030361566,2.4398292666194936,16,0,34,179,0.6280534105373675
17,0.09083304554224014,45.27126043327651,2.389778088338617,17,0,26,131,0.4450375923652744
18,0.09553826600313187,43.5633758927937,2.3852828238798023,18,0,15,107,0.45694803048712435
19,0.10209526866674423,43.13752413795372,2.292044683801984,19,0,15,123,0.56922647196622
20,0.09664789587259293,41.94282722446989,2.294504270457706,20,0,19,123,0.5571892346764729
