band,importance
1-4Hz,1.2908520480190255
4-8Hz,1.1632216461653102
8-13Hz,1.1497048940684567
13-20Hz,1.295906452049321
20-30Hz,1.375447208138758
30-50Hz,1.3791490294541864
50-70Hz,1.4039229351747173
70-100Hz,1.2880269773624287
100-130Hz,1.1560703064018134
130-170Hz,1.0484258934049757
170-220Hz,0.9621176663654477
220-270Hz,0.9254988799821602
270-320Hz,0.9254674396086939
320-360Hz,0.9995654839180395
360-400Hz,1.0118115945323947
