sample_idx,k_10,k_11,k_12,k_13,k_14,k_15,k_16,k_17,k_18,k_19,k_20
0,5,6,1,6,11,2,6,16,10,8,9
1,5,6,1,6,11,2,6,16,10,8,9
2,5,6,1,6,11,2,6,16,10,8,9
3,5,8,1,9,5,0,0,10,10,8,5
4,5,8,1,9,5,0,0,10,10,8,5
5,5,8,1,9,5,0,0,10,10,8,5
6,5,6,1,6,11,11,6,16,12,11,8
7,5,6,1,6,11,2,6,16,12,11,8
8,5,6,1,6,11,2,6,16,12,11,8
9,5,6,1,6,11,2,6,16,12,11,8
10,5,6,1,6,11,2,6,16,12,11,8
11,5,6,1,6,11,2,6,16,10,8,9
12,5,6,1,6,11,2,6,16,10,8,9
13,5,6,1,6,11,2,6,16,10,8,9
14,5,6,1,6,11,9,6,16,12,11,8
15,9,7,4,5,2,0,0,10,9,9,5
16,2,2,4,5,2,0,0,10,9,16,5
17,2,2,4,5,2,0,0,10,9,16,5
18,5,6,1,6,11,2,6,16,10,8,9
19,5,6,1,6,5,2,6,16,10,8,9
20,5,6,1,6,5,2,6,16,10,8,9
21,5,6,1,6,11,2,6,16,12,11,8
22,5,6,1,6,11,2,6,16,12,11,8
23,5,6,1,6,11,2,6,16,10,8,9
24,5,6,1,6,11,2,6,16,10,8,9
25,5,6,1,6,11,2,6,16,12,11,8
26,5,6,1,6,11,2,6,16,12,11,8
27,3,1,5,0,10,9,10,1,2,1,14
28,3,1,5,0,10,9,10,1,2,1,14
29,5,6,1,6,11,2,6,16,12,11,8
30,5,6,1,6,11,2,6,16,12,11,8
31,3,1,5,0,10,9,10,1,2,1,14
32,7,5,8,8,9,12,12,6,13,6,6
33,7,5,8,8,9,12,12,6,13,6,6
34,7,5,8,8,9,12,12,6,13,6,6
35,7,5,8,8,9,12,12,6,13,6,6
36,5,6,1,6,11,2,6,16,10,8,9
37,5,6,1,6,11,2,6,16,10,8,9
38,5,6,1,6,5,2,6,16,10,8,9
39,5,6,1,6,5,2,6,16,10,8,9
40,5,6,1,6,5,2,6,16,10,8,9
41,5,6,1,6,5,2,6,16,10,8,9
42,3,1,3,0,7,9,15,15,5,4,16
43,3,1,5,0,10,9,10,1,2,1,14
44,3,1,5,0,10,9,10,1,2,1,14
45,3,1,5,0,10,9,10,1,2,4,14
46,1,10,6,2,1,11,1,5,15,10,7
47,5,6,1,6,11,2,6,16,10,8,9
48,5,6,1,6,11,2,6,16,10,8,9
49,5,6,1,6,11,2,6,16,10,8,9
50,9,7,11,11,3,8,10,9,0,2,0
51,9,7,11,11,3,8,9,9,0,2,0
52,9,7,11,11,3,8,9,9,0,2,0
53,3,1,5,0,13,1,10,1,2,18,3
54,3,1,5,0,10,9,10,1,2,1,14
55,5,6,1,6,5,2,6,16,10,8,9
56,5,6,1,8,5,2,12,6,10,8,9
57,5,6,1,8,5,2,6,6,10,8,9
58,3,1,5,0,10,9,10,1,2,1,14
59,3,1,5,0,10,9,10,1,2,1,14
60,3,1,5,0,10,9,10,1,2,1,14
61,1,10,6,2,1,11,1,5,15,10,7
62,5,6,1,6,11,2,6,16,10,8,9
63,3,1,5,0,10,9,10,1,2,1,14
64,3,1,5,0,10,9,10,1,2,1,14
65,3,1,5,0,10,9,10,1,2,1,14
66,3,1,5,0,10,9,10,1,2,1,14
67,3,1,5,0,10,9,10,1,2,1,14
68,3,1,5,0,10,9,10,1,2,1,14
69,3,1,5,0,10,9,10,1,2,1,14
70,3,1,5,0,10,9,10,1,2,1,14
71,3,1,5,0,10,1,10,1,2,18,14
72,3,1,5,0,10,9,10,1,2,1,14
73,3,1,5,0,10,9,10,1,2,1,14
74,0,4,9,10,13,1,8,0,1,18,3
75,0,4,9,10,13,1,8,0,1,18,19
76,0,4,9,10,13,1,8,0,1,14,19
77,3,1,5,0,10,9,10,1,2,1,14
78,3,1,5,0,10,9,10,1,2,1,14
79,3,1,5,0,10,9,10,1,2,1,14
80,3,1,3,0,7,9,15,15,5,4,16
81,7,5,8,12,9,12,12,11,13,6,6
82,7,5,8,12,9,12,12,11,13,6,6
83,7,5,8,12,9,12,12,11,13,6,6
84,7,5,8,12,9,12,12,11,13,6,6
85,0,4,9,10,13,1,8,0,1,18,19
86,0,4,9,10,13,1,8,0,1,14,19
87,0,4,9,10,13,1,8,0,1,14,19
88,0,4,9,10,13,1,8,0,1,18,3
89,0,4,9,10,13,1,8,0,1,18,3
90,0,4,9,10,13,1,8,0,1,18,3
91,5,6,1,6,11,2,6,16,10,8,9
92,5,6,1,6,11,2,6,16,10,8,9
93,5,6,1,6,5,2,6,16,10,8,9
94,5,6,1,6,5,2,6,16,10,8,9
95,5,6,1,6,5,2,6,16,10,8,9
96,5,6,1,6,5,2,6,16,10,8,9
97,5,6,1,6,11,2,6,16,12,11,8
98,5,6,1,6,11,2,6,16,12,11,8
99,5,6,1,6,11,2,6,16,12,11,8
100,5,6,1,6,11,2,6,16,12,11,8
101,5,6,1,6,11,2,6,16,12,11,8
102,5,6,1,6,11,2,6,16,12,11,8
103,5,6,1,6,11,2,6,16,10,8,9
104,5,6,1,6,11,2,6,16,12,11,9
105,5,6,1,6,11,2,6,16,10,8,9
106,3,1,5,0,10,9,10,1,2,1,14
107,3,1,5,6,11,9,6,16,12,11,8
108,5,6,1,6,11,2,6,16,12,11,8
109,5,6,1,6,11,2,6,16,12,11,8
110,5,6,1,6,11,2,6,16,12,11,8
111,3,1,3,0,7,9,15,15,5,4,16
112,5,6,1,6,11,2,6,16,10,8,9
113,5,6,1,6,5,2,6,16,10,8,9
114,5,6,1,6,5,2,6,16,10,8,9
115,0,1,5,0,13,1,8,1,2,18,3
116,5,6,1,6,11,2,6,16,12,11,8
117,3,1,3,0,7,9,15,15,5,4,16
118,5,6,1,6,11,2,6,16,12,11,8
119,5,6,1,6,11,2,6,16,12,11,8
120,5,6,1,6,11,2,6,16,10,8,9
121,5,6,1,6,11,2,6,16,10,8,9
122,5,6,1,6,11,2,6,16,10,8,9
123,5,6,1,6,11,2,6,16,12,11,8
124,3,1,5,0,10,9,10,1,2,1,14
125,3,1,5,0,10,9,10,1,2,1,14
126,3,1,5,0,10,9,10,1,2,1,14
