cluster_id,size,jaccard_stability,n_runs
0,539,0.5892577171325684,50
1,45,0.9307474493980408,50
2,261,0.7103736400604248,50
3,103,0.9766305685043335,50
4,108,0.9529075622558594,50
5,52,0.6839064955711365,50
6,95,0.8672429323196411,50
7,11,0.9374545812606812,50
8,73,0.35631656646728516,50
9,19,0.4431578814983368,50
10,144,0.6907225847244263,50
11,63,0.8380439877510071,50
12,25,0.8754667043685913,50
