class,support,precision,recall,f1,recall_ci_lo,recall_ci_hi,roc_auc_ovr,perm_p,perm_p_fdr
audio,607,0.6572769953051644,0.6919275123558485,0.6741573033707865,0.6112183634906092,0.780539438245479,0.8587249971967534,0.004975124378109453,0.007462686567164179
picture,588,0.46938775510204084,0.6258503401360545,0.5364431486880467,0.49458812076987346,0.727079198094482,0.7119892942427709,0.004975124378109453,0.007462686567164179
reading,749,0.4990403071017274,0.3471295060080107,0.4094488188976378,0.21456612184617824,0.44307372908503984,0.6347051298523555,0.8606965174129353,0.8606965174129352
