method,method_label,cluster,n,pct,n_gated,n_added,pct_added
kmeans,k-means,0,192,11.374407582938389,192,0,0.0
kmeans,k-means,1,153,9.06398104265403,153,0,0.0
kmeans,k-means,2,221,13.092417061611375,221,0,0.0
kmeans,k-means,3,69,4.087677725118484,69,0,0.0
kmeans,k-means,4,139,8.234597156398104,139,0,0.0
kmeans,k-means,5,149,8.827014218009479,149,0,0.0
kmeans,k-means,6,98,5.80568720379147,98,0,0.0
kmeans,k-means,7,90,5.33175355450237,90,0,0.0
kmeans,k-means,8,183,10.84123222748815,183,0,0.0
kmeans,k-means,9,146,8.649289099526067,146,0,0.0
kmeans,k-means,10,139,8.234597156398104,139,0,0.0
kmeans,k-means,11,62,3.672985781990521,62,0,0.0
kmeans,k-means,12,47,2.7843601895734595,47,0,0.0
hierarchical,Ward,0,217,12.855450236966826,217,0,0.0
hierarchical,Ward,1,222,13.151658767772512,222,0,0.0
hierarchical,Ward,2,208,12.322274881516588,208,0,0.0
hierarchical,Ward,3,154,9.123222748815166,154,0,0.0
hierarchical,Ward,4,61,3.6137440758293837,61,0,0.0
hierarchical,Ward,5,111,6.575829383886256,111,0,0.0
hierarchical,Ward,6,125,7.4052132701421804,125,0,0.0
hierarchical,Ward,7,140,8.293838862559241,140,0,0.0
hierarchical,Ward,8,82,4.857819905213271,82,0,0.0
hierarchical,Ward,9,98,5.80568720379147,98,0,0.0
hierarchical,Ward,10,48,2.843601895734597,48,0,0.0
hierarchical,Ward,11,39,2.31042654028436,39,0,0.0
hierarchical,Ward,12,183,10.84123222748815,183,0,0.0
cnmf,convex NMF,0,205,12.144549763033176,205,0,0.0
cnmf,convex NMF,1,187,11.078199052132701,187,0,0.0
cnmf,convex NMF,2,132,7.819905213270142,132,0,0.0
cnmf,convex NMF,3,126,7.464454976303317,126,0,0.0
cnmf,convex NMF,4,105,6.220379146919431,105,0,0.0
cnmf,convex NMF,5,102,6.042654028436019,102,0,0.0
cnmf,convex NMF,6,73,4.3246445497630335,73,0,0.0
cnmf,convex NMF,7,114,6.753554502369669,114,0,0.0
cnmf,convex NMF,8,126,7.464454976303317,126,0,0.0
cnmf,convex NMF,9,72,4.265402843601896,72,0,0.0
cnmf,convex NMF,10,104,6.161137440758294,104,0,0.0
cnmf,convex NMF,11,134,7.938388625592417,134,0,0.0
cnmf,convex NMF,12,208,12.322274881516588,208,0,0.0
