method,group,n_left_out,ari,degenerate
kmeans,EL030,77,0.6156699385114047,False
kmeans,EL033,74,0.5810567112411836,False
kmeans,EL034,55,0.6197242901050193,False
kmeans,EL035,40,0.7034255215835411,False
kmeans,EL036,26,0.6592961360238102,False
kmeans,EL037,51,0.5979622422604098,False
kmeans,EL038,72,0.7092799087951834,False
kmeans,EL040,30,0.6670220233387893,False
kmeans,EL042,103,0.5904227940973081,False
kmeans,EL043,74,0.6281366169492472,False
kmeans,EL045,81,0.7745803029141768,False
kmeans,EL046,86,0.6739118490051518,False
kmeans,EL048,15,0.6216045761689147,False
kmeans,PAT_2868,6,0.6057432038182685,False
kmeans,PAT_3066,28,0.5681872975547783,False
kmeans,PAT_3390,18,0.7640148575582917,False
kmeans,PAT_3455,36,0.6535006393351723,False
kmeans,PAT_3780,47,0.7362577634703229,False
kmeans,PAT_3965,80,0.6440134382362622,False
kmeans,PAT_3975,67,0.6854671033710661,False
kmeans,PAT_5515,12,0.6811904339193732,False
kmeans,PAT_5533,41,0.6987956395264301,False
kmeans,PAT_6619,144,0.6221193631448164,False
kmeans,PAT_6684,77,0.5279503843466075,False
kmeans,PAT_6704,46,0.5907762413773128,False
kmeans,PAT_6854,146,0.630836101461322,False
kmeans,PAT_6953,156,0.6958818617883483,False
hierarchical,EL030,77,0.7275399383757284,False
hierarchical,EL033,74,0.7417163449586468,False
hierarchical,EL034,55,0.7606777675088695,False
hierarchical,EL035,40,0.7279480267602028,False
hierarchical,EL036,26,0.7019332076950817,False
hierarchical,EL037,51,0.9475332990902869,False
hierarchical,EL038,72,0.8357568095566548,False
hierarchical,EL040,30,0.65424539379808,False
hierarchical,EL042,103,0.7408543668580874,False
hierarchical,EL043,74,0.7411680655119401,False
hierarchical,EL045,81,0.7650097805452871,False
hierarchical,EL046,86,0.7201675278422094,False
hierarchical,EL048,15,0.6992326624760024,False
hierarchical,PAT_2868,6,0.7539261721688402,False
hierarchical,PAT_3066,28,0.6741807401719023,False
hierarchical,PAT_3390,18,0.7083375064812366,False
hierarchical,PAT_3455,36,0.8529237103684324,False
hierarchical,PAT_3780,47,0.8498692022463489,False
hierarchical,PAT_3965,80,0.6228648428982563,False
hierarchical,PAT_3975,67,0.7068824852812046,False
hierarchical,PAT_5515,12,0.7763111345818922,False
hierarchical,PAT_5533,41,0.7957327818801201,False
hierarchical,PAT_6619,144,0.7685916127885755,False
hierarchical,PAT_6684,77,0.8107110044062775,False
hierarchical,PAT_6704,46,0.7793650187674702,False
hierarchical,PAT_6854,146,0.7381926138213237,False
hierarchical,PAT_6953,156,0.6954360527243896,False
cnmf,EL030,77,0.528874440642619,False
cnmf,EL033,74,0.5761616066686331,False
cnmf,EL034,55,0.5745903528234014,False
cnmf,EL035,40,0.5550793511208788,False
cnmf,EL036,26,0.5530732407735898,False
cnmf,EL037,51,0.49493467477938,False
cnmf,EL038,72,0.6244636802188771,False
cnmf,EL040,30,0.5528042665285959,False
cnmf,EL042,103,0.5668129453163699,False
cnmf,EL043,74,0.5761489053548555,False
cnmf,EL045,81,0.6525019093611961,False
cnmf,EL046,86,0.5803907114445739,False
cnmf,EL048,15,0.5225913954050525,False
cnmf,PAT_2868,6,0.5541979471228268,False
cnmf,PAT_3066,28,0.4907240399667956,False
cnmf,PAT_3390,18,0.6075597500131997,False
cnmf,PAT_3455,36,0.5656640589313774,False
cnmf,PAT_3780,47,0.651823139683857,False
cnmf,PAT_3965,80,0.524749662971916,False
cnmf,PAT_3975,67,0.6131356361516243,False
cnmf,PAT_5515,12,0.5544819782462599,False
cnmf,PAT_5533,41,0.6173956636066738,False
cnmf,PAT_6619,144,0.534248199883243,False
cnmf,PAT_6684,77,0.4730601212273031,False
cnmf,PAT_6704,46,0.5013938223585224,False
cnmf,PAT_6854,146,0.5574772040705247,False
cnmf,PAT_6953,156,0.6531703651842052,False
