k,var_explained,sizes,frac_dominant,frac_no_majority,median_top_weight
5,0.5576011164345404,423 156 224 224 239,0.2764612954186414,0.7235387045813586,0.42321085070067155
6,0.5735404972610729,177 216 279 236 155 203,0.2804107424960506,0.7195892575039494,0.41084738758629563
7,0.581809381467088,165 148 188 132 197 275 161,0.2646129541864139,0.735387045813586,0.3974118498023025
8,0.5900467975483494,163 147 164 120 272 122 104 174,0.2037914691943128,0.7962085308056872,0.3737069796528395
9,0.5784024233740714,109 109 205 152 151 158 109 147 126,0.16666666666666666,0.8333333333333334,0.37223649948118387
10,0.557119640157956,146 138 123 110 221 88 84 113 142 101,0.1721958925750395,0.8278041074249605,0.37325182921683075
11,0.544960918447631,100 115 106 94 100 85 117 92 139 210 108,0.15639810426540285,0.8436018957345972,0.36381247550790635
12,0.5299840871704489,191 97 99 133 81 74 81 116 114 111 84 85,0.15481832543443919,0.8451816745655608,0.3571635442460851
13,0.49591318702195175,93 154 90 106 60 58 112 113 78 108 128 72 94,0.16350710900473933,0.8364928909952607,0.3512261293235589
14,0.4757162710428443,67 109 99 68 101 110 40 141 92 116 47 86 129 61,0.1406003159557662,0.8593996840442338,0.3464239711089083
15,0.45211308914952997,87 104 114 62 58 49 101 40 100 113 133 115 92 36 62,0.1240126382306477,0.8759873617693523,0.3392421040146859
16,0.37739286115610216,46 65 111 58 106 130 76 101 92 67 53 55 57 70 70 109,0.1524486571879937,0.8475513428120063,0.3420946647659033
17,0.3199328063417086,57 104 116 52 62 56 70 50 60 99 43 75 75 130 65 43 109,0.1500789889415482,0.8499210110584519,0.34228607817968537
18,0.24568275719044652,84 106 41 96 50 60 113 55 130 57 77 53 29 40 50 49 75 101,0.14691943127962084,0.8530805687203792,0.3358340713375398
19,0.2123759483058093,39 89 100 49 32 111 32 118 62 85 65 73 43 62 51 102 40 59 54,0.14139020537124802,0.858609794628752,0.3347312089218507
20,0.15913559932510157,36 80 98 45 49 91 70 38 47 45 45 57 83 50 51 44 104 53 130 50,0.16824644549763032,0.8317535545023697,0.32944465327006095
21,0.10579032420869305,27 48 78 100 54 103 54 118 131 43 44 72 46 40 40 39 47 18 61 51 52,0.17298578199052134,0.8270142180094787,0.32960236512260277
22,-0.020295109755122942,56 38 51 55 95 75 53 59 49 59 35 43 50 52 51 45 61 28 98 38 91 84,0.1943127962085308,0.8056872037914692,0.33640747888327494
23,-0.03023521256001005,37 98 30 34 108 75 49 123 41 38 39 35 57 73 25 45 54 37 74 26 88 39 41,0.17851500789889416,0.8214849921011058,0.33447417631361104
24,-0.092882075037231,48 57 41 89 23 56 69 52 75 117 18 33 42 39 20 75 30 85 36 56 39 59 69 38,0.17298578199052134,0.8270142180094787,0.3307498802799128
25,-0.18419234668395035,51 64 51 56 52 41 135 50 32 23 48 42 99 68 31 36 51 30 23 56 82 34 24 50 37,0.174565560821485,0.825434439178515,0.3217376036859746
26,-0.2391484180361767,103 23 59 127 19 43 41 40 25 54 38 23 43 76 32 40 76 44 47 40 62 47 43 40 32 49,0.17061611374407584,0.8293838862559242,0.3125265580671478
27,-0.36398141227240544,47 105 51 90 105 39 37 26 23 45 15 46 50 35 27 69 39 55 52 68 36 19 25 39 35 46 42,0.1674565560821485,0.8325434439178515,0.3198878766540614
28,-0.42041565170546735,15 33 50 25 45 72 39 121 62 42 50 19 37 49 46 38 48 12 31 71 36 47 62 46 28 47 43 52,0.1911532385466035,0.8088467614533965,0.3266514038090897
29,-0.5978856830996166,36 80 20 54 37 78 41 87 46 58 70 51 25 36 52 37 27 42 37 54 34 31 16 43 24 35 40 23 52,0.18009478672985782,0.8199052132701422,0.3249300529936493
30,-0.5255905032911958,39 83 36 21 101 42 18 37 49 60 47 68 47 42 33 18 16 54 52 38 52 38 49 39 22 35 20 22 63 25,0.16113744075829384,0.8388625592417062,0.3163325741148736
