cluster_id,n_total,n_with_coords,n_missing,distance_mm,centroid_x,centroid_y,centroid_z,spread_x,spread_y,spread_z,metric,mirror_to
0,139,55,84,63.51903848953347,-35.93487692312761,-41.32837007343769,-0.704465879093517,14.04502038453484,38.50069120987396,27.501770875122038,mean_pairwise,left
1,169,56,113,26.457624963240278,-50.25185077530997,-30.44435841696603,3.9224274423239485,10.266974603666783,14.290462511018532,12.56311284972294,mean_pairwise,left
2,186,125,61,50.20218267502716,-35.07151292037964,5.002095573574304,11.120165264487266,13.789281663121987,26.308952201971906,25.30398352890612,mean_pairwise,left
3,132,74,58,47.63435505518579,-34.875191778750036,18.46144677175058,-9.056112648667517,12.558814807519507,28.498308376867673,20.18887006416773,mean_pairwise,left
4,191,106,85,52.443685776781734,-43.88880697961123,-17.913206897957146,-2.0450206473469734,15.596394566145898,23.87619946004987,30.341893107914384,mean_pairwise,left
5,297,65,232,52.83108966509685,-45.14273498975314,-17.71743038571798,-1.1042737997495211,15.03838676579938,24.359695705222773,30.370827463795166,mean_pairwise,left
6,152,68,84,44.26288475491718,-42.958710586323456,-12.932483050753088,-8.25051505425397,10.336136448987943,19.530809743753018,27.321989851151987,mean_pairwise,left
