method,method_label,space,home,silhouette,null_mean,null_sd,z,n_null
kmeans,k-means,dB,False,0.034869765052033326,0.038754248842436716,0.0011364685707705192,-3.4180301068684473,50
kmeans,k-means,unit-norm,True,0.08203136550373741,0.03370940951953222,0.0019095009514451455,25.30606541339204,50
hierarchical,Ward,dB,False,0.018595446250766746,0.013549718849836453,0.002053226668309491,2.4574624316002356,50
hierarchical,Ward,unit-norm,True,0.05862109809847873,0.009879491192600912,0.004480669404863687,10.878197541860523,50
cnmf,convex NMF,dB,False,0.047654785715021526,0.018247071106358842,0.0023388724422584916,12.573458080623514,50
cnmf,convex NMF,unit-norm,True,0.07218874919673558,0.017098526627069593,0.0018605097082258115,29.610284926811918,50
