k,var_explained,sizes,frac_dominant,frac_no_majority,median_top_weight
5,0.45795771394446716,344 442 248 375 284,0.3750738334317779,0.6249261665682221,0.4467402976418051
6,0.48426153865425003,266 359 267 343 184 274,0.25812167749556997,0.74187832250443,0.4113981610089916
7,0.5028375377791738,188 257 263 184 260 199 342,0.22917897223862965,0.7708210277613704,0.3920735690803446
8,0.5257380970820997,165 168 325 240 199 182 250 164,0.16952155936207916,0.8304784406379209,0.3644824799638997
9,0.5190671489371241,169 311 83 185 240 232 194 118 161,0.1795629060838748,0.8204370939161252,0.35502018874709923
10,0.5251207266518625,245 180 111 287 80 108 197 122 158 205,0.14530419373892497,0.854695806261075,0.3363870559263823
11,0.5219493877262378,81 79 244 171 122 147 258 119 225 103 144,0.12699350265800355,0.8730064973419964,0.3340821008143227
12,0.5142506007994845,114 78 168 141 219 93 98 68 186 156 159 213,0.10277613703484938,0.8972238629651507,0.3213906459007259
13,0.5075083392826183,217 56 138 185 155 137 93 86 97 136 76 213 104,0.0915534554046072,0.9084465445953928,0.3193474461150375
14,0.4835511286199837,97 75 54 107 97 199 122 121 121 90 212 82 212 104,0.0939161252215003,0.9060838747784997,0.3138994111367574
15,0.4335332755650878,110 75 109 94 74 104 120 126 131 89 203 56 172 87 143,0.0980507974010632,0.9019492025989368,0.32349421449477356
16,0.4265021367419429,92 199 97 112 126 154 78 100 117 65 164 86 92 75 84 52,0.07855877141169522,0.9214412285883048,0.3080625946666653
17,0.3943575246602813,50 110 125 85 102 143 94 105 74 89 75 125 77 141 92 110 96,0.09037212049616067,0.9096278795038394,0.30634923116788587
18,0.33152524295187247,94 156 121 200 85 88 52 98 79 75 50 130 70 87 53 113 61 81,0.09273479031305375,0.9072652096869462,0.3185544138860679
19,0.32419477131650865,49 114 84 128 117 66 150 93 83 121 52 75 109 91 68 112 49 47 85,0.06969875959834614,0.9303012404016539,0.30820679310978466
20,0.2620273552631729,106 65 105 86 69 83 73 73 88 120 111 76 88 51 56 130 60 56 103 94,0.09096278795038393,0.9090372120496161,0.3055873907394848
21,0.21847013085996603,77 85 76 93 57 109 74 94 75 47 51 68 97 82 94 112 65 100 75 91 71,0.08151210868281157,0.9184878913171884,0.30708074389400963
22,0.18119887528517764,78 72 57 94 76 85 81 52 131 49 87 70 93 63 56 101 81 74 94 84 78 37,0.08387477849970466,0.9161252215002953,0.31071702124643025
23,0.11798033145418174,46 93 37 98 72 85 62 68 64 48 81 68 92 104 65 76 83 74 77 66 70 88 76,0.08682811577082103,0.9131718842291789,0.3080628574273435
24,0.0768418491484314,60 66 72 118 68 74 88 109 86 50 31 63 79 87 43 69 57 67 44 76 35 97 93 61,0.0767867690490254,0.9232132309509746,0.3061502247154908
25,0.00889959090195036,54 67 49 121 78 67 45 59 50 72 99 70 54 35 89 93 61 72 44 107 76 68 86 35 42,0.07028942705256941,0.9297105729474306,0.312156007004542
26,-0.0459005772968315,28 64 44 58 93 52 60 84 29 110 73 28 65 47 77 53 90 73 59 60 92 84 69 99 52 50,0.06969875959834614,0.9303012404016539,0.30714430590256625
27,-0.12835911591344074,82 33 60 43 69 71 49 45 43 32 95 79 84 81 74 92 70 69 64 73 43 47 64 53 41 42 95,0.07501476668635558,0.9249852333136445,0.3027293173803068
28,-0.17956674562442876,110 81 38 100 70 33 57 50 36 29 48 49 61 89 44 73 69 48 78 43 73 56 49 91 29 67 64 58,0.07501476668635558,0.9249852333136445,0.29980044343341156
29,-0.17417146378851212,39 80 36 49 52 57 84 79 92 25 87 75 21 49 67 67 111 53 46 42 59 42 36 100 65 73 32 29 46,0.07619610159480213,0.9238038984051978,0.29968126191655253
30,-0.3323981476338671,49 46 74 94 69 84 77 64 96 31 94 49 70 64 50 40 68 64 39 36 17 31 53 50 75 29 44 65 43 28,0.08092144122858831,0.9190785587714116,0.2968722885320333
