k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator
5,0.848282790184021,0.7550753355026245,0.9756152033805847,50,0.8,kmeans
6,0.877143790324529,0.8035746216773987,0.9802243113517761,50,0.8,kmeans
7,0.7262100023882729,0.4814150631427765,0.9404881596565247,50,0.8,kmeans
8,0.7207045517861843,0.4584876596927643,0.9560747742652893,50,0.8,kmeans
9,0.7716393801901076,0.607245147228241,0.8961776494979858,50,0.8,kmeans
10,0.7125143259763718,0.3622308671474457,0.9459945559501648,50,0.8,kmeans
11,0.7092786918986927,0.539747953414917,0.9033843874931335,50,0.8,kmeans
12,0.7008656238516172,0.4903956353664398,0.9460973739624023,50,0.8,kmeans
