sample_idx,patient_id,condition,task,electrode,file_path,prop_above_pos,prop_below_neg,high_activity,UMAP_1,UMAP_2,cluster_kmeans_raw,silhouette
1015,PAT_3415,picture,LM,IPG8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_IPG8_TN.npy,0.03612403100775194,0.001421188630490956,True,3.394695,5.9590034,0,0.1281573
1016,PAT_3415,picture,LM,IPG9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_IPG9_TN.npy,0.0358656330749354,0.002351421188630491,True,3.4372904,5.9472103,0,0.12326684
1017,PAT_3415,picture,LM,OI1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OI1_TN.npy,0.15576227390180877,0.008604651162790697,True,2.6386986,5.912991,3,0.030918468
1018,PAT_3415,picture,LM,OI2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OI2_TN.npy,0.053565891472868214,0.004702842377260982,True,2.6372957,5.823414,3,0.013303293
1019,PAT_3415,picture,LM,OI3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OI3_TN.npy,0.058630490956072354,0.01599483204134367,True,2.7057686,5.8861747,0,0.03588295
1020,PAT_3415,picture,LM,OI4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OI4_TN.npy,0.1467700258397933,0.005090439276485788,True,2.5803058,5.9812207,3,0.060223706
1021,PAT_3415,picture,LM,OI5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OI5_TN.npy,0.1000516795865633,0.0037209302325581397,True,2.620868,5.937063,3,0.0314012
1022,PAT_3415,picture,LM,OI6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OI6_TN.npy,0.04266149870801034,0.0021188630490956073,True,2.6797242,5.854261,0,0.09434444
1023,PAT_3415,picture,LM,OS1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OS1_TN.npy,0.3788113695090439,0.0006459948320413437,True,9.319093,2.6615534,3,0.09779289
1024,PAT_3415,picture,LM,OS2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OS2_TN.npy,0.15847545219638243,0.0034883720930232558,True,9.295121,2.6542442,3,0.096873574
1025,PAT_3415,picture,LM,OS3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OS3_TN.npy,0.09211886304909561,0.026718346253229976,True,2.789415,5.87394,3,0.0075228596
1026,PAT_3415,picture,LM,OS4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OS4_TN.npy,0.023979328165374677,0.007803617571059431,True,2.94576,5.870543,0,0.061608233
1027,PAT_3415,picture,LM,OS5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_OS5_TN.npy,0.02186046511627907,0.0025581395348837207,True,2.9298675,5.426851,0,0.09553991
1028,PAT_3415,picture,LM,TA1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TA1_TN.npy,0.0237984496124031,0.005426356589147287,True,2.9234984,4.777825,0,0.14242592
1029,PAT_3415,picture,LM,TA2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TA2_TN.npy,0.030232558139534883,0.005968992248062016,True,2.9098122,4.8518558,0,0.1497234
1030,PAT_3415,picture,LM,TA3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TA3_TN.npy,0.032739018087855294,0.0030232558139534882,True,2.8126109,4.8015733,0,0.14509045
1031,PAT_3415,picture,LM,TA4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TA4_TN.npy,0.030516795865633075,0.003669250645994832,True,2.837749,4.8995705,0,0.1562345
1032,PAT_3415,picture,LM,TA5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TA5_TN.npy,0.028397932816537467,0.005271317829457364,True,2.7124646,4.762531,0,0.154673
1033,PAT_3415,picture,LM,TA6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TA6_TN.npy,0.028733850129198966,0.0050387596899224806,True,2.7787902,4.8066535,0,0.15256606
1034,PAT_3415,picture,LM,TM1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TM1_TN.npy,0.03242894056847545,0.0015245478036175712,True,3.0414941,4.7866135,0,0.12716861
1035,PAT_3415,picture,LM,TM2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TM2_TN.npy,0.029819121447028425,0.0016795865633074936,True,3.0125668,4.7402954,0,0.12874904
1036,PAT_3415,picture,LM,TM3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TM3_TN.npy,0.02979328165374677,0.0027131782945736434,True,2.9536724,4.8223314,0,0.14438364
1037,PAT_3415,picture,LM,TM4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TM4_TN.npy,0.024702842377260982,0.005193798449612403,True,3.2153537,5.451074,0,0.13117698
1038,PAT_3415,picture,LM,TM5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TM5_TN.npy,0.02193798449612403,0.0017054263565891472,True,3.052349,4.899043,0,0.12680976
1039,PAT_3415,picture,LM,TM6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TM6_TN.npy,0.028449612403100774,0.0041085271317829455,True,2.8016841,4.7971907,0,0.1603849
1040,PAT_3415,picture,LM,TP1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TP1_TN.npy,0.0334625322997416,0.002635658914728682,True,2.7353184,5.868389,0,0.08197704
1041,PAT_3415,picture,LM,TP2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TP2_TN.npy,0.057700258397932816,0.002868217054263566,True,2.6682243,5.88741,3,-0.023016712
1042,PAT_3415,picture,LM,TP3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TP3_TN.npy,0.04178294573643411,0.002325581395348837,True,2.6635494,5.840203,0,0.085606575
1043,PAT_3415,picture,LM,TP4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TP4_TN.npy,0.04046511627906977,0.00227390180878553,True,2.6395237,5.7783084,0,0.10032936
1044,PAT_3415,picture,LM,TP5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TP5_TN.npy,0.0341343669250646,0.00248062015503876,True,2.7385542,5.7697034,0,0.11990406
1045,PAT_3415,picture,LM,TP6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\picture\PAT_3415_picture_WM_ERSP_TP6_TN.npy,0.04410852713178295,0.002739018087855297,True,2.7194571,5.826044,0,0.11134775
1046,PAT_3415,reading,LM,GA7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_GA7_TN.npy,0.02152454780361757,0.01041343669250646,True,0.38104054,4.2571163,0,0.09950535
1047,PAT_3415,reading,LM,GB3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_GB3_TN.npy,0.07237726098191215,0.0009560723514211887,True,8.570345,3.858034,3,0.04010184
1048,PAT_3415,reading,LM,GB4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_GB4_TN.npy,0.044806201550387594,0.006227390180878553,True,0.6195671,4.247942,0,0.1271341
1049,PAT_3415,reading,LM,GE2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_GE2_TN.npy,0.024728682170542634,0.010129198966408268,True,0.5262482,4.252029,0,0.09226475
1050,PAT_3415,reading,LM,GE4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_GE4_TN.npy,0.034496124031007755,0.0041085271317829455,True,0.6131629,4.230144,0,0.049932413
1051,PAT_3415,reading,LM,GH1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_GH1_TN.npy,0.014883720930232559,0.05155038759689923,True,0.19296627,4.1714554,1,0.17144299
1052,PAT_3415,reading,LM,OI1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_OI1_TN.npy,0.035968992248062014,0.01317829457364341,True,0.5072722,4.2286897,0,0.06396053
1053,PAT_3415,reading,LM,OI2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_OI2_TN.npy,0.006718346253229974,0.06478036175710594,True,0.13480774,4.2143564,1,0.15438841
1054,PAT_3415,reading,LM,OI4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_OI4_TN.npy,0.028656330749354007,0.016434108527131782,True,0.42250317,4.23612,0,0.066780604
1055,PAT_3415,reading,LM,OS1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_OS1_TN.npy,0.20020671834625323,0.002739018087855297,True,9.271335,2.5443633,3,0.117715046
1056,PAT_3415,reading,LM,OS2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_OS2_TN.npy,0.0358656330749354,0.0049095607235142115,True,0.60030574,4.2195187,3,-0.00078004
1057,PAT_3415,reading,LM,OS5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_OS5_TN.npy,0.004883720930232558,0.0441343669250646,True,0.16170599,4.221016,1,0.063810974
1058,PAT_3415,reading,LM,TA1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TA1_TN.npy,0.0050387596899224806,0.05591731266149871,True,0.1786097,4.133687,1,0.20519911
1059,PAT_3415,reading,LM,TA2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TA2_TN.npy,0.007002583979328165,0.06248062015503876,True,0.17594673,4.1538377,1,0.19497505
1060,PAT_3415,reading,LM,TA3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TA3_TN.npy,0.00475452196382429,0.047881136950904395,True,0.1860983,4.1865177,1,0.15449712
1061,PAT_3415,reading,LM,TA4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TA4_TN.npy,0.005271317829457364,0.0665891472868217,True,0.12469753,4.245383,1,0.17095305
1062,PAT_3415,reading,LM,TA5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TA5_TN.npy,0.004780361757105943,0.08772609819121448,True,0.12979296,4.1941686,1,0.20909218
1063,PAT_3415,reading,LM,TA6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TA6_TN.npy,0.004702842377260982,0.0986046511627907,True,0.14114656,4.2105265,1,0.23285675
1064,PAT_3415,reading,LM,TM1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TM1_TN.npy,0.005012919896640827,0.0624031007751938,True,0.19157907,4.1638355,1,0.2112001
1065,PAT_3415,reading,LM,TM2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TM2_TN.npy,0.007416020671834625,0.053229974160206715,True,0.22084367,4.1398067,1,0.15973386
1066,PAT_3415,reading,LM,TM3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TM3_TN.npy,0.005607235142118863,0.05074935400516796,True,0.22653908,4.116147,1,0.16274914
1067,PAT_3415,reading,LM,TM6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TM6_TN.npy,0.004857881136950904,0.09589147286821706,True,0.13517143,4.2166214,1,0.22152875
1068,PAT_3415,reading,LM,TP4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3415\LM\ERSP_matrix\reading\PAT_3415_reading_WM_ERSP_TP4_TN.npy,0.021214470284237726,0.028372093023255815,True,0.29013234,4.1910815,1,0.059727825
1069,PAT_3455,audio,LM,AD5,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_AD5_TN.npy,0.013798449612403101,0.04467700258397933,True,-3.9004445,3.9352095,1,0.13848302
1070,PAT_3455,audio,LM,AD6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_AD6_TN.npy,0.006795865633074935,0.053488372093023255,True,-3.924533,3.8994887,1,0.18244743
1071,PAT_3455,audio,LM,AD7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_AD7_TN.npy,0.004289405684754522,0.0472609819121447,True,-3.9921756,3.8938396,1,0.18525279
1072,PAT_3455,audio,LM,AD8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_AD8_TN.npy,0.006537467700258398,0.059948320413436694,True,-3.9961166,3.8923068,1,0.22682524
1073,PAT_3455,audio,LM,HAD10,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_HAD10_TN.npy,0.006614987080103359,0.15583979328165376,True,-3.9973233,3.7261217,1,0.32144982
1074,PAT_3455,audio,LM,HAD8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_HAD8_TN.npy,0.006718346253229974,0.05268733850129199,True,-4.000234,3.8492863,1,0.21312365
1075,PAT_3455,audio,LM,HAD9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_HAD9_TN.npy,0.008733850129198967,0.08521963824289405,True,-3.9982922,3.843602,1,0.25170803
1076,PAT_3455,audio,LM,OTD1,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_OTD1_TN.npy,0.03545219638242894,0.008294573643410852,True,-3.540187,4.0711,3,0.035602618
1077,PAT_3455,audio,LM,OTD2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_OTD2_TN.npy,0.05281653746770026,0.008785529715762274,True,-3.537535,4.061158,3,0.04364574
1078,PAT_3455,audio,LM,OTD3,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_OTD3_TN.npy,0.0403359173126615,0.009276485788113695,True,-3.5752463,4.0279365,3,0.04500244
1079,PAT_3455,audio,LM,OTD6,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_OTD6_TN.npy,0.03235142118863049,0.017829457364341085,True,-3.6177638,4.0381365,3,0.03448092
1080,PAT_3455,audio,LM,OTD7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_OTD7_TN.npy,0.11354005167958656,0.014056847545219638,True,-3.5843842,4.051808,3,0.077159874
1081,PAT_3455,audio,LM,PHD9,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_PHD9_TN.npy,0.004031007751937985,0.04271317829457364,True,-3.9109857,3.9459958,1,0.14593425
1082,PAT_3455,audio,LM,TOD12,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_TOD12_TN.npy,0.01165374677002584,0.041498708010335915,True,-3.8952625,3.9052205,1,0.06927347
1083,PAT_3455,audio,LM,TSP2,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_TSP2_TN.npy,0.02054263565891473,0.021731266149870802,True,-3.8601825,3.9695709,1,0.0114380475
1084,PAT_3455,audio,LM,TSP7,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_TSP7_TN.npy,0.022428940568475452,0.030025839793281654,True,-3.797509,3.9551,1,0.045187794
1085,PAT_3455,audio,LM,TSP8,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\audio\PAT_3455_audio_WM_ERSP_TSP8_TN.npy,0.02263565891472868,0.025400516795865632,True,-3.8348744,3.9218755,1,0.06691691
1086,PAT_3455,picture,LM,AD4,\\nasac-m2.unige.ch\m-HumanNeuronLab\ANALYSIS\FLM\Analysis_LoraFanda\01_FBM_Analysis\outputs\04_ersp_LM_RAWONLY\PAT_3455\LM\ERSP_matrix\picture\PAT_3455_picture_WM_ERSP_AD4_TN.npy,0.02268733850129199,0.005271317829457364,True,2.645129,3.314338,0,0.044788353
