cluster_id,size,jaccard_stability,n_runs
0,450,0.39099955558776855,50
1,129,0.8877052068710327,50
2,85,0.926193356513977,50
3,74,0.7558550834655762,50
4,147,0.7107881307601929,50
5,179,0.37784668803215027,50
6,629,0.35893192887306213,50
