rep,mean_best_match
0,0.745333049680206
1,0.6922982987252213
2,0.6410764261836297
3,0.6735237648501136
4,0.7033886348024199
5,0.7059717228231488
6,0.6626055145525751
7,0.7035403011584014
8,0.6486661586975659
9,0.6121085262137023
