rep,mean,min
0,0.9151784142992364,0.7967961797678279
1,0.9008166378638687,0.7886054492268402
2,0.8983543932381083,0.7468619668710026
3,0.8978188073269503,0.7846210187323326
4,0.9025457048526507,0.7671893170674727
5,0.891694390761216,0.7736535027567338
