,c0,c1,c2,c3,c4,c5,c6
c0,0.9999999999999998,-0.18200411637856495,-0.18953264448937543,-0.1774717828787041,-0.19424386950266503,-0.14472177581490153,-0.06286732984442274
c1,-0.18200411637856498,1.0,-0.10749221979520655,-0.22347309185166084,-0.2217301573800743,-0.1978676401466626,-0.2432507440967849
c2,-0.18953264448937543,-0.10749221979520657,0.9999999999999998,-0.11254929080168564,-0.1789872271973993,-0.1471470935499693,-0.1476791978116257
c3,-0.1774717828787041,-0.2234730918516608,-0.11254929080168566,1.0,-0.18034925017252226,-0.19312572747123383,-0.13689813122762653
c4,-0.19424386950266503,-0.2217301573800743,-0.1789872271973993,-0.18034925017252226,0.9999999999999998,-0.12631749767260264,-0.1562614250628854
c5,-0.14472177581490153,-0.1978676401466626,-0.1471470935499693,-0.19312572747123383,-0.12631749767260264,0.9999999999999998,-0.14873808295003219
c6,-0.06286732984442274,-0.24325074409678488,-0.1476791978116257,-0.13689813122762653,-0.1562614250628854,-0.14873808295003216,0.9999999999999998
