k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator,n_iter
5,0.652305418252945,0.42997464537620544,0.9601951837539673,50,0.8,kmeans,
6,0.5934288799762726,0.3858513832092285,0.9460376501083374,50,0.8,kmeans,
7,0.5757514749254499,0.4128795564174652,0.937041699886322,50,0.8,kmeans,
8,0.555022768676281,0.37395918369293213,0.8863228559494019,50,0.8,kmeans,
9,0.5344772703117795,0.3407604992389679,0.8423770666122437,50,0.8,kmeans,
10,0.5369488745927811,0.35822486877441406,0.8533368110656738,50,0.8,kmeans,
11,0.5640126818960364,0.32340583205223083,0.9786555767059326,50,0.8,kmeans,
12,0.5430903087059656,0.25697654485702515,0.9671017527580261,50,0.8,kmeans,
