cluster_id,size,jaccard_stability,n_runs
0,4,1.0,50
1,3,1.0,50
2,95,0.5619574189186096,50
3,2,1.0,50
4,1,,50
5,1,,50
6,6,0.8160001039505005,50
7,1415,0.19441939890384674,50
8,10,0.8915556073188782,50
9,1,,50
