cluster_id,n_total,n_unknown,entropy_bits,purity,top_region,top_proportion,top_3_json
0,54,46,1.5,0.5,middletemporal,0.5,"[[""middletemporal"", 0.5], [""fusiform"", 0.25], [""inferiortemporal"", 0.25]]"
1,70,27,3.2132122091502335,0.18604651162790697,middletemporal,0.186,"[[""middletemporal"", 0.186], [""insula"", 0.186], [""inferiortemporal"", 0.163]]"
2,32,20,0.9182958340544896,0.6666666666666666,superiortemporal,0.667,"[[""superiortemporal"", 0.667], [""bankssts"", 0.333]]"
3,202,109,3.26323114602624,0.1935483870967742,postcentral,0.194,"[[""postcentral"", 0.194], [""insula"", 0.172], [""middletemporal"", 0.172]]"
4,54,25,2.360099550377667,0.3448275862068966,middletemporal,0.345,"[[""middletemporal"", 0.345], [""inferiortemporal"", 0.345], [""fusiform"", 0.069]]"
5,18,5,0.6193821946787638,0.8461538461538461,lateraloccipital,0.846,"[[""lateraloccipital"", 0.846], [""lingual"", 0.154]]"
6,630,297,4.246000903997276,0.13513513513513514,middletemporal,0.135,"[[""middletemporal"", 0.135], [""rostralmiddlefrontal"", 0.105], [""insula"", 0.078]]"
