cluster_id,n_total,n_with_coords,n_missing,distance_mm,centroid_x,centroid_y,centroid_z,spread_x,spread_y,spread_z,metric,mirror_to
0,54,8,46,17.124337082582905,-43.35583734512329,2.3774455189704895,-38.90042066574097,10.30680467225907,7.855516290767493,7.8835644962115285,mean_pairwise,left
1,70,51,19,59.101379559345965,-33.8554889197443,-14.601500525194055,1.6576327853927426,19.11187315720303,30.644047630142552,27.21791356400128,mean_pairwise,left
2,32,12,20,12.271642164375773,-52.89504051208496,-32.96967760721842,6.876380085945129,6.513792829738907,4.467429083696409,4.324111655007821,mean_pairwise,left
3,202,100,102,41.20207039979759,-44.571853098869326,-17.17436286896467,1.628308186531067,13.395022624141694,16.950502381703835,25.272610616014543,mean_pairwise,left
4,54,36,18,35.85337602101051,-47.65504182709588,-25.838679424176615,-16.651173677709366,12.652612902472157,21.908690879484393,12.998177307408769,mean_pairwise,left
5,18,13,5,18.35533464222927,-29.810822633596565,-90.39660292405348,-9.14091731951787,8.943352717629603,9.18292983567403,4.856243412482541,mean_pairwise,left
6,630,362,268,56.753705084038984,-38.19417798584996,-2.770064630550821,2.952789728586351,14.610454666247762,30.435728203218925,28.230556846026037,mean_pairwise,left
