cluster_id,size,jaccard_stability,n_runs
0,54,0.7333501577377319,50
1,70,0.6670258641242981,50
2,32,0.8632603883743286,50
3,202,0.3117690682411194,50
4,54,0.9019878506660461,50
5,18,0.5031154155731201,50
6,630,0.43696796894073486,50
