rep,mean,min
0,0.9296770404244481,0.5059034780038173
1,0.9301669238718383,0.5267348077296904
2,0.9456323503286472,0.8406300831736033
3,0.9418667456511348,0.8563868855375306
4,0.9527639252420484,0.9053176174316694
5,0.9474693275709816,0.8804775705270201
