rep,mean_best_match
0,0.5925378700091786
1,0.6122436657656519
2,0.5465156985624232
3,0.6190345374627263
4,0.584706958010364
5,0.5325522975018709
6,0.6349661546593651
7,0.6194304263009107
8,0.5177815019494311
9,0.6163193342006742
