band_idx,band_lo,band_hi,band,time_bin,kind,coef[audio],coef[picture],coef[reading],importance
-1,70.0,150.0,HG 70-150Hz,0,hg,-0.011736192484791389,0.013449451552622175,-0.0017132590678301033,0.008966301035081224
-1,70.0,150.0,HG 70-150Hz,1,hg,-0.25834894592434665,-0.042752952700061714,0.3011018986244093,0.20073459908293922
-1,70.0,150.0,HG 70-150Hz,2,hg,0.13264122389056263,0.03886310249118313,-0.17150432638174448,0.11433621758783008
-1,70.0,150.0,HG 70-150Hz,3,hg,-0.3912114079626118,0.12760777477218563,0.263603633190428,0.26080760530840846
-1,70.0,150.0,HG 70-150Hz,4,hg,0.2089804904935278,0.21716438464520824,-0.4261448751387363,0.28409658342582406
-1,70.0,150.0,HG 70-150Hz,5,hg,-0.06027341024720335,0.05650610849037001,0.0037673017568341603,0.04018227349813584
-1,70.0,150.0,HG 70-150Hz,6,hg,-0.06649775611694546,-0.14393660101126352,0.21043435712820813,0.1402895714188057
-1,70.0,150.0,HG 70-150Hz,7,hg,-0.43390085771735715,-0.1663670166750788,0.6002678743924378,0.40017858292829117
-1,70.0,150.0,HG 70-150Hz,8,hg,-0.1806234018459166,-0.3578331910661289,0.5384565929120477,0.3589710619413644
-1,70.0,150.0,HG 70-150Hz,9,hg,0.28158460437430477,-0.3264091976694076,0.04482459329510151,0.2176061317796046
-1,70.0,150.0,HG 70-150Hz,10,hg,0.3162528868556928,-0.23374818734033062,-0.08250469951536148,0.21083525790379495
-1,70.0,150.0,HG 70-150Hz,11,hg,0.5871601944651607,-0.24984309947750896,-0.33731709498765133,0.39144012964344027
-1,70.0,150.0,HG 70-150Hz,12,hg,0.12791259798222382,-0.05125495937448502,-0.07665763860773925,0.0852750653214827
-1,70.0,150.0,HG 70-150Hz,13,hg,0.12428233138031826,-0.05549314064674919,-0.06878919073356812,0.08285488758687852
-1,70.0,150.0,HG 70-150Hz,14,hg,0.029220491302988514,-0.17136057013621475,0.1421400788332259,0.11424038009080972
-1,70.0,150.0,HG 70-150Hz,15,hg,0.42453018891994654,-0.3864758066446804,-0.03805438227526538,0.2830201259466308
-1,70.0,150.0,HG 70-150Hz,16,hg,-0.0260500700716187,-0.07549752057906656,0.10154759065068579,0.06769839376712368
-1,70.0,150.0,HG 70-150Hz,17,hg,-0.1852845118078419,0.22751812098520083,-0.04223360917735831,0.151678747323467
