condition,cluster,n,ref,window,peak_lag_pct,peak_r,polarity,ref_polarity,anti,ci_lo_pct,ci_hi_pct,ci_width_pct,at_edge,p_shuffle,interpretable,reason
audio,1,123,0,response,-4.666666666666667,0.9622958297423642,activation,activation,False,-45.34166666666667,-2.666666666666667,42.675000000000004,False,0.08333333333333333,False,CI too wide
audio,2,111,0,response,-24.0,-0.954830630174392,suppression,activation,True,-34.00833333333333,-22.658333333333335,11.35,False,0.03333333333333333,True,ok
audio,3,345,0,response,-7.333333333333333,0.8603408914122046,activation,activation,False,-10.674999999999999,47.0,57.675,False,0.0,False,CI too wide
audio,4,259,0,response,-16.333333333333332,0.8494280643319359,activation,activation,False,-46.33333333333333,47.0,93.33333333333333,False,0.03333333333333333,False,CI too wide
audio,5,64,0,response,-5.0,0.9203208979040068,activation,activation,False,-8.0,45.33333333333333,53.333333333333336,False,0.11666666666666667,False,CI too wide
audio,6,50,0,response,-14.666666666666666,0.8606326844037013,activation,activation,False,-17.341666666666665,44.333333333333336,61.675000000000004,False,0.08333333333333333,False,CI too wide
audio,7,246,0,response,46.666666666666664,0.9554840166723649,activation,activation,False,-9.333333333333334,47.0,56.333333333333336,True,0.03333333333333333,False,lag censored at search edge
audio,8,13,0,response,-34.333333333333336,-0.9434751276252279,suppression,activation,True,-35.333333333333336,47.0,82.33333333333334,False,0.21666666666666667,False,CI too wide
audio,9,13,0,response,47.0,0.9099559747224474,activation,activation,False,-19.683333333333334,47.0,66.68333333333334,True,0.016666666666666666,False,lag censored at search edge
picture,1,123,0,response,-2.3333333333333335,0.9677154158735342,activation,activation,False,-4.333333333333334,-0.32500000000000284,4.00833333333333,False,0.35,True,ok
picture,2,111,0,response,-26.666666666666668,-0.9407951096884007,suppression,activation,True,-27.008333333333333,46.0,73.00833333333333,False,0.1,False,CI too wide
picture,3,345,0,response,-6.0,0.9173759450973418,activation,activation,False,-9.0,44.39166666666665,53.39166666666665,False,0.06666666666666667,False,CI too wide
picture,4,259,0,response,-21.0,0.7979336652423273,activation,activation,False,-47.0,47.0,94.0,False,0.05,False,CI too wide
picture,5,64,0,response,-6.333333333333334,0.9430718136325719,activation,activation,False,-46.666666666666664,-4.333333333333334,42.333333333333336,False,0.016666666666666666,False,CI too wide
picture,6,50,0,response,-12.666666666666668,0.9259971464888425,activation,activation,False,-14.341666666666667,-10.666666666666668,3.675,False,0.08333333333333333,True,ok
picture,7,246,0,response,-7.000000000000001,0.9725445628101996,activation,activation,False,-47.0,-5.666666666666666,41.333333333333336,False,0.05,False,CI too wide
picture,8,13,0,response,-27.0,-0.9187990910345418,suppression,activation,True,-27.675,44.67499999999999,72.35,False,0.26666666666666666,False,CI too wide
picture,9,13,0,response,-43.333333333333336,0.9521405202330554,activation,activation,False,-45.33333333333333,-26.658333333333335,18.674999999999997,False,0.23333333333333334,True,ok
reading,1,123,0,response,-5.333333333333334,0.9843271478129956,activation,activation,False,-7.341666666666666,-3.99166666666667,3.3499999999999965,False,0.016666666666666666,True,ok
reading,2,111,0,response,-25.333333333333336,-0.8529493252134637,suppression,activation,True,-41.00833333333333,45.69999999999999,86.70833333333333,False,0.016666666666666666,False,CI too wide
reading,3,345,0,response,-3.6666666666666665,0.9672381184466122,activation,activation,False,-5.0,-2.325000000000003,2.674999999999997,False,0.08333333333333333,True,ok
reading,4,259,0,response,-10.333333333333334,0.7296651822225325,activation,activation,False,-46.33333333333333,47.0,93.33333333333333,False,0.0,False,CI too wide
reading,5,64,0,response,-6.333333333333334,0.9776888305413254,activation,activation,False,-8.333333333333332,-4.333333333333334,4.0,False,0.0,True,ok
reading,6,50,0,response,-10.666666666666668,0.959745931501052,activation,activation,False,-13.008333333333333,-9.0,4.008333333333333,False,0.016666666666666666,True,ok
reading,7,246,0,response,-5.0,0.9849651093285524,activation,activation,False,-6.666666666666667,-3.0,3.6666666666666665,False,0.03333333333333333,True,ok
reading,8,13,0,response,-28.999999999999996,-0.8893979920143148,suppression,activation,True,-29.333333333333332,46.33333333333333,75.66666666666667,False,0.06666666666666667,False,CI too wide
reading,9,13,0,response,-31.333333333333336,-0.6830808843473404,suppression,activation,True,-34.333333333333336,47.0,81.33333333333333,False,0.05,False,CI too wide
