condition,band_idx,band_lo,band_hi,band,time_bin,kind,coef[7Networks_1],coef[7Networks_2],coef[7Networks_3],coef[7Networks_4],coef[7Networks_5],coef[7Networks_6],coef[7Networks_7],importance
audio,0,1.0,4.0,1-4Hz,28,ersp,0.0008965614527508241,-0.0029358981174211463,-0.03875791809179631,0.006952596644668437,0.026011109690261918,0.003661826410150229,0.0041717220113859825,0.011912518916919261
audio,0,1.0,4.0,1-4Hz,29,ersp,0.006614922158801286,0.0217861444386585,-0.03457436074263984,0.016890923079905227,-0.009469545193389425,-0.003046355550556985,0.001798271809221305,0.013454360424738937
audio,1,4.0,8.0,4-8Hz,0,ersp,0.050014656925858166,-0.025335005306378017,0.0240902337666776,-0.03544978647406386,-0.02335377929759457,0.006728312471195693,0.0033053679143049356,0.024039591736581833
audio,1,4.0,8.0,4-8Hz,1,ersp,0.025255709344512007,0.054710683664440804,-0.06188002374788508,-0.0003857779071511012,-0.006197137931048209,0.020331312896417993,-0.03183476631928653,0.028656487401534533
audio,1,4.0,8.0,4-8Hz,2,ersp,0.011762743720460846,0.007175878682781423,-0.027202447973662332,-0.006306305776873136,0.04517166509165696,0.0033989647693611165,-0.034000498513724706,0.019288357789788647
audio,1,4.0,8.0,4-8Hz,3,ersp,0.0039132623774101195,-0.014009937699220983,-0.01979865216827243,-0.038926046891967554,0.025881532897031934,0.028932090768758575,0.014007750716260408,0.02078132478841743
audio,1,4.0,8.0,4-8Hz,4,ersp,0.004092407618722366,-0.03937418326620363,-0.030302267463612195,-0.0126100773345459,0.014504912484685757,0.05701306819144728,0.006676139769506257,0.023510436589817628
audio,1,4.0,8.0,4-8Hz,5,ersp,-0.004275754618929767,-0.03137350494985362,0.023923925974861357,-0.03263026128046517,0.03514071862127193,0.02646006277614361,-0.01724518652302846,0.024435630677793415
audio,1,4.0,8.0,4-8Hz,6,ersp,2.9034738072874763e-05,0.009813416589082868,0.010838417067494848,-0.025796588883648344,0.021233163504381893,0.002107594742807047,-0.018225037758191096,0.012577607611954136
audio,1,4.0,8.0,4-8Hz,7,ersp,-0.004948641561142577,0.013947912697798714,-0.024311979063708505,0.005452431115679324,0.02870725351708638,0.0012578849294958238,-0.020104861635209036,0.014104423502874339
audio,1,4.0,8.0,4-8Hz,8,ersp,0.0050259073025620965,0.01912085932129696,-0.04133971024284261,0.017383243578377103,-0.004521075502370527,0.006187223134830461,-0.0018564475918534595,0.01363349523916189
audio,1,4.0,8.0,4-8Hz,9,ersp,0.0043032723139973346,0.015594119827248823,-0.005963888918935159,-0.0054341403297675055,0.013328735342839593,-0.009061786101643087,-0.012766312133740004,0.009493179281167358
audio,1,4.0,8.0,4-8Hz,10,ersp,-0.0192337816083311,0.021429199257961058,0.013517674969949336,-0.02041381714309608,0.009834309284805477,0.005607327342147391,-0.010740912103435895,0.01439671738710376
audio,1,4.0,8.0,4-8Hz,11,ersp,-0.005413579722326641,0.042911695101725614,-0.02756817122042099,0.010281725066784753,-0.011470058397247556,-0.04007020713911136,0.03132859631059618,0.024149147565459016
audio,1,4.0,8.0,4-8Hz,12,ersp,-0.002189180674376619,0.03862343066219391,-0.03605220322842555,0.02047539764193213,0.011709800713956315,-0.019032387039933214,-0.013534858075347076,0.02023103686230926
audio,1,4.0,8.0,4-8Hz,13,ersp,0.020984233017293033,0.007799417703844773,-0.03156010486462784,0.01591697490201465,0.0036202511571832015,-0.013016258734824485,-0.003744513180883331,0.013805964794381615
audio,1,4.0,8.0,4-8Hz,14,ersp,0.00839820438329192,0.0347686459816281,-0.029165550147158305,-0.012614548423723034,-0.013110673656842372,0.002469503953638929,0.009254417909164809,0.015683077779349637
audio,1,4.0,8.0,4-8Hz,15,ersp,-0.0007676622096323486,0.03288512047106707,-0.02003198785746161,-0.005110628355587347,-0.018817325498017574,0.0058079344580989475,0.006034548991532901,0.01277931540591397
audio,1,4.0,8.0,4-8Hz,16,ersp,-0.03555142913811323,0.029930762729829377,0.013339235306642156,0.008468268026846465,-0.004130419801259305,0.022438771880820513,-0.034495189004765704,0.021193439412610964
audio,1,4.0,8.0,4-8Hz,17,ersp,-0.03008683076155601,-0.013559405272830049,-0.008898723819510459,0.03683512463266207,-0.00048789054381700883,0.0019332593719048035,0.014264466393146632,0.015152242970775292
audio,1,4.0,8.0,4-8Hz,18,ersp,-0.0024137952706303274,-0.0037123904819859124,-0.0193990391726673,-0.02866834963268804,0.00940356349685037,0.008051332308178557,0.036738678752942754,0.015483878445134753
audio,1,4.0,8.0,4-8Hz,19,ersp,0.011584745939195574,0.006678524764290155,-0.006548899637499646,-0.04253369275084933,0.010010049441464282,0.007149056044259866,0.013660216199139033,0.014023597825242554
audio,1,4.0,8.0,4-8Hz,20,ersp,-0.006317152548207443,0.015171340782775634,0.01365792324512323,-0.02279769579399581,0.0353958703359663,-0.025729903585287754,-0.00938038243637411,0.018350038389675756
audio,1,4.0,8.0,4-8Hz,21,ersp,-0.019020247237861672,0.004118778801416194,-0.00988618654289335,-0.026824188289964385,0.01955320661296438,0.007812228969449134,0.024246407686889782,0.015923034877348412
audio,1,4.0,8.0,4-8Hz,22,ersp,-0.0074385712512584756,0.040353486806360375,0.0009678903346441437,-0.04510809087580556,-0.0337906397015742,0.05269531615593095,-0.007679391468297076,0.02686191237055297
audio,1,4.0,8.0,4-8Hz,23,ersp,-0.007586906878439798,-0.007297689438851576,0.015160941015035309,-0.019322933478883017,-0.02982681572852894,0.03829428768382892,0.010579116825839233,0.0182955272927724
audio,1,4.0,8.0,4-8Hz,24,ersp,-0.003693337941338043,-0.03482888106050345,0.02225306350985149,-0.00706772724404638,-0.003630304482734517,-0.01566139855593368,0.042628585774704617,0.01853761408130174
audio,1,4.0,8.0,4-8Hz,25,ersp,0.010839856882169829,-0.038872374081649015,0.02369791302151279,0.01104416871312721,-0.0011464933118777232,-0.017504302690554797,0.01194123146727168,0.01643519145259472
audio,1,4.0,8.0,4-8Hz,26,ersp,0.010018240615173346,0.0012427782028810504,0.005390080816742411,-0.04830344538207855,-0.01778536992598465,0.028465211590683832,0.020972504082582395,0.018882518659446602
audio,1,4.0,8.0,4-8Hz,27,ersp,0.0233082739909249,0.005063703836417961,0.0040893363181717275,-0.04602846406783863,0.0020692186078019067,0.023885664396811578,-0.01238773308228957,0.01669034204289375
audio,1,4.0,8.0,4-8Hz,28,ersp,-0.0046126448146706555,0.00273526156287162,-0.02535409967928503,-0.004094690753668459,0.022965625819401335,-0.00288344878444313,0.01124399664979433,0.010555681152019224
audio,1,4.0,8.0,4-8Hz,29,ersp,0.0009315841307506906,0.009421156101841795,-0.048123957626557974,0.008840981743274136,0.02342022576182115,-0.017055815459661356,0.02256582534853162,0.01862279231034839
audio,2,8.0,13.0,8-13Hz,0,ersp,0.011728606360886375,-0.016247805039447505,0.015952117983854975,-0.00975759587113063,0.002397520971235855,0.004048899241100374,-0.008121743646499409,0.00975061273059359
audio,2,8.0,13.0,8-13Hz,1,ersp,-0.010645667758706416,0.0590232046699644,-0.06127350511054124,0.023720640031640844,0.002812108967895906,0.015576136415919555,-0.02921291721617294,0.02889488288154876
audio,2,8.0,13.0,8-13Hz,2,ersp,-0.017651644647761287,0.01886563459357089,-0.017491548861643304,0.0027094723357418845,0.04017919697373788,-0.00012968512253889346,-0.026481425271107032,0.017644086829443024
audio,2,8.0,13.0,8-13Hz,3,ersp,-0.014909331903107522,-0.014146476209735538,-0.01964666185281611,-0.014881692709239933,0.02731203192690622,0.02391444373347017,0.01235768701452275,0.01816690362139975
audio,2,8.0,13.0,8-13Hz,4,ersp,-0.011843220851894118,-0.02666492613990943,-0.01785722359735343,0.021315279256536392,0.005977369373034019,0.03479164794278497,-0.005718925983198468,0.017738370449244402
audio,2,8.0,13.0,8-13Hz,5,ersp,-0.006629368350791478,-0.014424599621047684,0.020740563731514033,0.003420594017069061,0.028328226461810713,0.00029545946275697773,-0.031730875701311605,0.015081383906614506
audio,2,8.0,13.0,8-13Hz,6,ersp,-0.008776926069533815,0.019980170783569458,-0.004000818079655494,-0.01212718689325151,0.025339615577313037,-0.006404320586552684,-0.014010534731888923,0.012948510388823562
audio,2,8.0,13.0,8-13Hz,7,ersp,-0.023208920945949937,0.03770549817881425,-0.018160168577652097,0.013525397396544764,0.030591962246904338,-0.029877354929472938,-0.010576413369188367,0.023377959377789526
audio,2,8.0,13.0,8-13Hz,8,ersp,-0.01471759914711467,0.036888558479910676,-0.028117755510035734,0.018175822797699775,-0.002710599523500117,-0.009289483550864302,-0.00022894354609560475,0.015732680365031552
audio,2,8.0,13.0,8-13Hz,9,ersp,-0.009829333651743075,0.033188317727365024,0.009742224047249537,-0.010242302924774122,-0.0017182975191628556,-0.008989285876331504,-0.01215132180260309,0.012265869078461316
audio,2,8.0,13.0,8-13Hz,10,ersp,-0.021466242555118944,0.02759338671090817,0.022763490987119186,-0.021997151881873,0.021523212523935152,0.005322267718950463,-0.03373896350392101,0.02205781655454656
audio,2,8.0,13.0,8-13Hz,11,ersp,-0.015557178831687066,0.042614957957917324,-0.01624384780960972,0.004661902696352828,0.008165904924472188,-0.028059322463180377,0.004417583525734893,0.017102956886993488
audio,2,8.0,13.0,8-13Hz,12,ersp,-0.01642667403010443,0.031290451060546634,-0.015659344159485552,0.004591024078857872,0.012386121313293566,0.004285649447027406,-0.020467227710135365,0.015015213114207263
audio,2,8.0,13.0,8-13Hz,13,ersp,0.0024094498722121442,-0.0030994230355196033,-0.009791556856026987,-0.0034108155517055096,0.0065515713219454754,-0.004748278521210528,0.012089052770305106,0.006014306846989336
audio,2,8.0,13.0,8-13Hz,14,ersp,-0.016420042727177633,-0.00029073093556945053,-0.01361751679614967,-0.020263594078987954,-0.004366789347365791,0.016655251777238433,0.03830342210801224,0.01570247825292874
audio,2,8.0,13.0,8-13Hz,15,ersp,-0.02256730739088902,0.0009013261574355855,0.0025013034547782848,-0.019153563314530622,-0.0016020266274194318,0.004311982269899712,0.03560828545072561,0.012377970666525465
audio,2,8.0,13.0,8-13Hz,16,ersp,-0.05462205938774319,0.01083193421870617,0.017050806775101693,0.0031373331326686607,0.030108758066911056,0.020028181417746798,-0.026534954223391128,0.023187718174609816
audio,2,8.0,13.0,8-13Hz,17,ersp,-0.04935501280572087,-0.02352301762718784,-0.00018436680579916274,0.009518305387761335,0.03852405692084916,0.008469071251702643,0.01655096367839473,0.02087497063963082
audio,2,8.0,13.0,8-13Hz,18,ersp,-0.02314489654747045,-0.03131924928304101,-0.027549054622633767,-0.014779500775252663,0.041704265055842446,0.01841913848890593,0.03666929768364972,0.027655057493827996
audio,2,8.0,13.0,8-13Hz,19,ersp,-0.008211795395199688,-0.011981997614479684,-0.013446456630242033,-0.037725252328453925,0.018945736865463136,0.025866532278023567,0.02655323282488876,0.020390143419535826
audio,2,8.0,13.0,8-13Hz,20,ersp,-0.033551663204395815,0.00025842700872707645,0.011192326069784955,-0.009434060014409143,0.038027655536437416,-0.0009078000622858808,-0.005584885333858675,0.014136688175699852
audio,2,8.0,13.0,8-13Hz,21,ersp,-0.02485361146661309,-0.023455988051707958,-0.018255699867947832,-0.011297125711119148,0.03185725214389232,0.016731190276692134,0.029273982676803555,0.02224640717068229
audio,2,8.0,13.0,8-13Hz,22,ersp,-0.011780297671226257,0.016288301182644564,-0.011371587976219871,-0.020591975326495714,0.015555735593115967,0.01960164634808015,-0.007701822149898787,0.014698766606811615
audio,2,8.0,13.0,8-13Hz,23,ersp,-0.004106923762735149,-0.009928097046821203,-0.0010214521390982715,-0.02132746057239339,-0.004505423908279792,0.04104576250192312,-0.00015640507259523674,0.011727360714835166
audio,2,8.0,13.0,8-13Hz,24,ersp,-0.006212635624558083,-0.01340565527840534,-0.0058566340899976815,-0.02363276075933132,-8.910673121207983e-05,-0.0004979148317300207,0.04969470731523455,0.014198487804352724
audio,2,8.0,13.0,8-13Hz,25,ersp,0.00504586477914927,-0.014564256916462716,0.02068688849472912,-0.009352304350978098,-0.014317935121887846,-0.014476162103007855,0.026977905218458283,0.0150601881406676
audio,2,8.0,13.0,8-13Hz,26,ersp,0.012201206891447169,0.0020373869345846536,-0.006043419902580158,-0.05322034947723089,-0.014900598620437258,0.007424616428821656,0.05250115774539497,0.02118981942864239
audio,2,8.0,13.0,8-13Hz,27,ersp,0.029918874291526155,-0.008409586570679382,0.005359952486776389,-0.06773449812102242,0.004851007754959364,0.016269092507403046,0.01974515765103673,0.021755452769057642
audio,2,8.0,13.0,8-13Hz,28,ersp,0.0009464132108302907,-0.016097669243127652,-0.003351089202075957,-0.02680400581370882,0.020557974999393918,0.01047701867258935,0.014271357376098978,0.013215075502546426
audio,2,8.0,13.0,8-13Hz,29,ersp,0.004869195200983539,-0.012577928603217423,-0.02599571668306608,-0.007982779236394394,0.025668657315227203,-0.031148288503406243,0.04716686050987341,0.022201346578881183
audio,3,13.0,20.0,13-20Hz,0,ersp,0.0025880585332025393,0.007267458053302367,-0.01810188726489765,0.027552425159446996,0.016238262288630664,-0.0020391080491954654,-0.0335052087204894,0.015327486867023583
audio,3,13.0,20.0,13-20Hz,1,ersp,-0.035154665899977657,0.028726254965693376,-0.03707485318403928,0.0657956916549962,-0.005344266213222512,0.015610202622929427,-0.032558363946379495,0.031466328355319706
audio,3,13.0,20.0,13-20Hz,2,ersp,-0.038811359051576524,0.04136180926560302,-0.00669739390627698,0.014453828131191266,-8.011726913637183e-05,-0.001571556367606388,-0.008655210802197902,0.015947324970512638
audio,3,13.0,20.0,13-20Hz,3,ersp,-0.027327721381741762,0.015058291476881218,-0.016784455308485973,0.04010374532796828,0.0019055570883607087,-0.0005976040758041869,-0.012357813127178313,0.016305026826631493
audio,3,13.0,20.0,13-20Hz,4,ersp,-0.019042423785884402,-0.0014127684793898488,0.003763683380535108,0.04303371253121655,-0.0061496748436982475,0.01585735509504642,-0.036049883897825576,0.017901357430513735
audio,3,13.0,20.0,13-20Hz,5,ersp,0.0012990555498963074,0.006991014516101018,0.025537479878612993,0.025535659804428543,-0.01649954455662582,-6.272173374683255e-05,-0.04280094345866617,0.016960917071153953
audio,3,13.0,20.0,13-20Hz,6,ersp,-0.0005123086432023369,0.024481421525902273,0.007904935604418389,-0.006214091121770198,0.0008965511403399925,0.003363041840165444,-0.029919550345853616,0.010470271460236035
audio,3,13.0,20.0,13-20Hz,7,ersp,-0.021893491618453494,0.040556371399326205,-0.018968316591252376,0.01057336434824587,0.02988606835591198,-0.02241948794735826,-0.017734507946419807,0.023147372600995426
audio,3,13.0,20.0,13-20Hz,8,ersp,-0.017559997459827018,0.03248288890284966,0.000281588832849176,0.007873864545611555,-0.0077402893043345316,-0.008979367013543103,-0.006358688503605645,0.01161095493751724
audio,3,13.0,20.0,13-20Hz,9,ersp,0.0006962698620089632,0.03326691426823395,0.031770893380718666,-0.007860629547846169,-0.010529634120836046,-0.004261109467261543,-0.043082704375017745,0.01878116500313187
audio,3,13.0,20.0,13-20Hz,10,ersp,0.00014150593644102156,0.023857265899902832,0.0379383319078737,-0.014747908211113795,0.033151827339349675,-0.021085021738846323,-0.059256001133607114,0.02716826602387635
audio,3,13.0,20.0,13-20Hz,11,ersp,-0.007082200564652086,0.0376589120433075,0.0012534353230581948,0.01880990803383818,0.013678356523797237,-0.045078776061559966,-0.019239635297788805,0.02040017483542885
audio,3,13.0,20.0,13-20Hz,12,ersp,-0.010820953653125279,0.017719435691030797,0.013619973668313128,0.00031279538945930263,0.020203514767238355,-0.007101384947573783,-0.033933380915342384,0.014815919861726147
audio,3,13.0,20.0,13-20Hz,13,ersp,0.016722480535313885,0.009780342132976023,-0.004702729138351332,-0.0166213133604916,0.014149783130344854,-0.021449971339217923,0.002121408039426272,0.012221146810874555
audio,3,13.0,20.0,13-20Hz,14,ersp,-0.004503262651517233,0.008326140068877764,-0.01269048066699219,-0.025504461002348506,0.017259077196114622,-0.0031822569663872142,0.02029524402225293,0.013108703224927206
audio,3,13.0,20.0,13-20Hz,15,ersp,-0.01969378631322849,0.009125494586741084,0.024070210983502947,-0.017805283967802735,-0.004651114683440926,-0.005993385460532696,0.014947864854760755,0.013755305835715662
audio,3,13.0,20.0,13-20Hz,16,ersp,-0.04299861534300871,0.005867742917505823,0.0031729585084095224,0.010195841814186134,0.039032506706936254,-0.0025595622034931347,-0.012710872400535886,0.01664829998486792
audio,3,13.0,20.0,13-20Hz,17,ersp,-0.01550090241025581,-0.02244391764177959,0.008901793151403442,-0.02846855003232683,0.0382698131816016,0.012389821447613716,0.006851942303743598,0.018975248595532086
audio,3,13.0,20.0,13-20Hz,18,ersp,-0.016129301457167632,-0.02065222624788058,-0.001554181699482604,-0.029169649672662196,0.048987361334906464,-0.001151677300342635,0.01966967504262929,0.019616296107867342
audio,3,13.0,20.0,13-20Hz,19,ersp,0.001304540237766971,0.04361359093477972,-0.013664742541076722,-0.06262811319322542,0.007163784387786243,0.018185465211254345,0.006025474962715029,0.02179795878122921
audio,3,13.0,20.0,13-20Hz,20,ersp,-0.025717746984689538,0.01931318241510108,0.004476100887365363,-0.03851276997131343,0.018625540556201664,0.0011756740042967334,0.020640019093038066,0.018351576273143693
audio,3,13.0,20.0,13-20Hz,21,ersp,-0.004246614237141413,-0.011708961020795057,-0.021752241073898306,-0.010290785695391212,0.032608652447018494,-0.01730506334846645,0.032695012928673856,0.018658190107340683
audio,3,13.0,20.0,13-20Hz,22,ersp,0.005922510326905,-0.007716997820711486,-0.024423988680537096,0.017020472801093277,0.007703021999216312,0.003584997416874532,-0.002090016042840448,0.009780286441168308
audio,3,13.0,20.0,13-20Hz,23,ersp,0.013213691423649563,-0.00736704228571313,-0.01257248019322412,0.004011504998220673,-0.012050686581696361,0.038010550470432884,-0.02324553783166955,0.015781641969229467
audio,3,13.0,20.0,13-20Hz,24,ersp,-0.0003573575497353703,0.020042709792021593,0.002600949569299176,-0.0400286081348589,0.0017425586846016407,0.00311941275012326,0.012880334888548702,0.01153884733845552
audio,3,13.0,20.0,13-20Hz,25,ersp,0.012151598894323845,0.016522357195464556,0.05381966000325727,-0.03589665645438587,-0.014839590512811023,-0.039993202226879035,0.008235833101029998,0.025922699769735942
audio,3,13.0,20.0,13-20Hz,26,ersp,0.010731628828725286,-0.031415381788052456,0.0026055869603705674,-0.031071915788148035,-0.0005578925792070451,-0.0003437826271046749,0.0500517569934166,0.01811113508071781
audio,3,13.0,20.0,13-20Hz,27,ersp,0.026168337492878783,-0.009555703363023856,0.027225811993082782,-0.058779863369814216,-0.000997418812100101,-0.008999087995620842,0.024937924054597528,0.022380592440159726
audio,3,13.0,20.0,13-20Hz,28,ersp,0.017279241716318273,-0.006754933929747079,0.008626174067782807,-0.025955920085679547,0.021358363459705838,-0.01367670252562817,-0.0008762227027521623,0.01350393692680198
audio,3,13.0,20.0,13-20Hz,29,ersp,0.03775082368147271,0.02367948571746524,-0.02406937123675035,-0.019500092166996524,-0.000889240176311234,-0.04646910179954067,0.02949749598066089,0.02597937296559966
audio,4,20.0,30.0,20-30Hz,0,ersp,0.0036895481857429965,-0.015324124580216375,0.015823099323769203,0.008584659048157132,0.00940596045858312,0.004169651219635873,-0.026348793655671936,0.011906548067396662
audio,4,20.0,30.0,20-30Hz,1,ersp,-0.001909119528004348,-0.01650156441681998,-0.015545329697062304,0.03856196937254961,-0.03483968715838652,0.06384283386074616,-0.03360910243302271,0.029258515209513086
audio,4,20.0,30.0,20-30Hz,2,ersp,-0.013955997776533332,0.019741967917074627,0.015350039284902013,-0.013158209817417532,-0.020375527050248487,-0.014077258009638837,0.026474985451861686,0.017590569329668074
audio,4,20.0,30.0,20-30Hz,3,ersp,-0.0163074165780718,0.03174075189370592,0.002230725249317478,0.04739911636307073,-0.02560699728507061,-0.02206582512858065,-0.01739035451437107,0.02324874100174118
audio,4,20.0,30.0,20-30Hz,4,ersp,-0.0006924390487070862,-0.0024557707756886074,-0.00045343996849230207,0.014843793123529143,-0.0211767228376026,0.050058428599599296,-0.04012384909263791,0.01854349192089385
audio,4,20.0,30.0,20-30Hz,5,ersp,0.01918069259308448,-0.003259079101678194,0.03331866594157596,-0.031154508629454746,-0.03524064898052144,0.029406545443646744,-0.012251667266652748,0.023401686850944903
audio,4,20.0,30.0,20-30Hz,6,ersp,0.007310688191024614,0.013372979398352922,0.01609888725336291,-0.01814793252843542,-0.004628981183080432,0.015596687213500812,-0.02960232834472536,0.014965497730354637
audio,4,20.0,30.0,20-30Hz,7,ersp,0.009208566096625253,0.01775615656884025,-0.0017496701005323672,0.005560190533879008,0.02596240834352054,-0.03521979157042786,-0.02151785987190466,0.01671066329796142
audio,4,20.0,30.0,20-30Hz,8,ersp,0.006277988907001724,0.0042005678190519796,0.013479182075385333,-0.001908005318559167,-0.011547656004930672,-0.016049884916718087,0.005547807438768926,0.008430156068630842
audio,4,20.0,30.0,20-30Hz,9,ersp,0.0246960551629921,-0.0006049813368688475,0.05130573248722369,-0.007567985544064333,-0.006591809920504852,-0.013640738532267533,-0.04759627231651035,0.021714796471490244
audio,4,20.0,30.0,20-30Hz,10,ersp,0.026688012524209444,0.012040435749667736,0.021695462336247997,-0.0013000161293928898,0.021932222670657812,-0.028486635398901776,-0.0525694817524884,0.02353032379450944
audio,4,20.0,30.0,20-30Hz,11,ersp,0.019666081651236116,0.022257803760948106,-0.008430480792440269,0.01309852714871195,-0.0053245244633986985,-0.03833260528354933,-0.0029348020215078795,0.01572068930311319
audio,4,20.0,30.0,20-30Hz,12,ersp,0.03187427534263523,0.0019744783296382377,0.007501020050452171,-0.018729692852243306,0.014047911186597843,0.0014110350103663598,-0.0380790270674466,0.016231062834197108
audio,4,20.0,30.0,20-30Hz,13,ersp,0.02263072529200375,0.0007989293374558485,-0.017323776772119777,0.00015704850674695935,0.012528329286755346,-0.008053015608286375,-0.010738240042555728,0.010318580692274827
