class,support,precision,recall,f1,recall_ci_lo,recall_ci_hi,roc_auc_ovr,perm_p,perm_p_fdr
17Networks_1,26,0.46153846153846156,0.46153846153846156,0.46153846153846156,0.0,0.6666666666666666,0.8598134697920107,0.004975124378109453,0.010572139303482588
17Networks_10,23,0.0,0.0,0.0,0.0,0.0,0.5217391304347827,1.0,1.0
17Networks_11,4,0.0,0.0,0.0,0.0,0.0,0.543632075471698,1.0,1.0
17Networks_12,58,0.06060606060606061,0.034482758620689655,0.04395604395604396,0.0,0.12769389155799585,0.693639846743295,0.004975124378109453,0.010572139303482588
17Networks_13,95,0.10714285714285714,0.031578947368421054,0.04878048780487805,0.0,0.08046440489432702,0.5086906141367323,0.004975124378109453,0.010572139303482588
17Networks_14,59,0.4358974358974359,0.288135593220339,0.3469387755102041,0.1388888888888889,0.5,0.8376350370468129,0.004975124378109453,0.010572139303482588
17Networks_15,25,0.0,0.0,0.0,0.0,0.0,0.6728403001071811,1.0,1.0
17Networks_16,43,0.0,0.0,0.0,0.0,0.0,0.5419240055915618,1.0,1.0
17Networks_17,228,0.37962962962962965,0.7192982456140351,0.49696969696969695,0.5201947978831212,0.8789592196542869,0.6556416726748377,1.0,1.0
17Networks_2,3,0.0,0.0,0.0,0.0,0.0,0.0460732984293194,1.0,1.0
17Networks_3,25,0.0,0.0,0.0,0.0,0.0,0.34975348338692397,1.0,1.0
17Networks_4,91,0.41836734693877553,0.45054945054945056,0.43386243386243384,0.2583687311592217,0.679179894179894,0.7787875331127926,0.004975124378109453,0.010572139303482588
17Networks_5,23,0.0,0.0,0.0,0.0,0.0,0.5619158335270867,1.0,1.0
17Networks_6,26,0.02564102564102564,0.038461538461538464,0.03076923076923077,0.0,0.13043478260869565,0.5672251568174315,0.004975124378109453,0.010572139303482588
17Networks_7,43,0.0,0.0,0.0,0.0,0.0,0.4449866565001906,1.0,1.0
17Networks_8,40,0.22,0.275,0.24444444444444444,0.0,0.3928841991341991,0.786900871459695,0.004975124378109453,0.010572139303482588
17Networks_9,146,0.24848484848484848,0.2808219178082192,0.26366559485530544,0.18253968253968253,0.37736161439460203,0.5660300964977394,0.004975124378109453,0.010572139303482588
