cluster_id,size,jaccard_stability,n_runs
0,41,0.9119101166725159,50
1,74,0.7772870063781738,50
2,292,0.5949530005455017,50
3,70,0.8870972394943237,50
4,267,0.738909900188446,50
5,61,0.8643525242805481,50
6,295,0.6820458173751831,50
7,116,0.7816312313079834,50
8,50,0.9697135090827942,50
