condition,band_idx,band_lo,band_hi,band,time_bin,kind,impurity_importance,importance
audio,0,1.0,4.0,1-4Hz,0,ersp,0.0004115268766893156,0.0004115268766893156
audio,0,1.0,4.0,1-4Hz,1,ersp,0.0006480961001821208,0.0006480961001821208
audio,0,1.0,4.0,1-4Hz,2,ersp,0.00013232591893321943,0.00013232591893321943
audio,0,1.0,4.0,1-4Hz,3,ersp,0.0002647842786163191,0.0002647842786163191
audio,0,1.0,4.0,1-4Hz,4,ersp,0.0002130668062503263,0.0002130668062503263
audio,0,1.0,4.0,1-4Hz,5,ersp,0.00043299240646440526,0.00043299240646440526
audio,0,1.0,4.0,1-4Hz,6,ersp,0.00043278611704615657,0.00043278611704615657
audio,0,1.0,4.0,1-4Hz,7,ersp,0.0001930552365706308,0.0001930552365706308
audio,0,1.0,4.0,1-4Hz,8,ersp,0.0006102649641916365,0.0006102649641916365
audio,0,1.0,4.0,1-4Hz,9,ersp,0.00034323863456551564,0.00034323863456551564
audio,0,1.0,4.0,1-4Hz,10,ersp,0.000589073908025499,0.000589073908025499
audio,0,1.0,4.0,1-4Hz,11,ersp,0.0007317519590602801,0.0007317519590602801
audio,0,1.0,4.0,1-4Hz,12,ersp,0.00048005622095518695,0.00048005622095518695
audio,0,1.0,4.0,1-4Hz,13,ersp,0.0002928813748228723,0.0002928813748228723
audio,0,1.0,4.0,1-4Hz,14,ersp,0.0002279582468041872,0.0002279582468041872
audio,0,1.0,4.0,1-4Hz,15,ersp,0.0006617508397310588,0.0006617508397310588
audio,0,1.0,4.0,1-4Hz,16,ersp,0.00042338536131755506,0.00042338536131755506
audio,0,1.0,4.0,1-4Hz,17,ersp,0.0009174397105160458,0.0009174397105160458
audio,0,1.0,4.0,1-4Hz,18,ersp,0.0007401757084983211,0.0007401757084983211
audio,0,1.0,4.0,1-4Hz,19,ersp,0.00020687194423128923,0.00020687194423128923
audio,0,1.0,4.0,1-4Hz,20,ersp,0.0002112013437491377,0.0002112013437491377
audio,0,1.0,4.0,1-4Hz,21,ersp,0.00010333418889346959,0.00010333418889346959
audio,0,1.0,4.0,1-4Hz,22,ersp,0.00025882719431811373,0.00025882719431811373
audio,0,1.0,4.0,1-4Hz,23,ersp,0.0001753854189082631,0.0001753854189082631
audio,0,1.0,4.0,1-4Hz,24,ersp,0.00016869012656477392,0.00016869012656477392
audio,0,1.0,4.0,1-4Hz,25,ersp,0.0003220030020422201,0.0003220030020422201
audio,0,1.0,4.0,1-4Hz,26,ersp,0.00022141523268110806,0.00022141523268110806
audio,0,1.0,4.0,1-4Hz,27,ersp,0.0006212339667836026,0.0006212339667836026
audio,0,1.0,4.0,1-4Hz,28,ersp,0.0005990781274347683,0.0005990781274347683
audio,0,1.0,4.0,1-4Hz,29,ersp,0.0006232011590126848,0.0006232011590126848
audio,1,4.0,8.0,4-8Hz,0,ersp,0.00012027424198698121,0.00012027424198698121
audio,1,4.0,8.0,4-8Hz,1,ersp,0.0014000857802824276,0.0014000857802824276
audio,1,4.0,8.0,4-8Hz,2,ersp,0.00024171423394259115,0.00024171423394259115
audio,1,4.0,8.0,4-8Hz,3,ersp,0.00019293919432272273,0.00019293919432272273
audio,1,4.0,8.0,4-8Hz,4,ersp,0.00029713427849429886,0.00029713427849429886
audio,1,4.0,8.0,4-8Hz,5,ersp,0.0004897334659325158,0.0004897334659325158
audio,1,4.0,8.0,4-8Hz,6,ersp,0.000225477723036863,0.000225477723036863
audio,1,4.0,8.0,4-8Hz,7,ersp,0.0002324316545676348,0.0002324316545676348
audio,1,4.0,8.0,4-8Hz,8,ersp,9.906973588494114e-05,9.906973588494114e-05
audio,1,4.0,8.0,4-8Hz,9,ersp,0.00024246389415139596,0.00024246389415139596
audio,1,4.0,8.0,4-8Hz,10,ersp,0.00028512551406504585,0.00028512551406504585
audio,1,4.0,8.0,4-8Hz,11,ersp,0.0007533765072415386,0.0007533765072415386
audio,1,4.0,8.0,4-8Hz,12,ersp,0.0012783534439414067,0.0012783534439414067
audio,1,4.0,8.0,4-8Hz,13,ersp,0.0006677796042155385,0.0006677796042155385
audio,1,4.0,8.0,4-8Hz,14,ersp,0.0006577037813783095,0.0006577037813783095
audio,1,4.0,8.0,4-8Hz,15,ersp,0.0006153825197019203,0.0006153825197019203
audio,1,4.0,8.0,4-8Hz,16,ersp,0.0020138499838911277,0.0020138499838911277
audio,1,4.0,8.0,4-8Hz,17,ersp,0.0007596699084057003,0.0007596699084057003
audio,1,4.0,8.0,4-8Hz,18,ersp,0.0006143065594349219,0.0006143065594349219
audio,1,4.0,8.0,4-8Hz,19,ersp,0.00021998976613643226,0.00021998976613643226
audio,1,4.0,8.0,4-8Hz,20,ersp,0.000337127271053105,0.000337127271053105
audio,1,4.0,8.0,4-8Hz,21,ersp,0.0001889635131028137,0.0001889635131028137
audio,1,4.0,8.0,4-8Hz,22,ersp,0.0003717066747513582,0.0003717066747513582
audio,1,4.0,8.0,4-8Hz,23,ersp,0.00016471358049648606,0.00016471358049648606
audio,1,4.0,8.0,4-8Hz,24,ersp,0.00011281187989178724,0.00011281187989178724
audio,1,4.0,8.0,4-8Hz,25,ersp,0.00018629380539233927,0.00018629380539233927
audio,1,4.0,8.0,4-8Hz,26,ersp,7.693367055201259e-05,7.693367055201259e-05
audio,1,4.0,8.0,4-8Hz,27,ersp,0.00048568519789684965,0.00048568519789684965
audio,1,4.0,8.0,4-8Hz,28,ersp,0.0008368063736934299,0.0008368063736934299
audio,1,4.0,8.0,4-8Hz,29,ersp,0.0006843290322202174,0.0006843290322202174
audio,2,8.0,13.0,8-13Hz,0,ersp,0.000323135018001739,0.000323135018001739
audio,2,8.0,13.0,8-13Hz,1,ersp,0.00033357309337868704,0.00033357309337868704
audio,2,8.0,13.0,8-13Hz,2,ersp,0.000701499064305323,0.000701499064305323
audio,2,8.0,13.0,8-13Hz,3,ersp,0.0005989327813809175,0.0005989327813809175
audio,2,8.0,13.0,8-13Hz,4,ersp,0.0008135578960304769,0.0008135578960304769
audio,2,8.0,13.0,8-13Hz,5,ersp,0.0006443205079366836,0.0006443205079366836
audio,2,8.0,13.0,8-13Hz,6,ersp,0.0007804024171036183,0.0007804024171036183
audio,2,8.0,13.0,8-13Hz,7,ersp,0.000850696082618963,0.000850696082618963
audio,2,8.0,13.0,8-13Hz,8,ersp,0.0004045927088604305,0.0004045927088604305
audio,2,8.0,13.0,8-13Hz,9,ersp,0.0005648952319181142,0.0005648952319181142
audio,2,8.0,13.0,8-13Hz,10,ersp,0.0015777394856518311,0.0015777394856518311
audio,2,8.0,13.0,8-13Hz,11,ersp,0.0006264466946042714,0.0006264466946042714
audio,2,8.0,13.0,8-13Hz,12,ersp,0.00043280340900899887,0.00043280340900899887
audio,2,8.0,13.0,8-13Hz,13,ersp,0.0009322171865111129,0.0009322171865111129
audio,2,8.0,13.0,8-13Hz,14,ersp,0.0014257024166441125,0.0014257024166441125
audio,2,8.0,13.0,8-13Hz,15,ersp,0.0013480480590955665,0.0013480480590955665
audio,2,8.0,13.0,8-13Hz,16,ersp,0.0012837738705365914,0.0012837738705365914
audio,2,8.0,13.0,8-13Hz,17,ersp,0.0007139673356520918,0.0007139673356520918
audio,2,8.0,13.0,8-13Hz,18,ersp,0.0004527199028808237,0.0004527199028808237
audio,2,8.0,13.0,8-13Hz,19,ersp,0.00028528589830918006,0.00028528589830918006
audio,2,8.0,13.0,8-13Hz,20,ersp,0.00032519518198029554,0.00032519518198029554
audio,2,8.0,13.0,8-13Hz,21,ersp,0.0003112861250391762,0.0003112861250391762
audio,2,8.0,13.0,8-13Hz,22,ersp,0.0004455465923406613,0.0004455465923406613
audio,2,8.0,13.0,8-13Hz,23,ersp,0.0009393407950408759,0.0009393407950408759
audio,2,8.0,13.0,8-13Hz,24,ersp,0.0003270680443909502,0.0003270680443909502
audio,2,8.0,13.0,8-13Hz,25,ersp,0.00025648067316620443,0.00025648067316620443
audio,2,8.0,13.0,8-13Hz,26,ersp,0.0003130515853999405,0.0003130515853999405
audio,2,8.0,13.0,8-13Hz,27,ersp,0.0005214059454031168,0.0005214059454031168
audio,2,8.0,13.0,8-13Hz,28,ersp,0.000571621782791416,0.000571621782791416
audio,2,8.0,13.0,8-13Hz,29,ersp,0.0005675521177043922,0.0005675521177043922
audio,3,13.0,20.0,13-20Hz,0,ersp,0.0006307929177934127,0.0006307929177934127
audio,3,13.0,20.0,13-20Hz,1,ersp,0.0017306843576355097,0.0017306843576355097
audio,3,13.0,20.0,13-20Hz,2,ersp,0.0018617757888622704,0.0018617757888622704
audio,3,13.0,20.0,13-20Hz,3,ersp,0.0006124429267890257,0.0006124429267890257
audio,3,13.0,20.0,13-20Hz,4,ersp,0.00041645198344310714,0.00041645198344310714
audio,3,13.0,20.0,13-20Hz,5,ersp,0.00214985838445874,0.00214985838445874
audio,3,13.0,20.0,13-20Hz,6,ersp,0.002668115112265452,0.002668115112265452
audio,3,13.0,20.0,13-20Hz,7,ersp,0.0004013209808283107,0.0004013209808283107
audio,3,13.0,20.0,13-20Hz,8,ersp,0.0015974179241727345,0.0015974179241727345
audio,3,13.0,20.0,13-20Hz,9,ersp,0.0038565869887802117,0.0038565869887802117
audio,3,13.0,20.0,13-20Hz,10,ersp,0.0029073622408686698,0.0029073622408686698
audio,3,13.0,20.0,13-20Hz,11,ersp,0.0025557511003644817,0.0025557511003644817
audio,3,13.0,20.0,13-20Hz,12,ersp,0.0013812506335748708,0.0013812506335748708
audio,3,13.0,20.0,13-20Hz,13,ersp,0.001764814211055164,0.001764814211055164
audio,3,13.0,20.0,13-20Hz,14,ersp,0.0014911035970927968,0.0014911035970927968
audio,3,13.0,20.0,13-20Hz,15,ersp,0.0028489042116056993,0.0028489042116056993
audio,3,13.0,20.0,13-20Hz,16,ersp,0.0021006069191110512,0.0021006069191110512
audio,3,13.0,20.0,13-20Hz,17,ersp,0.0028052188833818112,0.0028052188833818112
audio,3,13.0,20.0,13-20Hz,18,ersp,0.0010415909565346304,0.0010415909565346304
audio,3,13.0,20.0,13-20Hz,19,ersp,0.0004008236935358716,0.0004008236935358716
audio,3,13.0,20.0,13-20Hz,20,ersp,0.0012957691745180374,0.0012957691745180374
audio,3,13.0,20.0,13-20Hz,21,ersp,0.0003402325147045264,0.0003402325147045264
audio,3,13.0,20.0,13-20Hz,22,ersp,0.0005194497872964053,0.0005194497872964053
audio,3,13.0,20.0,13-20Hz,23,ersp,0.000771761883212764,0.000771761883212764
audio,3,13.0,20.0,13-20Hz,24,ersp,0.0022550399158104604,0.0022550399158104604
audio,3,13.0,20.0,13-20Hz,25,ersp,0.00394823086058465,0.00394823086058465
audio,3,13.0,20.0,13-20Hz,26,ersp,0.0009723355648945289,0.0009723355648945289
audio,3,13.0,20.0,13-20Hz,27,ersp,0.0014202132705992093,0.0014202132705992093
audio,3,13.0,20.0,13-20Hz,28,ersp,0.0019352890681599022,0.0019352890681599022
audio,3,13.0,20.0,13-20Hz,29,ersp,0.000666946490157614,0.000666946490157614
audio,4,20.0,30.0,20-30Hz,0,ersp,0.00013967735738519522,0.00013967735738519522
audio,4,20.0,30.0,20-30Hz,1,ersp,0.003753969058654845,0.003753969058654845
audio,4,20.0,30.0,20-30Hz,2,ersp,0.0007772146973335102,0.0007772146973335102
audio,4,20.0,30.0,20-30Hz,3,ersp,0.0008952635071726888,0.0008952635071726888
audio,4,20.0,30.0,20-30Hz,4,ersp,0.0010358905086396081,0.0010358905086396081
audio,4,20.0,30.0,20-30Hz,5,ersp,0.0009160984106810553,0.0009160984106810553
audio,4,20.0,30.0,20-30Hz,6,ersp,0.0012306496711898597,0.0012306496711898597
audio,4,20.0,30.0,20-30Hz,7,ersp,0.0006555120630854482,0.0006555120630854482
audio,4,20.0,30.0,20-30Hz,8,ersp,0.0007665492357503982,0.0007665492357503982
audio,4,20.0,30.0,20-30Hz,9,ersp,0.0009932323675977152,0.0009932323675977152
audio,4,20.0,30.0,20-30Hz,10,ersp,0.000994036146525779,0.000994036146525779
audio,4,20.0,30.0,20-30Hz,11,ersp,0.00036368791389779676,0.00036368791389779676
audio,4,20.0,30.0,20-30Hz,12,ersp,0.00042342544309363807,0.00042342544309363807
audio,4,20.0,30.0,20-30Hz,13,ersp,0.0005703562890755487,0.0005703562890755487
audio,4,20.0,30.0,20-30Hz,14,ersp,0.00048443653598209766,0.00048443653598209766
audio,4,20.0,30.0,20-30Hz,15,ersp,0.0007672916208407487,0.0007672916208407487
audio,4,20.0,30.0,20-30Hz,16,ersp,0.0006415175311827338,0.0006415175311827338
audio,4,20.0,30.0,20-30Hz,17,ersp,0.0005195049446341295,0.0005195049446341295
audio,4,20.0,30.0,20-30Hz,18,ersp,0.0016690220191742373,0.0016690220191742373
audio,4,20.0,30.0,20-30Hz,19,ersp,0.0007182755052398827,0.0007182755052398827
audio,4,20.0,30.0,20-30Hz,20,ersp,0.002019700614226982,0.002019700614226982
audio,4,20.0,30.0,20-30Hz,21,ersp,0.0010140374186434812,0.0010140374186434812
audio,4,20.0,30.0,20-30Hz,22,ersp,0.0008701038987385926,0.0008701038987385926
audio,4,20.0,30.0,20-30Hz,23,ersp,0.002723092761084748,0.002723092761084748
audio,4,20.0,30.0,20-30Hz,24,ersp,0.0026999680369976372,0.0026999680369976372
audio,4,20.0,30.0,20-30Hz,25,ersp,0.0025899808562550486,0.0025899808562550486
audio,4,20.0,30.0,20-30Hz,26,ersp,0.0019238209725389742,0.0019238209725389742
audio,4,20.0,30.0,20-30Hz,27,ersp,0.0018200494262728955,0.0018200494262728955
audio,4,20.0,30.0,20-30Hz,28,ersp,0.002542630831499103,0.002542630831499103
audio,4,20.0,30.0,20-30Hz,29,ersp,0.003908909301301823,0.003908909301301823
audio,5,30.0,50.0,30-50Hz,0,ersp,0.00035531384373943656,0.00035531384373943656
audio,5,30.0,50.0,30-50Hz,1,ersp,0.0003371440498261829,0.0003371440498261829
audio,5,30.0,50.0,30-50Hz,2,ersp,0.0003185774187142171,0.0003185774187142171
audio,5,30.0,50.0,30-50Hz,3,ersp,0.00017119857188165353,0.00017119857188165353
audio,5,30.0,50.0,30-50Hz,4,ersp,0.00034836997116666674,0.00034836997116666674
audio,5,30.0,50.0,30-50Hz,5,ersp,0.0003109442231257322,0.0003109442231257322
audio,5,30.0,50.0,30-50Hz,6,ersp,0.0005711443629977243,0.0005711443629977243
audio,5,30.0,50.0,30-50Hz,7,ersp,0.0004135932454286214,0.0004135932454286214
audio,5,30.0,50.0,30-50Hz,8,ersp,0.0005360090088119912,0.0005360090088119912
audio,5,30.0,50.0,30-50Hz,9,ersp,0.0004951539135927709,0.0004951539135927709
audio,5,30.0,50.0,30-50Hz,10,ersp,0.0004622902864046236,0.0004622902864046236
audio,5,30.0,50.0,30-50Hz,11,ersp,0.000267988756685858,0.000267988756685858
audio,5,30.0,50.0,30-50Hz,12,ersp,0.00039901251099788135,0.00039901251099788135
audio,5,30.0,50.0,30-50Hz,13,ersp,0.00034823943133132165,0.00034823943133132165
audio,5,30.0,50.0,30-50Hz,14,ersp,0.00027756158256599805,0.00027756158256599805
audio,5,30.0,50.0,30-50Hz,15,ersp,0.0009122674718626888,0.0009122674718626888
