class,support,precision,recall,f1,recall_ci_lo,recall_ci_hi,roc_auc_ovr,perm_p,perm_p_fdr
17Networks_1,26,0.44,0.4230769230769231,0.43137254901960786,0.0,0.75,0.9513040607461208,0.004975124378109453,0.012082444918265814
17Networks_10,23,0.0,0.0,0.0,0.0,0.0,0.6365031388049291,1.0,1.0
17Networks_11,4,0.0,0.0,0.0,0.0,0.0,0.39046121593291405,1.0,1.0
17Networks_12,58,0.13333333333333333,0.10344827586206896,0.11650485436893204,0.030297334244702667,0.229251453488372,0.7066858237547893,0.19402985074626866,0.32985074626865674
17Networks_13,95,0.09803921568627451,0.05263157894736842,0.0684931506849315,0.009519359145527371,0.13237745098039214,0.49755443068854055,0.9303482587064676,1.0
17Networks_14,59,0.36,0.4576271186440678,0.40298507462686567,0.25,0.6939548546691403,0.7864670726419185,0.004975124378109453,0.012082444918265814
17Networks_15,25,0.20689655172413793,0.24,0.2222222222222222,0.055482456140350876,0.45,0.7004501607717042,0.004975124378109453,0.012082444918265814
17Networks_16,43,0.029850746268656716,0.046511627906976744,0.03636363636363636,0.0,0.11539855072463767,0.5736179946626,0.5373134328358209,0.7611940298507464
17Networks_17,228,0.43983402489626555,0.4649122807017544,0.4520255863539446,0.31996875,0.5950098070120136,0.7126351838500361,0.004975124378109453,0.012082444918265814
17Networks_2,3,0.0,0.0,0.0,0.0,0.0,0.4467713787085515,1.0,1.0
17Networks_3,25,0.09090909090909091,0.04,0.05555555555555555,0.0,0.11764705882352941,0.6587352625937836,0.35323383084577115,0.545906829488919
17Networks_4,91,0.575,0.5054945054945055,0.5380116959064327,0.376699814986124,0.6346230158730158,0.863391510450334,0.004975124378109453,0.012082444918265814
17Networks_5,23,0.25,0.08695652173913043,0.12903225806451613,0.0,0.3,0.7268077191350849,0.0945273631840796,0.17855168601437257
17Networks_6,26,0.08571428571428572,0.11538461538461539,0.09836065573770492,0.0,0.3333333333333333,0.6594998349290195,0.014925373134328358,0.03171641791044776
17Networks_7,43,0.02,0.023255813953488372,0.021505376344086023,0.0,0.1111111111111111,0.6098868979539966,0.8407960199004975,1.0
17Networks_8,40,0.19230769230769232,0.375,0.2542372881355932,0.0,0.5675675675675675,0.8046296296296296,0.004975124378109453,0.012082444918265814
17Networks_9,146,0.37735849056603776,0.410958904109589,0.39344262295081966,0.198084619782733,0.5961850649350648,0.6787991767325731,0.004975124378109453,0.012082444918265814
