band,importance
1-4Hz,2.9219420515911634
4-8Hz,2.7794053497672015
8-13Hz,2.7569406898596927
13-20Hz,2.8957105166019668
20-30Hz,3.1795501308355503
30-50Hz,3.241762260502708
50-70Hz,3.233816933470756
70-100Hz,2.9680166629143927
100-130Hz,2.889440456351147
130-170Hz,2.596520943944776
170-220Hz,2.31276195144626
220-270Hz,2.4131171645415272
270-320Hz,2.533708926568251
320-360Hz,2.692017748372256
360-400Hz,2.8109048316699194
