class,support,precision,recall,f1,recall_ci_lo,recall_ci_hi,roc_auc_ovr,perm_p,perm_p_fdr
17Networks_1,26,0.3125,0.38461538461538464,0.3448275862068966,0.0,0.6666666666666666,0.9039286893364148,0.004975124378109453,0.012082444918265814
17Networks_10,23,0.0,0.0,0.0,0.0,0.0,0.640548709602418,1.0,1.0
17Networks_11,4,0.0,0.0,0.0,0.0,0.0,0.15408805031446543,1.0,1.0
17Networks_12,58,0.05128205128205128,0.034482758620689655,0.041237113402061855,0.0,0.15384615384615385,0.5178160919540229,0.014925373134328358,0.03171641791044776
17Networks_13,95,0.0975609756097561,0.042105263157894736,0.058823529411764705,0.007934945631796026,0.09378720238095235,0.6085747392815759,0.07462686567164178,0.10572139303482586
17Networks_14,59,0.2727272727272727,0.3559322033898305,0.3088235294117647,0.22783371691599538,0.5245901639344263,0.844459946079448,0.004975124378109453,0.012082444918265814
17Networks_15,25,0.019801980198019802,0.08,0.031746031746031744,0.0,0.23814285714285707,0.5982422293676313,0.004975124378109453,0.012082444918265814
17Networks_16,43,0.037037037037037035,0.023255813953488372,0.02857142857142857,0.0,0.08574534161490681,0.6188079806836955,0.05970149253731343,0.10149253731343284
17Networks_17,228,0.40070921985815605,0.4956140350877193,0.44313725490196076,0.3109714897824654,0.663685992307556,0.6978610910838741,1.0,1.0
17Networks_2,3,0.0,0.0,0.0,0.0,0.0,0.1089005235602094,1.0,1.0
17Networks_3,25,0.0,0.0,0.0,0.0,0.0,0.3754340836012862,1.0,1.0
17Networks_4,91,0.40425531914893614,0.4175824175824176,0.41081081081081083,0.28067345783814374,0.5672007609013754,0.8288654828447217,0.004975124378109453,0.012082444918265814
17Networks_5,23,0.029411764705882353,0.043478260869565216,0.03508771929824561,0.0,0.14814814814814814,0.5659149035108114,0.03482587064676617,0.06578220011055831
17Networks_6,26,0.1111111111111111,0.11538461538461539,0.11320754716981132,0.0,0.32142857142857145,0.549686365137009,0.004975124378109453,0.012082444918265814
17Networks_7,43,0.09090909090909091,0.023255813953488372,0.037037037037037035,0.0,0.1111111111111111,0.5609607319862753,0.06965174129353234,0.10572139303482586
17Networks_8,40,0.08571428571428572,0.075,0.08,0.0,0.125,0.760838779956427,0.004975124378109453,0.012082444918265814
17Networks_9,146,0.3082706766917293,0.2808219178082192,0.2939068100358423,0.12878246753246753,0.41184558823529405,0.6245866792631082,0.004975124378109453,0.012082444918265814
