k,cluster,condition,n,onset_pct,crosses,polarity,onset_stim_pct,onset_resp_pct,resp_carryover,peak_pct,peak_db,peak_stim_pct,peak_stim_db,peak_resp_pct,peak_resp_db,mean_db,auc_post_go
6,3,reading,259,33.83333333333333,True,activation,33.83333333333333,50.166666666666664,False,75.5,1.612987953738011,38.83333333333333,-0.5650716145027566,75.5,1.612987953738011,0.18924379470581545,0.6590436415767956
6,4,audio,223,2.4999999999999996,True,activation,2.4999999999999996,60.83333333333333,False,4.5,1.7258957256949319,4.5,1.7258957256949319,76.83333333333333,1.2341357107971682,0.7679559868396503,0.7739701369615282
6,4,picture,223,63.49999999999999,True,activation,,63.49999999999999,False,81.16666666666667,1.1239349327547132,26.5,0.256484175280505,81.16666666666667,1.1239349327547132,0.3673994392167261,0.6551313674925774
6,4,reading,223,69.5,True,activation,,69.5,False,82.5,1.0074429864590078,46.166666666666664,-0.3005994625740388,82.5,1.0074429864590078,0.15372154894431012,0.4108028947038354
6,5,audio,564,,False,activation,,,False,71.5,0.33475273706189007,44.83333333333333,-0.33216214062313093,71.5,0.33475273706189007,-0.02670268562772262,0.08774103561886576
6,5,picture,564,,False,activation,,,False,81.16666666666667,0.3636094138091463,3.1666666666666665,-0.18964520545682234,81.16666666666667,0.3636094138091463,0.036541003646370064,0.1411073016336004
6,5,reading,564,,False,activation,,,False,79.16666666666667,0.3501894338905462,37.49999999999999,-0.3043412473810265,79.16666666666667,0.3501894338905462,-0.07971109606746865,0.010889785175758438
7,0,audio,10,1.5,True,activation,1.5,50.83333333333333,False,4.166666666666667,2.932527181506157,4.166666666666667,2.932527181506157,59.166666666666664,2.045807218551636,0.7835019776422171,0.8664188117207959
7,0,picture,10,3.4999999999999996,True,activation,3.4999999999999996,50.166666666666664,True,11.166666666666666,5.581038618087769,11.166666666666666,5.581038618087769,50.49999999999999,2.575018119812012,2.375334307809943,0.926833618071163
7,0,reading,10,1.1666666666666667,True,activation,1.1666666666666667,50.166666666666664,True,2.1666666666666665,4.3230499744415285,2.1666666666666665,4.3230499744415285,50.49999999999999,0.9459754884243011,0.5826119059487246,-0.12619366851635277
7,1,audio,297,28.5,True,activation,28.5,58.83333333333333,False,75.16666666666667,1.4984923585597112,37.49999999999999,-0.6078773281037821,75.16666666666667,1.4984923585597112,0.22529261487034843,0.7542929568947234
7,1,picture,297,61.166666666666664,True,activation,,61.166666666666664,False,74.83333333333333,1.4665266457154895,19.166666666666668,-0.26799871798711344,74.83333333333333,1.4665266457154895,0.3133924539752093,0.7756298149599871
7,1,reading,297,63.166666666666664,True,activation,,63.166666666666664,False,75.5,1.512365290926462,38.83333333333333,-0.47874369091308844,75.5,1.512365290926462,0.20341549170330642,0.628364576235148
7,2,audio,112,9.499999999999998,True,suppression,9.499999999999998,50.166666666666664,True,41.166666666666664,-1.7037793001426118,41.166666666666664,-1.7037793001426118,60.49999999999999,-1.2557680344824413,-0.7036565597604739,-0.4918381844133659
7,2,picture,112,6.166666666666667,True,suppression,6.166666666666667,50.166666666666664,True,56.83333333333333,-1.2453063689504884,47.166666666666664,-1.0636413300775789,56.83333333333333,-1.2453063689504884,-0.5423627032338385,-0.44416358896332153
7,2,reading,112,1.1666666666666667,True,suppression,1.1666666666666667,50.166666666666664,True,65.16666666666667,-1.8415544889202076,45.83333333333333,-1.767749129927584,65.16666666666667,-1.8415544889202076,-1.0304378365987656,-0.9523755588346743
7,3,audio,173,2.1666666666666665,True,activation,2.1666666666666665,61.83333333333333,False,4.5,2.0376640994295565,4.5,2.0376640994295565,76.83333333333333,1.286873590911744,0.8372454768610256,0.7695589480427346
7,3,picture,173,64.16666666666667,True,activation,,64.16666666666667,False,81.16666666666667,1.2243608524430694,26.5,0.22887624630898323,81.16666666666667,1.2243608524430694,0.36623964266225917,0.6843437438007418
