class,support,precision,recall,f1,recall_ci_lo,recall_ci_hi,roc_auc_ovr,perm_p,perm_p_fdr
17Networks_1,26,0.2564102564102564,0.38461538461538464,0.3076923076923077,0.0,0.6666666666666666,0.9091696929679762,0.004975124378109453,0.01691542288557214
17Networks_10,23,0.0,0.0,0.0,0.0,0.0,0.6899790746338061,1.0,1.0
17Networks_11,4,0.0,0.0,0.0,0.0,0.0,0.36229035639413,1.0,1.0
17Networks_12,58,0.05,0.034482758620689655,0.04081632653061224,0.0,0.15384615384615385,0.5248467432950192,0.014925373134328358,0.04228855721393035
17Networks_13,95,0.04918032786885246,0.031578947368421054,0.038461538461538464,0.0,0.07843909217230198,0.5348173446362139,0.04477611940298507,0.07611940298507462
17Networks_14,59,0.27631578947368424,0.3559322033898305,0.3111111111111111,0.21421703296703296,0.5091685144124167,0.8240040723214117,0.004975124378109453,0.01691542288557214
17Networks_15,25,0.012987012987012988,0.04,0.0196078431372549,0.0,0.16666666666666666,0.6005573419078242,0.03980099502487562,0.07517965726920951
17Networks_16,43,0.0625,0.023255813953488372,0.03389830508474576,0.0,0.08574534161490681,0.6072690303723471,0.029850746268656716,0.07249466950959489
17Networks_17,228,0.3698224852071006,0.5482456140350878,0.4416961130742049,0.362428994923137,0.7185894566008171,0.6737382840663302,1.0,1.0
17Networks_2,3,0.0,0.0,0.0,0.0,0.0,0.07172774869109949,1.0,1.0
17Networks_3,25,0.0,0.0,0.0,0.0,0.0,0.3703751339764202,1.0,1.0
17Networks_4,91,0.3488372093023256,0.32967032967032966,0.3389830508474576,0.1947737746124843,0.4931748589846897,0.8118179398456215,0.004975124378109453,0.01691542288557214
17Networks_5,23,0.0,0.0,0.0,0.0,0.0,0.5921878632876075,1.0,1.0
17Networks_6,26,0.0625,0.038461538461538464,0.047619047619047616,0.0,0.1601666666666665,0.5237702211951138,0.03482587064676617,0.0740049751243781
17Networks_7,43,0.2,0.023255813953488372,0.041666666666666664,0.0,0.1111111111111111,0.4862625492438683,0.05472636815920398,0.0845771144278607
17Networks_8,40,0.12244897959183673,0.15,0.1348314606741573,0.0625,0.25,0.764760348583878,0.004975124378109453,0.01691542288557214
17Networks_9,146,0.296875,0.2602739726027397,0.2773722627737226,0.10315934065934065,0.3886321748288573,0.6092263310614752,0.004975124378109453,0.01691542288557214
