k,mean_jaccard,min_jaccard,max_jaccard,n_runs,subsample_frac,estimator,n_iter
5,0.4934815943241119,0.31584784388542175,0.6217873692512512,50,0.8,kmeans,
6,0.48255734145641327,0.3505604565143585,0.6198683381080627,50,0.8,kmeans,
7,0.4205962249210903,0.31841450929641724,0.610956072807312,50,0.8,kmeans,
8,0.42533526942133904,0.26236703991889954,0.7221863269805908,50,0.8,kmeans,
9,0.40517519579993355,0.2337973415851593,0.645065188407898,50,0.8,kmeans,
10,0.39264612793922427,0.23695597052574158,0.6415102481842041,50,0.8,kmeans,
11,0.4167681228030812,0.2677125036716461,0.7864368557929993,50,0.8,kmeans,
12,0.42447014649709064,0.21864965558052063,0.7419883012771606,50,0.8,kmeans,
